,comments,sentiments
45,"People should be thankful the fact that they are able to watch world cup through the sacrifice of blood, sweat and even lives of thousand of our brothers and sisters. 
In previous event just a single death was a huge talk but this time its so strange. How the world works it suprises me alot. How money power and influence can change one of the biggest institutions' goal and vision which is to unite people and spread peace.",1
46,"Nice research and findings bro, keep up the good work.",1
47,Hats off for your research bro ,1
48,Brooo ....I really appreciate your research...and hope that you will bring out more contents like this in the future.,1
49,Wow this much things had happened in nepali football which we did not know. Tqs bro for ur video,1
50,Hat's off for your hard work. Thanks for the information. Keep it up ️️,1
51,Real content  Keep up the good work bro️,1
52,Love your content every time. Hamro Nepal dherei aghi badhne thiyo hola yedi corruption harek sector ma nabhaidieko bhaye.Ma pani bidesh ma jana parthyena hola afno pariwar lai support garnalai.Runa man lagxa desh ko yesto halat garisake Kei asaa auxa tyo ni bujhaidinxa paisama bikeka deshka tauke haruko harkatle,1
53,Your research is deep brother! keep it up!️,1
54,We need to stop corruption 🇳🇵.,1
55,well researched and your explantion is so satisfying <3,1
56,Wow such a core knowledge and truth that should be known by every people. Thanks to THE NEPALI COMMENT for such a wonderful contents....,1
57,"I feel proud instead of Ganesh Thapa, Before this video , I didn't quite known him Tara heer bhaai haaru Nepali bhayera yo thau samma pugnu naai thulo kura ho, Sidhha baato ta koi kai ni pugdaina. He was ambtious and even v.p of AFC being a Nepali . Respect Ganesh Thapa.",1
58,Appreciate your hard work ,1
59,Proud of you dada️,1
60,I never miss your single video. Keep up your good work Dipesh ji ️,1
61,I have no words for your content️️,1
62,I need to know about dark sides of osho could you please research about it ? Cause lots of rumors i heard and watch in social media .please make us clear about this ,1
63,Love your Content ️ And Research ,1
64,God bless you hope  this info reaches to all Nepalese,1
65,Thank you for creating this. <3 <3,1
66,Man you’re so good investigator ,1
67,pray for nepal football,1
68,I don’t know why I love Ganesh Thapa. He used to love Nepali football so much. I saw him crying when Nepali player injured. Corruption may be but if there was no Ganesh thapa Nepal wouldn’t get those amounts for football. He would be the FIFA president if everything was going smoothly!,1
69,Hats off! such an awesome video. Is it possible to create a Patreon account or Youtube Tips so we could give back for creating such a well researched video.,1
70,I really appricate to you. We need this type of contain.,1
71,"Bro! we need more & more people like you ️
love you yrr ️️️",1
72,Thanks you so much bro ️ Keep going ,1
73,️Always love your content brother,1
74,Love your videos brother,1
75,One love for your work ,1
76,Why are you so intresting. I never want to miss your videos nodays️lots of love ,1
77,would love to see a well researched video on begging mafia of nepal...,1
78,Good Luck for the next video! It is great as usual!,1
79,You should make one video on Lokman singh Karki.,1
80,"you and your content
just wowww️️",1
81,You are amazing sir. Thank you for all information ,1
82,Something same happen with sukdev karki dai.  Plz make video on that corruption  event.,1
83,Keep up the contents! ️,1
84,समयसापेक्ष भिडियो भएर हेरियो पुरै । महत्वपुर्ण जानकारी संकलन गरेर सम्प्रेषण गरेकोमा धन्यवाद । जतासुकै दिक्कलाग्दो छ नेपालमा । राम्रो खेलाडि भनेर सुनेको गणेश थापा एनफालाई जति अगाडी लानुपर्ने लगेनछन्। सानो हुँदा केहि बुझिदैन थियो । आज बुझिदैछ नेपालमा हरेक क्षेत्र यति कमजोर किन भनेर । बिदेशि सहयोगको कमि त कहिले पनि थिएन । त्यस्तै भ्रष्ट र घुसखोरिको कमि पनि कहिल्यै भएन । ईमान्दार व्यक्तिले माथिल्लो पदमा मौका पनि पाउँदैन । मौका पाउनेले आफ्नै थैलो भरेर थाक्दैन । गजव छ । यस्को निकास के छ त खोई ?  कि नेपालको हरिबिजोग हुने नै नियति छ ? ,1
85,Great effort!!,1
86,I'm addicted to your video... it's amazing,1
87,Hats off bro ️,1
88,"I respect your research capability really. Do you watch Patriot Act (by Hasan Minhaj)? It's a investigative comedy show, comedy is a very attractive to people. I mean who wouldn't love to laugh while being informed? So, if you include some comedy while giving people information, I think your outreach would increase by a lot in long term, may be try to collab with some comedians. I would always watch you but let's see if you can push it to a wider audience. Good luck my brother",1
89,Nice video very informative ️,1
90,This needs to be made more visible guys.,1
91,"You are one of best YouTubers of nepal, thanks for  spreading awareness, you deserve millions subscribers, and one day you will get it,",1
92,Qualitative and strong content,1
93,Top notch analysis topnotch presentation hats off for the time and hardwork,1
94,Corruption and bribery has eaten our Country! Yo choti nii tahai anuhar samsaad ma hrnaa prxaa... But next time please vote for right candidate go for swantratra party! lets give them chance,1
95,Hats off to your work,1
96,Hats off to your hard work.,1
97,Bro what a research yr. ️,1
98,Again with mind-blowing content ️,1
99,This chanel is needed. Share it as much as possible.,1
100,Another master content !!,1
101,Courageous and Hats Off to your content. ,1
102,गणेश थापाभ्रष्टाचारि हाेलान नहाेलान तर नेपालमा अाजकाे फुटबल काे संचालक भन्दा एकदमै गतिशिल ब्यक्तित्व थिए र त्याे बेला नेपाली फुटबलले गतिबिधि पायकाे थियाे गणेश थापा पश्चात्  फुटबल झनै बिरामि  बनिरहेकाे छ।,1
103,Your research is on deep web level,1
104,i recommend the video about corruption related with qatar world cup is well described by the deshbhakt channel ...,1
105,"Such a superb video , keep it up brother",1
106,"Keep up the good work! You are making amazing informative videos. जानकारीको लागि, ""Reuters"" लाई ""रोयटर्स"" भनेर उच्चाहरण गरिन्छ है। ️️",1
107,Next video-why CAN is suspended by ICC?,1
108,his research is soo detailed,1
109,Love your content  bro,1
110,"I have no words...
You have done well...
you are presenting facts...without taking sides
You are great..",1
111,Congratulations  Dada for 100k million subscribers ,1
112,Thanks for the clip brother.,1
113,ganesh thapa now is the commedian of South movie famously known as Raghu Babu,1
114,"I just found first nepali with lots of research, hatsoff",1
115,just wow yrr content and investigates ,1
116,"please do gagan thapa's bakhra kanda , id like to know about it more , and in depth and details . that video will give you more exposure  , given your excellent level of research and presentation! Do it even if it a false accusation , clarify it , that video will do wonders for you....",1
117,may be ganesh thapa has some role in matching fixing kanda ...,1
118,Rip ganesh thapa,1
119,All Corrupt people are bestfriends of each others.  ,1
120,Content bhaniko yasto po hunu paryo ta true evidence hats off you dibesh dai,1
121,Bro please make vedio on how ANFA and a division clubs are destroying Nepali football.. how are they forcing players to leave country. And please expose A division club.,1
122,His reigning years are black era for nepali football,1
123,Congratulations in advance for 100K,1
124,Great research. Laj pacheko Ganesh thapa. Sport ko name ma dhava.,1
125,Thanks for the quality content,1
126,Anfa complex was build through gol project by fifa. I think.,1
127,Not just football now its down to cricket as well.,1
128,"Our national team has a player who gets elected just because of phone calls hands down. 
Yesto vaye paxi geda jitxa. Na training garxa direct game hanna gayaa xa.",1
129,Congratulations for 100k by the start of next video,1
130,I wish I could work for you man.,1
131,"Anfa totally destroy Nepal football. We must be attention our a division corrupted club . They didn't need audience, investment and ruling like mafia of Nepal football. They force to stop nsl and Even almutairia coach also didn't allowed to watch Nepal league. A division club Haru na aafu agi badxa na ta Nepal football lai agi badauxa",1
132,I am paying my internet bill for this !,1
133,Yestai content haru ko  kami  xa dai and uh know what do here  soo just love ur video daahope ajhai ni dherai ramro garanu huney xa aasha xa dai hope less na garanu hola,1
134,Make it 100k .. Support guys !!,1
135,If those 4 Hundred thousands dollar would have been used in proper way in infrastructure Nepal would be able to be  compete with India easily,1
136,I myself and my friend we apply for nfa ....we we're select but.... after just 2 game we we're out ..they replaced by another boys by nfa employee relatives... We were screwed..by nfa....,1
137,imagine if Nepal goes for worldcup,1
138,"wow, that's why our country is the most corrupt nation. top to bottom from Pm to the clerk.",1
139,The nepali comment is on fire️,1
140,Thank you ,1
141,Quality Content !,1
142,appreciate your efforts ️️,1
143,Content yar omg next level.,1
144,make vedio on supreme court's judge bam muder case Nepal,1
145,Keep up the good work bro,1
146,"Put a donation link, if you can.",1
147,Great job,1
148,"You can do a whole video series called ""How Corruption KILLED Nepali __________"". Applies to pretty much anything and everything.",1
149,Not just corruption. Players are unskilled too.,1
150,was waiting for so long for your video,1
151,"bro i am listining you from the very begining ani i like your contents, tara malae euta kura ma ali badi janna man lagi ra xa tyo nepal ma chinese company haru ley petroleum utkhana gari ra xa bhandae xa k xa tesko detail vidreo banaunau  na halka research garera kina kina malae tyo ni scam jastae lagdae xA Sasto popularity ko lagi by our pollitician.matlab tyo mining garda lagney poisa ta tya bata niskeko tel ley uthauna sakxA ?ani sachekoi nepal ma teti thuloi oli field theo bhaney indian oil gaints company haru kina ayenNA Poila nai,malae ali fishy lagi ra xa yo kura haru so please do a detail video about topic the total cost of tht oil field extraction  up streaming down streaming costs ani tyo oil field bata prapta huney oil.kina kina malae yo neta bhanauda haru ko poisa khaney chal ra geo politic ko honour war between indai and china to eastlibish influencwe in nepal jasto lagxa",1
152,Content️,1
153,,1
154,Ali dherai halna paryo video dherai time lagauna vaena timro content sarai mann parcha,1
155,Keep going ,1
156,So what i am understanding form this is thaat anfa runs without gov help ,1
157,Make vedio on driving licence corruption by nepal yatayat,1
158,love ️,1
159,Bro lai kai gardela ki vanne dar matra xa aabha tw maile nepal ko problem haru yo channel ma vanda derai knowledge aaru kunai ma pako xaina short ra yakdam impact khalko,1
160,Wow thumbnail,1
161,Ganesh thapa le garda 2013 dekhi A division league vako thiena,1
162,Contain dami xa brother keep it,1
163,Broo make video on unity life scam of Nepal,1
164,"मुजिहरू Powerful कुर्सीमा पुग्छन। तर सबै आफ्नो मतलबकाे लागि, जाती पैसा @FIFA ले देको थियो। त्यती पैसा राष्ट्रिय फुटबल क्लबमा लगानी देखिँदैन यो त हाम्रो आँखाले साफ देखेको छौँ । यस्तै हो भने नेपाल Corruption ले एक दिन डुब्छ ",1
165,Nepali football is not dead but in ICU,1
166,100K soon ,1
167,wish you 1 million subscriber,1
168,"हाम्रो पनि रहर थियो आफ्नो देश  नेपाल लाई फिफा वल्ड कप मा, तर अंतरिक घूसखोरी ले खुकुलो बनाई सक्यो, अझै पनी नेपाली जनता हरू त्यही झोले हरु लाई भोट हाल्छन , बुझ्ने भए  पनि  त्यही चोर हरु लाई भोट दिन्छन्, अनि विकास भयेन भने नौटङ्गी गर्छन्,",1
169,"Cricket KO Pani grnu na 
CAN KO BAN 
Ahiley Nepal T20 league KO controversy haru ma...",1
170,Now about A division league  club their  owner and  earnings ️,1
171,Geretar nepal ko barema ni video banaunu na sir plz🇳🇵🇳🇵🇳🇵,1
172,"Corruption is the cancer of Nepal. 
Fearless journalism is the chemotherapy.",1
173,We want video on Can?,1
174,नेपालमा कहिले पनि विकास हुदैन न आर्थिक विकास न भगौलिक विकास न खेल्कुदमा विकासका न शैक्षिक विकास किनभने नेपाली ले आफ्नो विकास बारे मात्र सोचने गर्दैछ ।जब नेपाली सबै इमानदार हुन्छन् तेयो दिन देश आफैँ मा विकास हुन्छ ।हाम्रो देशमा शक्तिशाली व्यक्तित्व हरु जब सम्म दम्मन गर्छन तब सम्म कुनै हाल्मा देश कुनै पनि विषयमा विकास हुने छैन ।जब सम्म नेपालमा एस्ता भ्रष्ट राज्नैतिक तानाशाह हरु छन तब सम्म देश गरिब नै रहने छ ।नेपालि ले कहिले पनि देश भावनामा बगेर देश् को निम्ति केही गर्ने छैन किन भने  भ्रष्टाचारले नेपाली लाई अन्धो अनि लोभी बनाइ सकेछ ।अन्तमा हामी सबै अपरिपक्व छम ठुला बडा ले भने पछी िठक नै होला भन्छै।,1
175,Sadhai corruption le bigrine bayo nepal ma,1
176,Worldcup ma player lai dekhnu ta ka ho ka Nepal ko flag pani dekhna pahidaina,1
177,Congratulations for 100k bro..,1
178,FIFA is a pure business. No more football.,1
179,We were doing good until money started pouring...damn the irony,1
180,Any idea kailey yo certain items ko import ban uplift hunxa?,1
181,Brave guy,1
182,️️,1
183,Nepal football ko Future,1
184,Not only Nepali football but corruption also killing all Nepal and neplese people hope in every sector.... From top to bottom all are corrupted....,1
185,Aaaile samma newsfeed ma aauda ignore garda regret vairaxa... New follower️,1
186,Corruption lay dubayo yo desh li sabai thau ma corruption xha harni vanay Nepal ma talent ko kami xhaina music artists katti ramra ramra xhan dancers kati ramra xhan sports ma kati Khiladi xhan eSports  ma uti ramra xhan tra k garnu  sochda ne sarai dukha lagxha  ,1
187,Nepali cricket story make please dai,1
188,Bro thanks for information.,1
189,kadai mero desh,1
190,This is shit truth ,1
191,"पैसा कमाउने हो, खेल कूद, अभिनय, व्यापार बेबस्या काम गरेर तर पैसा कमाउन को लागि राज्य र जनता को अधिकार आफ्नु गोजी मा भर्ने हरु चै देश द्रोही हो.... राम्रो लाग्यो video",1
192,"YOU HOPE FORE A FOOTBALL CORRUPTION INVESTIGATION, WHERE  THE ROYAL FAMILY MASSACRE TOOK PLACE  AND STILL NOT INVESTIGATED PROPERLY. ",1
193,Aba CAN ko suspension ra Nepali Cricket Ko Infrastructure ko barema halnu Dajii,1
194,sabai kura eakdum key wise rakheko le...layman football lover haru loe bukhna sajilo vayo ..thakyou the nepali comnt.,1
195,"Ganesh thapa and Kamal thapa are the darkest, corrupted  person  of nepal. Rip both brother.चोर, खते कुन दिन पापको जन्म भयो नेपालमा",1
196,"Why would anyone give loan, that is also other countries ",1
197,Kina players suffering why not Ganesh thapa ajhai poni players going abroad Nepal will be same for 25 years  please neplase players seach  for ur bight future,1
198,tapai le video ko suru ma euta documentary ko kura garnu bhayeko thio.. kun ho sir?,1
199,Quality content.. Nepal ma football bikas nahunu ko karan corruption nai ho.. Aile samma saff pani jitna nasuknu ko karan pani yei ho,1
200,HOW CORRUPTION HAS KILLED NEPAL,1
201,dami video,1
202,Sir class 10 ko history unit ko incident arm revolution heru ko poni explain garidinu na tpi lea explain gareako mojela bujinxa ,1
203,take Care bro after this video,1
204,"Ke ho jati bela pani ""tannai tannai"" matra aru sabda synonyms xaina tannai bahek ?? Report matrai banayera kaha hunxa hau jaba ki reported sabda haru ""tanna"" ghari pani ghari ""tannaai"" bahek aru ramro choice nai xaina....maha careless garne manxe haru reporter banna khozxa...!!",1
205,"Corruption ta dharan football club ma pani vako ho, Kunai bela drn bata national league khelna tannai jantho players haru  ailay testo xaina ani euta stadium banauna kati lagako ma school padera college sakda pni tyo stadium banako thiyana, buddha subba goldcup game kasto huntho bangladesh, bhutan kolkata bata team auntho khelnalai...",1
206,Aba KO video Nepali cricket KO barema...,1
207,Nice,1
208,"Make it on mind नेपालि फुटबल कहिले डेव्लब   हुने छैन""better to put effort on कबड्दि डन्डिबियो",1
209,It's so informatica Content.,1
210,Definitely he is,1
211,"Next video suggestions:
Russian Zombie Virus",1
212,गीता राणाले बरु नेपाल फुटबलमा धेरै सुधार गर्थ्यो होला l फुटबल एकदम माया गर्ने महिला हुन् l,1
213,Ganesh Thapa 1 No. ko Chor ho ANFA ko president haru bata. Nepali National Team maathi aaune nasakne main reason ehi chor le garda ho. Esko Dhai Kamal Thapa ko kaaran le aaja samma yo Raajnitik Samrakchan ma cha. CIAA ma Ganesh Thapa ko power ra money setting  le garda eslai kei garna sakena. Ganesh Thapa ko Sabai Sampati Chaanbin gare thaha huncha....,1
214,"Hjr ko video full herisakepaxi Subscribe r like nagari basnai सकिएन, राम्रो research garnu vako xa, video ko starting dekhi nai information diyera lastma introduction dene style राम्रो lagyo, hami viewers lai yo vnda k chaiyo r",1
215,We want Nepal to play world cup 2026,1
216,100k soon bro,1
217,Ravi kai garxan ki,1
218,Nepali Johnny Harris,1
219,I am fig fan your. I like your micro investigation.,1
220,"DukhKo kura football ajhai jhan khaskidaix, na league x na kunai yojana",1
221,dai tapai ko thumbnail kaasla banauxa ani kati charge garxa,1
222,Soon 100K ,1
223,You made a great video,1
224,Nepotism pani main reason ho.,1
225,"Bro, amazing job as always! Ganesh Thapa le ropani ropani crore ko jagga kineko cha Lalitpur ko Dholahiti bhanney thau ma. Ahiley ta arabai molincha hola",1
226,"Karma Chiring Sherpa ma ni video jawos euta , Anfa president vayesi karma le pani corruption gareko kura match fixing gareko kura sablai thacha",1
227,Ganesh Thapa killed dream of thousand players,1
228,One of the corrupt person Ganesh Thapa . Shame for our Nepalese football. This man is the only one reason why our football ranking lower than India. Hope for the upcoming yrs.,1
229,yo sabai anta ma corrupted political party haru le garda ho ,1
230,Saab k saab chor hai sale..ani kasari hamro desh worldcup pugxa!,1
231,Fucking epic research,1
232,,1
233,@The Nepali Comment yo video Pani report Hana saxan hami sabi le download garnu purxa,1
234,️️,1
235,"Yatro paisa auxa yr  yasto jukaa haru lay garda desh khoklow vaxa , youth ma mental, social effect paray xa ",1
236,"Nepal ma good player hoina
Good money ra power herxa ",1
237,this is the reason why nepal wont develop,1
238,Hajur half konwledge ma bolnu hunxa dai,1
239,"Thanks to information,सधै घमन्ड ,जत्ति भए पनि नपुग्दा ,अन्तिम मा सबै चक्नाचुर्,",1
240,Only football ?,1
241,India will soon play FIFA.,1
242,Corruption le garda league pheri saryo... Thukka anfa sabai le rajinama diyera ghar base huncha.... Kam nalagne haru...,1
243,Tetro paisa khayera desh bechera khule am hinchan yo desh ma ,1
244,Dai aaba hulas motor ko bara ma banaunu nw video,1
245,Chor muji Ganesh Thapa,1
246,We want Nepal mainpower corruption video  . Everyone know but nobody talks  Why? We are talking about other countries but what about Nepal? Nepal is world 3 most corrupt County in the world.. why ? How ?,1
247,"The fall?
When did Nepali football ever do big in football lmao",1
248,CAN ko ni garaunu paryoo,1
249,Where the Galaxian at?,1
250,,1
251,J sukai bhaye pani Nepal lai dherai faida huna sak theyo ganesh thapa bata,1
252,Thanks for explain,1
253,Chor nai chor ca hamaro desh ma,1
254,"you will be shut down soon but 
Don’t delete the videos that has been uploaded till the date ",1
255,️️️,1
256,Nice informarion  op  lagyo ajoii footbal ko  barema aru poni  bujdoi jam,1
257,Nepal cricket ma politics la destory bana ko video pani banaunw…..,1
258,"Aba ta jhan jhan tada jadai xa nepali..... fifa standard badeko badei xa..... proper technology nepal ma xa dai xaina...... aaile ko AI system and  VAR will eventually incorporate with FIFA system nepal ma tyo ta aakas ko phal aakha tari mar nai ho ....... nepali football paxillo samay ma kagaj ma matra develop vako xa tara yethartha ma standard ghateko xa tesmathi naya talent vanda buda khyautey khelna nasakne player ghari ghari national team ma select hunu vaneko khel vitra pohori khel xiri sakya xa vanera buzda hunxa......

So nepal playing in WC vaneko arko juni pherda samma chai hola ki tyo pani aru des stagnant basyo vane natra ta WC ma 48 haina 96 des khelaye ni nepal le kaile kheldaina",1
259,"J ma pani gaddari ra vrastachari ani kasari badhxa ta rastra. 
Hamro deshlai thulo post wala le bigaryo. Jasto PM, Pradhan nyadhish, Akhtiyar pramukh, Pradhansenapati, yatayat haki, malpotko hakim etc.",1
260,यो टन्नै भन्ने शब्द सुन्दा झर्को लाग्ने म मात्र हो कि अरु नि छन?,1
261,Nepal in sports ,1
262,detaily jaankari dinu vayakoma dhearai danyabad xa .. jankari mulak video ..,1
263,Sukumbashi ko ma banaunuparyo daju,1
264,Tyoo tah sabailai thaha hunu parney chooooor thapa vaneraa,1
265,Ho corruption bhako ho,1
266,"Messi Nepali Interview World Cup
Walla habibi twalla habibi herdinu hola hai mero channel ma ",1
267,"33 gold scandal explained garnu paryo Sir,",1
268,Ganesh Thapa le Kaam nagereka hoinan.  Garekai hun. Tara unle afnoi bau ko sampati jasto private chalaye.,1
269,Jaba almutyari laii nikaliyoo taba nepali football ma interest ni hatyoo  ,1
270,गणेश थापा को पालामा जेजति भो कसैको पालामा हुन सकेको छैन !,1
271,"Nepal 🇳🇵 ma sathhi ho khelera, gayera vabisya banauxu vannu baluwa ma pani hale jastai ho. Samaye,ra mehnat ko barbadi matra ho. Baru tyo mehnat Eps ma lagayo vane vabisya wujjwal xa.",1
272,1 lakh dollar kati hunxa ? ,1
273,Maile ni netflix ma hereko thiye,1
274,Corapction le hamro desh ra football ra kheladi ko vawesya dhamiro le khae jastai ho????,1
275,Best nepali youtube channel,1
276,"Natapaiyeko Kura thapaiyo ...
Tnk you bro 
Sarai majjale sunaunu vayo",1
277,,1
278,Molai pani japnese federation ma traning laijana 5 lakh magay ko theo.,1
279,lol,1
280,Yesko Dai Pani balla chilim khako cha chunab ma.,1
281,Soon to be 100k,1
282,Ganesh thapa le gareko galti vaneko 1lakh dollor liyeko ho tara usle nepali football ra anfa ma kei corruption gareko chaina tyo manche le nepali football lai gareko aru kosaile gareko chaina yo kura chai yad rakhum,1
283,Feri tapai lai Nepal football Association la yo video delete gar bhanlane astanai ko video jastai.,1
284,Esto chor faata haru le Garda ho Nepal kaile mathi jana nasakeko jhundyauna parne ho,1
285,Bro is the best ️,1
286,#uniquecontent,1
287,nepal ko name ahile bata nai kharab bhayaxa ...football ma future ramro hola nepal ko bhaneko ta....,1
288,"Nice content bro
Jabo timi demotivate  hunxau 
Mero comment hera 
Timle banako content ek damai ramro xa",1
289,"Subscribed myan 
Wow",1
290,desh bigrekai yastai gass haru le garda ho khelkut matra hoina sabbai xetra ma yastai vayara bigrexa,1
291,Anta mug yatro crez xa Nepal ma football ko Tara pani hami khate india sanga jahile harxau,1
292,Yo jimu lai le garda nai ho nepali football ko halat yesto xa aihele samma,1
293,"Xe muji sab ghusiya yr tetroooo paisa FIFA batw ako aru source batw ni aakoxa sab khaya yar sab xeyaa
Alii ali khayarw ali ali development ma lagaidiya ni huni",1
294,Big fan bro,1
295,यिनिहरूको दुबैजना दाजुभाई  गणेश थापा र सागर थापा ले एकजना ले देस लुटने आर्कोले मा ANFA  लुटिराका रैछन । एत्रो बर्ष देखि ।,1
296,"Nice job bro! aba bato ko thegadar haru ko k issue ho banne bigrinay ani bandai nabanne k issue ho kina karbahi hudaina yesta thegdar lai, k cha political influence yesma please clarify hai",1
297,Cricket ko barema ne video banaunu na ,1
298,Maile fifa uncovered herne bittikai bro lai samjeko thiye ANFA ko bts k hola baneko.,1
299,Thank you.,1
300,Ganesh thapa lai birodh garne haru aaile herr kasto level ma cha nepal football,1
301,Sukumbasi ko case ma banauna euta video,1
302,Esta fatta ra ghuskgori haru le garda aaja Beautiful Nepal ko haalat Bihog vaesakeko cha,1
303,This is why Nepal being worst country,1
304,एस्तै माचिक्ने हरुले गरेर हामी जस्तो खेलाडी फूट्बल त्यागेर हिड्नु पर्य छ।।,1
305,Thank you so much,1
306,Ganesh Thapa choooooor hooooo,1
307,Hello,1
308,Dandahinta ko parakastha,1
309,Candycrush,1
310,Ganesh chor haroo la destroy garyoo,1
311,Rip ganesh  thapa chor,1
312,yo sale lai kina na jhundako purai generation nai kharab garyo football ko talent haru ko!,1
313,Chor harule garda ho esto,1
314,ganesh thapa sir chorr,1
315,enki ama ka poi yestai hun raja,1
316,गणेश थापा चोर हो येस्ले गर्दा नेपाली फुटबल बिकास हुन सकेन आको पैसा जति सबै कुम्लायो,1
317,Daju bhai chor ho,1
318,Thank you Dipesh.,1
319,F n,1
320,Political,1
321,कुनैपनि एन्फा पदाधिकारी चोखो छैन। गणेशे मुजि त १ नं भ्रष्टाचारि हो। त्यसलाई बचाउने कमले यो पटक चुनावमा गेडा च्याप्योKarma,1
322,यो गणेश थापा चोर हो।,1
