,comments,sentiments
10,"@TheNeplaiComment ..bro you should host a live QnA sometimes. Would be fun to discuss and learn the Nepalese history. Talking about which, will you be making videos on the Rana Shashan, Prithvi Narayan Shah times etc... Why not a series on the major Nepalese events?? Much Respect !!",1
11,I used to read the book of rukmangud katwal when i was in 9 class.great book and he is also great person.great analysis brother anyway️️️,1
12,Your content is truly a gem. Thanks for presenting various facts in informative way,1
13,we appreciate your efforts keep inspiring and enlightening the youths,1
14,Can I suggest you to put cc/subtitles in your videos to make it more accessible to people with hard of hearing? Believe me there is a large community in need of it here in Nepal too!,1
15,I am watching you since your 20k subscribers and I really appreciate your efforts brother keep making this kind of videos so that we can get know the hidden and unknown truth,1
16,"Wow i am truly amazed that how clear is your message to the audience. I have been watching your videos since beginning and you’ve come really far and your quality is admirable.Congratulations to you, keep growing.",1
17,Your efforts of making documentary  like videos  are great!!.. keep enlighten!! .. keep rising!!,1
18,"1. In depth story
2. The Nepali Comment
3. Nepali Gyan 
4. Ramdom Nepali 
5. Misguided Nepal ",1
19,Huge respect to all the team members,1
20,Huge respect to you brother ,1
21,"You people are doing awesome!  
Hats off to the team ! 
Specially Dipesh vai ",1
22,Good job. A well prepared informative video. Massive respect to the creator.,1
23,Deepesh and the Nepali Comment Team - Kudos to you guys for such brilliant content time and again ...,1
24,I love the way you present and the duration of the video is  incerese day by day ,1
25,The quality in your contains are so overwhelmed keep the good work bro ️,1
26,"staying updated on your each and every contents. thanks for your comprehensive research, keep commenting we're always on the other side to hear you.",1
27,"I believe there must be a large series or maybe just a  movie regarding the history of Nepal. Excellent work bro .
Just be safe who knows what they are planning.",1
28,"In war, opposite side always does whatever necessary to win. We know the story of Great War Mahabharat. Its important to do duty/Karma and fight for what your believe
Whatever political ideology you have, you cannot deny Chief Katawal stood-up and did his duty whole heartedly and with passion. Chief Rookmangud Katwal is in his 80s and struggling to maintain his health. Prayers for his good health and peaceful retired life. 

As long as Nepal is between India and China, And foreign actor with vested interested have agenda for Nepal, there will only be change in character, story will be same. There will always be power struggle and you will have your heroes and villian to choose from.

The Nepali comment you guys are going great job. Keep it up.",1
29,"Your work is very qualitative, just loved it 
Kudos to you",1
30,Rookmantak katwal  sir i think we need more videos on his habbit and his idea man after this video respect to him ...and thanks to nepali comment for this perfect video ,1
31,Nepalese version of Johnny Harris. Really appreciate your work brother.,1
32,"Dear so called podcasters, content creators and other youtubers learn how it's done. What a research and presentation of the content. Hats off!",1
33,Seriously gold content ,1
34,"Literally, amazed by your content finally we have got our johnny",1
35,This is awesome man..Keep providing contents like these.,1
36,I think the Rukmangad Katuwal could also would have been the Dictator back then as he was also seems not the easy and collaborative guy to work with and was biased with Maoist government.,1
37,I have always been searching for analyst or channel talking and analyzing the facts in nepal !! Kudos to your work bro,1
38,Thanks for giving knowledge about history outside of books.,1
39,"very well presented with depth study, keep up the good work.",1
40,We need more Rookmangud Katwal.,1
41,Appreciated your effort ,1
42,Everything is well put together as always .. I love this channel,1
43,I have never missed since i found prasant tamang rise and fall ..more to goo Man  u nailed it ,1
44,"Wow expectations vanda high cha research, thank you for the effort ️🇳🇵",1
45,Huge respect for Rookmangud Katwal and our first President Dr. Ram Baran Yadav. ️,1
46,"Keep it up Brother.
You doing a marvelous job..Godspeed!",1
47,The most trusted channel with huge potentiality ,1
48,appreciate your hard work brother,1
49,In my opinion your channel can be trusted. Hope you continue  for more interesting videos like this.,1
50,thank you for educating us and this free knowledge!,1
51,"Please ,can you give more information  about history of Nepal of different fields like industry ,political ,cricket 🇳🇵",1
52,Such an informative video.. a long way to go !!,1
53,Such a thriller! Loved it,1
54,this channel deserves a huge applaud,1
55,explained in realest way possible..... good piece of information loved it,1
56,"I know this episode is gonna be interesting like all the videos you make.
Very much thanks for your information",1
57,We wanna know more history from you this guy is so good,1
58,Huge respect bro,1
59,Great reasearch and thanks giving the information that most of the people never thought about it,1
60,Im very glad for watching your video and ur research. Hats off bro and keep it up.,1
61,"Very informative 
Keep going brother ️",1
62,Loved your content ️,1
63,I see progressive content in ur channel. 6 months back I subscribed. Good job,1
64,"You deserve million subscriber.
Thanks for quality content.",1
65,"Had watched all of his videos and are really  amazing....keep going 
we want more in future..",1
66,"भिडियो जानकारीमुलक छ।
धेरै धेरै धन्यवाद। 
सतहमा जे देखिएको थियो त्यसको लेखक, निर्देशक, निर्माता अरु थिए भन्नेमा दुई मत रहेन। 
कतिसम्म भने माननियज्युलाई त आफ्नै सहपाठील(जो पछि प्र‌ म हुनुभयो)ले पनि राजिनामा दिन उक्साउनुभएको भनेर स्वयं प्रचण्डले पनि स्विकार गर्नुभएको छ।",1
67,I can understand the hard work behind this video!!,1
68,"Can you please explain and make video on how a group of maoists which was in less than 40,000 in number was able to defeat Nepal army of around 100,000 and changed entire Nepal's face?",1
69,Every content in this channel is great ,1
70,Thankyou for your intresting contents. It really is well researched and well put.,1
71,Exactly the video I was waiting for. Thanks Nepali Comment.,1
72,"The topic that I want to know deeply from long time.
Absolutely insightful.",1
73,Nice you really make things so easier to understand. Now i want you to create a video about our former chief justice Susila Karki impeachment case. I am sure that the CJ impeachment case is also as interesting as this one ,1
74,I've been watching all of videos from the beginning. Such insightful. it's goin' to grow very large one day.,1
75,Very informative and demonstrative presentation! Tq !,1
76,Hye! Can you do a video on how the Nepal army were able to occupy Tudikhel and how it can be free again?,1
77,Really appreciated for your content,1
78,Great video bro appreciate your hard work,1
79,Ur content is just ️,1
80,"Trustee channel I ever got in our country 
Keep going Mahn ️",1
81,Thank you the Nepali comments. I appreciate you work.,1
82,"Great effort 

 Trusted youtuber of Nepal",1
83,This channel is going to be the RONB of YouTube or even better.,1
84,You make the best video being Nepali  .Keep it up... I watch your every video.,1
85,Lots of love  no words to describe your effort ️️,1
86,this channel deserves 10 million subscribers ,1
87,Big appreciation from one of your regular viewer keep going,1
88,The video was amazing. Bro can you please do a video on Nepalese passport. How Nepalese passport became so weak?,1
89,This channel is so underrated. This channel should have more subscriber than  nepali so-called comidian channels,1
90,Don’t know what to comment so I am just leaving this comment to appreciate your work. Keep going bro.,1
91,great document. Great effort,1
92,"Swagat gyawali
Radom nepali
And this guy
Are AWESOME
The content are next level with proper information that all nepali should know",1
93,One of the best informative YouTube channel on recent times,1
94,Appreciation brother ️,1
95,Content and history ,1
96,Bro Can you plz make a video related to akhanda sudurpaschim and tikapur incident plz??? Because its making so much confusion to people whether Resham chaudary is innocent  or not. Hope you will reply me,1
97,"Keep them coming,keep growing!
 The Nepali comment to the top ",1
98,"Very interesting topics
Please make video on upcoming future of Nepal !",1
99,"With Prime Minister, Defence Ministry and then Army Chief from Maoist favourite, Country definitely would had been easy for the Maoist Rule. So whatever happened it was good decision made probably!  Who knows what motive PRACHANDE had!",1
100,NEED more content like this,1
101,Is Nepal really going to FATF 's grey list....plz do make a video soon on it...,1
102,One of the best channel of nepal️,1
103,Amazing content...keep going.,1
104,Content with fact ️,1
105,This is truely gem. Already my favourite channel,1
106,Amazing analysis bro thank you,1
107,️️ wow what a content bro ,1
108,Gem among my subscriptions ️️️,1
109,great video with depth research and contents.,1
110,Bhai ur effort work is worth praising,1
111,Best nepali YouTube channel..keep growing️️️,1
112,Keep going   we are always support you ,1
113,Content writer + presentr combo,1
114,Always remain trustworthy !! #admirer,1
115,"Great content bro.
I guessed it right previously when you post in the community.",1
116,His Voice and details explained is Awesome,1
117,"Good analysis,u r doing good till now my best wishes",1
118,Great content ever!!!!,1
119,Keep going bro️,1
120,The main problem for lack of development in Nepal is the political instability ..And even Prachanda was not so bad that time like now....yedi dictator naai vako vaye baru agadi badhinthyo...just my opinion,1
121,"Meanwhile:
Prachanda and Renu at his home 
Any how protect this man.️",1
122,Content is appreciable.,1
123,"Wow sir what a video 
Best journalist ever",1
124,Please make video on ;what if late king birendra was still alive ? ️,1
125,"You are doing such a great work brother. 
I want to suggest some contents that i'm desperately waiting from you ?

Resham Chaudhary Kanda , Fall of Dr. Baburam Bhattarai , Dark reality of Beauty Contests & it's Business Model",1
126,"bro you are doing great 
Keep going
lots of love",1
127,Thank you so much ️,1
128,You are doing good dai keep uploading.,1
129,"Damn, that was intense.",1
130,always useful information ,1
131,"Tapaiko one of the best work, dai.",1
132,you nailed it bro...,1
133,"In my opinion, if Parchanda did what he want then Nepal would have be like China rule or Dictator rule. And Parchanda la weapon pickup ni garteya na hola because, he accomplished what he want and he became a top tire politician and the people who have been supporting Parchanda in civil war most of them won't support and they don't want to kill each other again. And I think that's the reason Parchanda didn't pickup weapon again. Army chief was also ready to take the worst scenario to fight back.",1
134,WE NEED OUR GREATER NEPAL 🇳🇵🇳🇵🇳🇵,1
135,Great content...,1
136,I still remember this day when Prachanda tried to fire the Army Chief. Our High School had to close in the middle of the day when this incident happened..........,1
137,Huge appreciation,1
138,"Army should always be under the government's control, it shouldn't have autonomy.",1
139,"I guess Army and king, both were on the side of Maoists because some of the witness have said that Army were loosing the battles, knowingly. APF were seen fighting and winning easily with Maoists and they were under the PM.",1
