,comments,sentiments
36,This is heartbreaking ,1
37,"यो राज्यको पुरानो तर उदयमान मुद्दा र आन्दोलनका बिषय उठान/रिपोर्टिङ गरिदिनुभएकोमा दि नेपाली कमेन्टलाई विशेष धन्यवाद; म यसै आन्दोलनबाट निर्मित 'किसान मजदुर संघर्ष समिति'को सहयोगी/कमान्डर।
उक्त रिपोर्टमा किसान गाउँ फर्किसके र अहिलेको हाल थाहा नभएको बताइएको छ यद्यपि यहि भिडियो अपलोड गरिएको दिन संघर्ष समितीका प्रतिनिधि किसान सहित हामी केन्द्रिय कार्यलय सुस्ता देखि काठमाडौं आएका थियौँ।
कार्यदलको वर्तमान रिपोर्टिङ बुझ्नुका साथसाथै प्रधानमन्त्री कहाँ गएर निर्माणाधीन कानुन बिच अदालती प्रक्रिया रोक्न माग गरेका थियौँ र हिजो मात्र किसानहरु गाउँ फर्किनु भएको थियो।
यो समस्या मिटर ब्याज मात्र नभइ सिँगो राज्यको आर्थिक प्रणालीसँग जोडिएको बिषय हो। यो उदाउँदो राष्ट्रिय आन्दोलन पनि हो। केही प्रतिनिधिमुलक सुचना भएपनी केही गम्भीर कुराहरु जनतामाझ अझै प्रष्टाउन पाए निकै फलदायी हुनेथियो।
यस महत्त्वपूर्ण च्यानलका संचालकज्यु सँग केही कुरा गर्न पाउँछु भन्ने हार्दिक अपेक्षा सहित पुनः धन्यावाद भन्न चाहान्छु।
सन्देश गिरी",1
38,"Mainly village farmers haru yo trap maa dherai pareka xan.
Thanks for the well researched content",1
39,"Thank you brother. I am processing a loan at the moment . I will be careful, thank you

",1
40,Thanks for the education... ️️,1
41,Very good video bhai. Keep it up and expect many awareness videos like this in the future it gives awareness in our country,1
42,"make a vedio about mutual fund and how its destroying rural nepal, how they source their fund and compare it to metre byaj 
its a dope concept i guess  
there's lots of article as well for research and review                                                                                             
and thankyou for your effort",1
43,Govt should not recognize person to person loan agreements (written or otherwise) as legally binding. They need not ban it. But declare that any loan occurs at the risk of the lender !!,1
44,"Bro, make a video on the economic condition of Nepal nowadays",1
45,Every time i watch your video you win my heart.,1
46,You deserve more subscribers.,1
47,"Your content trap me
Awesome ",1
48,Love your content keep going!!,1
49,Yet another great in-depth story from this channel....keep up the great work bro..,1
50,"Brother I think u should know nepal’s bank loan percentage is higher,it’s 18-30% so how u can tell only normal loans is bad",1
51,Brother your content describes about situation of Nepali️ keep going kei na kei change ta chittai dekhinxa,1
52,"You deserve my 1 like bro, good job bro, keep it up ",1
53,Your contents are awesome keep going bro,1
54,Content ekdam ramro lyaerako xau bro. Full support ️,1
55,Can u make a video about increasing interest rate in banking too,1
56,Waiting for another knowledgeable content and it seems interesting..,1
57,Great work keep it up,1
58,Keep Rocking always Bro... ,1
59,Hats off ️,1
60,"My friend have also not given my money when I was in school .. 
Now I am in college ",1
61,In my village people still pay Rs 3 as interest of Rs. 100 per month. That's 36% annually.,1
62,Wow amazing awareness ,1
63,Wow ! What a content dai️,1
64,Keep going bro lots of love️️️️,1
65,I'm your daily viewer sir ,1
66,Very informative; thank you for this beautiful viedo,1
67,Thankyou nepali comment for such valueable content,1
68,"Voice of Voiceless
Salute to you",1
69,"@TheNepaliComment Hi bro you really do some good research and put so much effort and the way you present the video is so catchy really it's a very good content you are working on, it's a humble request can you make a detail video about Dor Bahadur Bista who disappeared, he was a.k.a  father of anthropology; I hope you know about this missing case about #Dorbahadurbista, Can you please do some research about him and make a video about him, and what's going on in his case, I heard there is also a documentary movie about him about his case but I don't no where and how to watch the documentary; waiting for the video..
Thanks..",1
70,Very informative amazing video,1
71,Appreciate the stoic quote in the background!!,1
72,Nepal मा Electric Vehicle (Specially 2-wheelers ) हरुलाइ subsidies दिदा दिदै पनि Market Price सधै High नै हुने बिषयमा पनि बनाउन पर्यो भिडियो !,1
73,Thank you for sharing.,1
74,keep up the good work bro,1
75,I'm so glad that I subscribed. I've seen all of your videos.,1
76,Keep up the good work,1
77,"Nice Video Bro keep it up,
And Published all issue About nepal and nepali ️ 
Wee support you.!",1
78,"Please make a video on ""Exposing Tribhuvan University (T.U) "". Students has suffered a lot because of them.",1
79,Good luck for ur team,1
80,🫶 thumbnail and content ️,1
81,Nice presentation ,1
82,Serious things myaan... I lost around  40 lakhs... how to get that money?? Any suggestions??,1
83,"Best explanation
Keep going
Love from jhapa.",1
84,Please tell in brief about present rajnitik condition of nepal... want to understand whats going on,1
85,One of best Nepali YouTube channel ,1
86,"Nepali Congress Party is in the forefront in protecting those perpetrators, but why becoz they are affiliated with Congress party, if they get jailed how will politicians get chanda during election? Whole system is corrupt top to buttom. Anyways thanks for covering this topic ",1
87,Informative video I never heard about meter byaj,1
88,Thank you Dipesh.,1
89,"हजुरको भिडियो ज्ञानजनक हुने गर्छ। गाउमा असरी हजारौं करोबार हुने गर्छ । म आफ्नै कुरा गर्दा घारमा बिहेको काम परेकोले मैले धेरै रिन लिए छु र धेरै जाना सँग, मैले तमसुक बनाउदा कसै सँग 1 लाख लिए छु भने 3  लाख को बन्ने छ। 4 बर्ष मा 3 लाख 50 हजार तिरे यस्तो धेरै को तिर्न बाकी छ मलाई तर के गर्नु भोलीको त्यही समाजमा बस्नु छ र समस्य परेको दिन तेहि मान्छे फेरि काम लाग्छ। तर नै ब्यज दर नै महगो भए छ । लाग्छ अब खाडिमा जीवन बिते पनि सबैको पैसा तिरन सकिँदैन ।",1
90,There is nothing either good or bad but thinking makes it so.,1
91,I was previously subscribed. You earned the bell today . Now I can enjoy your contest fresh out the oven!!   Best wishes!!,1
92,Bro could you please make an sensational video on our rubbish domestic airlines and their planes since the crash is happening so often.,1
93,topic and thumbnail both op,1
94,how indian peoples r getting citizenship easily in nepal plz make videos on it,1
95,"This is so close to heart, too difficult to watch.",1
96,The Nepali Comment Team,1
97,"मलाइ पनि यस्को बारेमा थाहा थिएन 
thank you for this video,information",1
98,I hope 2050 will change Nepal 🇳🇵 s,1
99,Very informative content. Please upload a vodeo about Nepali airlines...,1
100,top level content ,1
101,Poverty is the worst cause to death of mankind,1
102,मेरो subscription list मा जम्मा १२ ओटा channel रहेका छन् जस मध्य The Nepali Comment पनि एउटा हो। Just imagine how important and good is this channel.,1
103,"Bro, can u make videos on the benefits and no benefit of marijuana? Plz",1
104,Reality of Nepalese society..!,1
105,Sad reality of Nepal... Too sad,1
106,Its sad but you can also study the case of laghubittita bittiya sastha,1
107,good work bro,1
108,Good cover story .,1
109,Ok this seems fascinatingly interesting.. waiting..,1
110,I think...Youtube channel hoss ta yesto Awesome Content Creator!!!..Your content is in next level bro...keep going on bro,1
111,Its being my daily dose channel,1
112,keep going bro,1
113,"Actually meter byaji ain't that wrong but the intention may be.
During an emergency, my dad took a loan of 3 lakh but the actual paper was made of 9 lakh. He was afraid of being scammed but as there wasn't any option he took the risk. Fortunately, the money owner had good intention and he didn't asked for a single extra penny of money after 1.5 year of return. The interest was high but it isn't the matter of concern because it's obvious that it would be if someone want that huge amount of money suddenly. So some of them do this just for their security and not having the intention of scamming.
But as there are many people suffering from this system, government must have to find some better alternative for both of them.",1
114,Good documentry..,1
115,"This is really sad to hear. But do you know why merchants charge 20-30  percent interest. Because the people who takes money are always bad with the money. In my village there is a family who hardly has 2 room house. Her complete property is less/small  than my Living room. 
And she took 8 lakh loan for her daughter marriage.  Do you think it's wise for the people to take that big loan when hardly what they afford is food in the plate. If the interest rate is low they will take even more loan and inflate the society. 
We have almost 10-11 percent inflation in our country. If someone lends someone in less than 10 percent their money becomes bad loan.  it's impossible to give someone loan in less than 20 percent.",1
116,dai we need New video on Recent Plane crash pls,1
117,Your contain ,1
118,Yo loan line dine ma duitai party lai sabai kura thaha hunxa but garnu ta garnu k loan linee lai ekdam aawasyak hunxa paisa  tasaile jaani jaani pani tyo paper ma sign garna ready hunxa ....yo problem lai hatauna bank haru le gau gau ka manxe haru lai loan easy available garnu pardaxa,1
119,Microfinance ma reach cha sir all over nepal tara expenses ko lagi loan dedaina small startups ko lagi matra ho,1
120,The Nepali Comment Based on Ground Surface ,1
121,9:34 TRUE that !!,1
122,"Bro, government Loan lina kati sajilo xa, ma vanxu
Hamro area agriculture ko lagi famous xa. Yeuta manxe le sarkari office batai 10 lakh ko agricultural loan lina lai 4 lakh ghusdya xa. Ani loan ko paisa haat ma 7 lakh matrai aaxa. Government le chai kun ramro kaa  garla khai??",1
123,such a sad to see innocent suffering from,1
124,Good information,1
125,Meter byaz they need to deposit money through bank voucher as a proof must of them don’t have proof,1
126,I love your video ,1
127,"One of the best channel of nepal 
Bro your analysis and content is great man
Respect 🫡",1
128,plus point for the thumbnail,1
129,Make video on lagubitta bitiya sanstha's interest trap,1
130,ekdam sahi kuro garnu vayo ️,1
131,Thumbnail op,1
132,Dai u should cover story of udit narayan jha.....,1
133,बैंक र फाइनान्स ले 12 देखि 18/20 per cent byaj लिन्छ भन्ने कुरा पनि यहाँ उल्लेख गरेको भए । भिडियो अझ राम्रो हुने थियो कि ।,1
134,"Bank harule aba jhan loan lina 5 guna samma sales dekhaunchha vanchha, aba sano byapari dekhi sabai meter byaaj ma parne kurama report banaunu paryo, bank haru aafai indirectly meter byaaj promote garne ani bank kai vitra ko pahunchwala nai meter byaaji pani hun, please make part 2 of this issue @the nepali comment",1
135,"यस्ता धम्क्याउने, ठग्ने, लुट्ने, मीटर व्याजी को सबै साहुजी हरुलाई ठेगान लगाउन, डाँडा कटाउन गरिब दुखी जनता,सोझा साझा हरुको न्याय को लागि लड्न माफिया  नै बन्नु मन लाग्छ घरी घरी",1
136,Dope thumbnail,1
137,BSR Investment Plan ma euta video banau na bro please,1
138,Want to search such small things  any tips please:),1
139,️,1
140,What if I said that My father is also trap on meter Byaji,1
141,Thats why Rich are getting Richer and Poor are getting  Poorer,1
142,Brother make video about pokhara plane crash,1
143,I love the nepali comment,1
144,Even bank le nai ahile 20/25% ma loan dirah xa,1
145,Dai please make video on raj durbar hatyakanda ?,1
146,️️️,1
147,Can you make a video about population density in Nepal,1
148,"4:40
Who noticed that viral bagh ",1
149,Which app do you use to creat thumbnail this type and that red black transition thumbnail,1
150,,1
151,"so many victims here on the comments section also, this problem seems to be more big than it seems",1
152,"we gave loan to help him do his business, It's  been more than 2 years he haven't paid any interest nor the sum.",1
153,"In my opinion you need to be pm of Nepal 
Nepal will be free from every problems",1
154,Nepal ko kuna kuna ma  yesto problem dharai xa Tara kasle sundela ra poverty  ko Kura...??,1
155,"Meter byaj is not illegal totally.Meter byaj businessman haruko lagi ho ,eg aaja 10 lakh ko kaam garnu paryo tara paisa uthauna 2/3din lagxa vane lene loan ho 1 lakh/1% daily basis ma ani paisa aayepaxi 2/3 din ko byaj jodera firta gardine.Aajavoli po yeslai dhanda banayera bigardiya.Byaj dine rah line sabai ko galti jasto lagxa malai ",1
156,My cousin brother committed suicide due to meter byaj.,1
157,Ok yo galat ho bhane Nepal ko whole finance chalaune bank harule 8% byaj dar lai 18% ma pugaunu k sahi ho. Jasle 8% byad dar ma business lone lyeara business garyo ra per month transection ma 10% profit bho ra kehi din mai bank le interest badhaira 18% garyo bhane bank bata lone line ko k condition huna pugxa,1
158,Hajur le dherai Ramaro Kam gardai hunuchh daju hajur lai sadhai SUPA DEURALI MAILE le Raksha garanu hunune chh Ani milachh bhane rice Mila Kanda ko Barema yauta video banaunu nw please ,1
159,शाना किसान जस्ता सहकारी संस्था ले त 18% व्यजा लिन्छ अरू त के भने ,1
160,Ani daju thumbnail ta khatrai aayo ta,1
161,Ma wrong hunasakxu tara Bank le road touch nagarye ko land as collateral Nai lidaina.. meter byaji le bina collateral agreement Kai var ma paisa Dinxa so risk aausar interest tw high vai halxa ni. Aani agreement ma badi paisa khelni tw common Nai ho.. court gayo vani 10% pauxa thaxa vani maile vanye ko interest Nai payena tw maile. badi paisa Nai lekhxa.. sub business ma risk tw hunxa Nai.. risk Nai navako vaye bank ma npl kina aau thiyo.. co-operative kina bagthiyo Ra.. initial paisa Lida jati vaye ko Tetai Nai interest liyo vani tw tyo wrong hoina jasto lagxa malai.. paxi bich ma condition Haru add Garu Matra wrong ho jasto lagxa malai,1
162,This is very sensitive topic government should take action against this?,1
163,Dark reality of yeti airlines,1
164,हाम्रो बर्दिया तिर झन हफ्ते ब्याजको trend पनि चलेको छ ।,1
165,"Another भण्डाफोर, LOTS OF LOVE DAI <3",1
166,Hello Bro Darjeeling Nepal bata kasari alag giyo tesko pani euta detail video banaunu paryo hajurle kasle garda hamro pyaro darjeeling ahile hamisanga navayera india sanga chha ekxoti try gardinus hai,1
167,01:32 मासिक 10 % हो कि बार्षिक 10% हो सर ? बुझ्न पाए हुन्थ्यो ।,1
168,Meter Byaj = Compound interest,1
169,Another plane crash in Nepal. I can bet that Nepal tourism sector is going to be destroyed if this problem wont be solved.,1
170,One video for nepalese politician real villen wala character,1
171,Kati Thumbnail  change grya hau,1
172,"Sarkari le afai bijli bill ra ghar gadi tax late vaye fine linxa ani k ko aru lai interest na ley vanla. Ho 12*3=36% ma loan line diney hunx. Yo rokna sarkar le nai sajilo sano loan dinu paryo jarib , dalit lai",1
173,hlo sir Malai yo topic bare dherai pahila dekhi jigyasa bhayeka le k hajur malai eshari mitar biyaje ma pakrau pareka haru le k sajay pauchan bhanne bhanna saknu huncha plzzz its a request       hopinng for ur reply,1
174,Tapai ko video haru malai sarhai ramro lagchha.,1
175,"thumbnail ma kei nepali text halnu na 
clickable hunxa k 
helps for wide range of people",1
176,,1
177,"yesto video aauxa janxa tara samasya ko samadhan hudaina 
tara if we all like and share this video kei na kei huna sakxa",1
178,We lost our house.,1
179,"What about the Banks ?
The bank themself are charging 16 percent interest. The initial agreement that was agreed upon was 8 percent but they hike They interest and now we are paying 16.5 percent . On top of that if we miss The deadline for one day they call like 100 times everydingle day. They threaten ..NIC Asia is the culprit no 1 and like wise almost all the private banks are charging more than 14 percent interest .. 
Why so ? Where is the regulation and how is small business going to survive with such hikes.?",1
180,Nepali bhayera pani manchhe nepali videos lai kina support gardina,1
181,Thanks,1
182,Nepal ko private Bank haru pani kamm chainan 10 barshe Wala loan afaii 20 barshe vaidincha,1
183,"thank god you changed the thumbnail,previous one was so cringe",1
184,Government ko kura k garnu 10% re bank le nai khullam khulla 15-17% linxa aruta hunai paryoni sab chor hru koi koi vanda kam xaina dos Kas Kas lai dinu,1
185,"""Maitighar Pani aru Kasai ko andolan ko lagi khali vaisakyo"" .",1
186,Government afai bideshiye ka nepali Lai kasari lutne vanne tira dhyanxa yesto pidit tira k aakha jala,1
187,Aahile ta 15% interest bank le nai charge garxan,1
188,10 dekhi 60%?? 100000 ko 1000 rs ho bro byaj 1 din ko. Interest rate 365% le tireko manche haru ni cha,1
189,Meter bijag becomes a major problem in terai,1
190,Hait yeti kada research garne manche maile aile samma dekhekai thiyena,1
191,Woo ,1
192,"Malai azhai ni yaad xa 
Siraha ko Mirchaiya maa eauta Shoe ko wholesheller Naya Byapari aaunu Vako Theo bypaar ni ramrai Chalirako Theo but Uhaa le Business ko Nimti Meter byaj maa Paisa Linu Vako raixa Afule leko paisa 3X tirda ni naskke paxi Uha le Sucide Garnu Vayo ",1
193,Omg this is scary,1
194,"bank ले 15/18 पनि हानी राछ्न त? 8% को ब्याज  बडेर 15% पुग्छ,,",1
195,️️,1
196,,1
197,So.sad,1
198,10 percent bank le dedaina 16.31 tah maile tirdai chu nmb bank  aba k bank lai pani case lagcha tah,1
199,️️️,1
200,very Nice,1
201,"10% ko name ma achel bank le nai 15% byaz linxa
 Finance laghubitya sanstha le 24% linxa
Aba yesma nepal ko kun gu law le karbai grne #rip nepal government",1
202,Why borrow money?️,1
203,"brother  
#nepali Dhruv Rathee",1
204,Nice thumbnails,1
205,"अब भविष्यको सोचौँ यो देश छोडौं । यो देश हाम्रो होईन ओली देउवा दहालको हो । हामी यिनीहरुका दास हौ । हामी यहाँ बस्यौ भने हामी मर्यौ भने पनि हाम्रो सासविनाको लासलाई पनि यिनीहरुले विक्री गरेर मोजमस्ती गर्छन् | यिनीहरुलाई थाहा छ कि हामी कति दीन लड्छौ | एक दिन दुई दिन धेरैमा एक महिना,पाइन्त निर्मलाले न्याय, जो आए नि कानै चिरेको हो हजुर,हामी दुःखी गरिबको लागि यहाँ कोही छैनन् | त्यसैले देश छोडौ नयाँ जीवनको सुरुवात गरौ | १०० प्रतिशत ग्यारेन्टी दिन्छु कि मिटर ब्याजबाट अन्यायमा परेकाहरुले न्याय पाउँदैनन्  | नयाँ नेपाल भनेको यहि हो कि बुझिएन |||",1
206,Middle class family lae samet loan didaina bank le and sanstha haru le. Nepal ma sarkaari ko rule nai hawa hunxa. Mero ghar mq samet halka leko thiyo malae thaha na vayi. Pachi thaha pauda maile 6 times badhi tirnu paryo. Yesto sahu haru lae samat sarkaar ho,1
207,Why the hell I can't chat. Is there a new thing or I am missing something.,1
208,Make video about yeti airlines plane crashed,1
209,Yesko fanda ma hamro pariwar pani pareko xa aile so aba kashari solve garne jankari garai dinu paryo sir we are helpless,1
210,Social ko exam xa bholi tei herna YouTube aako suruma yei video important kagyo,1
211,Anybody noticed that tiger .  4:41,1
212,What happened to thumbnail,1
213,Hamro ne euta chitwan ko manxe le loan liyara farar vayako xa jasly garda mero pariwar ko estiti ahily nekai kamjoor vayako xa sarkaar police ma report dida ne kei garna sakinan if there anyone who help me plz?,1
214,Birgunj mahanagar palika ma ta 30 dekhi 40 % percentage biyaj tyo pani 1 month ma jasto case pani xa,1
215,Hi sir,1
216,You are right kin janxan afai hamfal nah kin janxan bank ma kin nah jan xxx,1
217,Nepal ko rog ho yo. Failina dinu hudaina yo natra des lai nai dherai asar parxa.,1
218,finance and bank le chai k gari fasaunxa tyo ni bujhna paye hunthyo,1
219,expose yeti airlines,1
220,Nepal ma yeti derai plance crash kina hunca detial vedio banaunus brother,1
221,Nepal ko bank ni meter byaji vanda kam xaina,1
222,Bank le kina 15% 18% lincha ta,1
223,Meter byaj la byaj dea na bhana aadha nepal dubxa. Kina bhana bank la loan nai dida na. Meter byaj la bikriti pane lya ko xa tara Kate ramro biyaj dina manxa haru pane xa. हाम्रो 1ta uncle la 1ta manxa li aaja bhanda lagbhag 12 barsa aagadi 10 lakh dako thyo but tyo manxa la lako 1 barsa ko byaj matra dako xa. अहिले mai jorda tyo byaj ko siyaj milai ra 75 lakh bhanda badhi ve sakyo. Tyo manxa la paisa nai derako xaina. Tara tyo manxa la afno ghar uncle ko name ma xa. Maila bhanna khoja ko ho loan line manxa pane paisa lea pachi paisa dinu paryo loan dina li. Kina bhana loan dina manxa ko pane paisa gako hunxa. Tyo manxa la pane kasare xodxa ta.,1
224,"Daju yo rajya mantri ra mantri ko farak k hunx
short video vaya ni banau nu na",1
225,"Bro tahi voera rin linay denay kam ramro hoina, tara rin liya paxi time mai ternu parxa, rin linay pani ustai hunxna linay bela luhh biralo paya paxi bag hunxna",1
226,Hello nepali comment team can you make a detail video on the 12 people of nepal killed in saudi arab by isis.,1
227,Ok finally,1
228,"one thing i like about muslim people is that they never take interest (byaj) from anyone. Taking interest is haram in islam. Even though, we aren't from islamic community, my father never take interest from anyone and I also think to do the same.",1
229,To be honest Nepalese don't care about tarai side or people who look like  u know what i mean,1
230,Add some rich old people in background  in thumbnail,1
231,Nepal ma harek kura khatam Hunu KO reason  government KO 50% Galti xa bhane 50% hami harek Nepali Janata KO. Bharstachar KO Kura garxau Gali garxau Tara aafno Kam sajilai banxa bharstachar garna ready hunxau. Katai line basna pare koi teha aafno aafno Chineko xa bhane hami bhanda koi emergency pareko manxe bhanda agaadi xirna khojxau  Yo yuwa ramro neta lai jitau bhanxau Tara aafnai mama kaaka uthyo bhane chaye ramro Kam garos nagaros jitos aash rakhxau tha xa hami le ni power misuse garna pauxau kehi pare power launa pauxau bhanera. Bato thulo bhayena jati Bela ni jaam bhayo bhanxau ani road badauna aru KO Ghar bhatkida Matra khusi hunxau aafno Paryo bhane birod garna thalxau. Fohor bho ganayo bhanxau ani laaj nai  namani aafai bato ma fohor fyalxau. Facebook Ra YouTube comment section 15 barsa dekhi 60 barsa kaa le ni Gali garxan netako dadagiri ma Tara sadak ma awaaj uthauna 100 Jana ni aaudainan. Hamro Nepal jasta KO testai Hunu KO Reason nai yehi ho. We all are hypocrites here.,1
232,"Dharna garni haru ghar janu vai sakyo, maiti ghar aru kasai ko lagi dharna garna khali pani bhai sakyo. Reality of Nepal.",1
233,Dai tyo banswor ma vayeko ghatna ko barama ni,1
234,muluki civil act * 1:37,1
235,"Haha meter byaji ta aparadhi hainan yi private ra so called sarkari banks ko agadi.
Desh kai samajbad unmuk arthatantra bata toxic capitalism tarfa lagna sabai lagi pareka xan sir.",1
236,Kasle help garne kohi le Matlab rakha Deen,1
237,I will be the hero,1
238,good,1
239,Sala afnu ta without byaj ma de ko paisa pani lina sakeko xaina k garni hola kahi upaya dinu paryo guys,1
240,"मेरो बाले कमाएको धेरै पैसा गुमाउनु भयो,अरुलाई रिन दिनाले",1
241,Where r u from brother...?,1
242,Alik xito xito vedio halana bro.,1
243,Tyo tw loan  lenai manxw ko galatei ho n,1
244,12 13 percent ta sahaakari Leenxa,1
245,Maile ta galti kanun mai dekhe. 10% interest cap in a country with 10%+ inflation rate. Banks harule chai feri 18% samma byaj linxan. Paisa byaj ma dinu ni faidajanak hunu parxa natra kina dine ni byaj ma paisa? Yesto condition ma yei saab loopholes launu parne nai badhyata aauxa. Yesko samhadhan kasari garne?,1
246,,1
247,"People who need money and don't have will still have to face this issue forever,  our government will not bring any facilities to poor peoples. This kind of videos will just be a content, never be helpful to those victims,  except than regret.",1
248,"Thumbnail josle banayo, tyeslai masu bhat.",1
249,Jaba samma nepali haru aafaile corruption bata xutkara pauna Canadian taba samma yo corruption Nepal ma chalirahanxa,1
250,Yesko lagi hami sop bolnu parni ho,1
251,के गर्ने कसैलेपनि मेरो कुरा सुन्दैनन्।,1
252,It still exist,1
253,"Aafno tw problem naii thakaii ulto xa
Sabb lai paisa loan dida didaii afaii gareeb vaiyo 
Aane paisa firta garr vanda ulto tiro paisa khidinxu rw po vanxan tw  
Aaile tyo sabb paisa bank ma rakheko vaye 
Duke aautyo",1
254,1x bet truth the nepali comment,1
255,No one is right. No-one is an uncommon variant form. It's best to stick to the two-word version. Noone is wrong :),1
256,🫡,1
257,Rin lim time ma tiram  gau ma kam chalauni madhayan yahi ho but aaphu lay liy paxi time ma tiram,1
258,Hahah thumbnail,1
259,Mero gaau batai 3 jana lai herera kasto mann dukhyo,1
260,Testo grera ke kmaunu yaar,1
261,कस्तो अत्याचार अनि ज्यादती !?,1
262,"Paisa diney 99% party ko manchey hun. Ani madesh aandolan lai charkauney ehi daijo magney,meter byaj diney haru hun. Madhesi neta le iniharu ko adhikaar ko lagi garya garyei ho",1
263,#sunildarzeeshorts,1
264,Yo andolan ma mah pani xu,1
265,Ahilea prachada deu le here saku vo ,1
266,Yo saab tharu haru ko kaam ho,1
267,Muji haru lini bela linxa dini bela case re,1
