,comments,sentiments
61,"You are doing great ️
Keep it up",1
62,But bro you should know about the first martyr of nepal shahid lakhan thapa whose family is still priest at the manakamna temple. 4 jana shahid prati hardik shrdanjali,1
63,"I want the next episode right away!!
",1
64,good content sir i´m too excited for part 3 upload it as soon as possible sir,1
65,Great job brother️️,1
66,I appreciate you hardwork brother .,1
67,waiting for prt 3,1
68,Even though I know the story I am curious how it unfolds in the next video.Nice way of presenting history.,1
69,"I was desperately waiting for this video
Thanks for all these videos
Don't stop",1
70,It is sad that nepal wont give public holiday remembering great sahid.,1
71,Thank you for your hardwork.,1
72,Channel like this were missing in nepal 🇳🇵,1
73,"Ram Briksha Benipuri is a Bhumihar brahmin, and we are known to fight for what is good and what is wrong.",1
74,Keep going bro ,1
75,"This is the most valuable channel of Nepal.
️️",1
76,Eagerly waiting for the next part,1
77,Love your content <3,1
78,"why are you so best 
love you and your effort 
your content is superb <3",1
79,Part 3 please!!,1
80,Very good content creations . Keep going .love you online ️️️,1
81,Thank you for making such informative contents….,1
82,Well researched video.,1
83,"""we need to learn from them boys"" got me fr",1
84,"Mukti sena commander Ram Prasad Rai ko pani banaunu paryo video bro, very interesting and important character for democracy.",1
85,i need the next part asap,1
86,Appreciate the hardwork,1
87,Waiting for the part 3,1
88,Hard working and dedication 🫶,1
89,Waiting for part-3,1
90,Waiting for another part!,1
91,Amazing research ,1
92,Jay hoss all Marty's...jay Nepal,1
93,Waiting is over ️️,1
94,finally part 2 is comming,1
95,Kassssto ramailo lagyo malai yo series. Great job on collecting the data  and presenting it so beautifully. I m anticipating on the part 3.,1
96,Still I follow  RANA,1
97,Good research brother ,1
98,Amazing ,1
99,Need more content like this,1
100,,1
101,"हजुरको content राम्रो छ र सहिदहरुको इतिहासको बारेमा यस्तो जनकारीपूर्णक video ले हामी सबैलाई धेरै कुरा सिकाउँछ।
सुझाव:: 9:41 यदि हजुरले बहुवचन शब्द मा ""थियो"" को साटो ""थिए"" भन्नु भयो भने अझ राम्रो हुन्छ।",1
102,Top notch content ,1
103,I loved the part when  mahamohim king Mahendra popped up and said what,1
104,Brother I love your content,1
105,Imagine getting heart from him ,1
106,Please make a video on Rabi lamichanne case ️,1
107,Waiting for the next episode already,1
108,Awesome video ,1
109,Informative Video ,1
110,keep it up the whole team of the nepali comment . waiting for the next video .,1
111,Indian Newspaper also play great role,1
112,Waiting for part 3,1
113,Well done brother,1
114,how many parts are u gonna make finish it onceinforall.curousity next level,1
115,Respect ,1
116,thank you for this brother.,1
117,"Content was phenomenal and very beautifully presented as always, tara video ko text haru pani check garnu paryo, so many typos and grammar mistakes in the text bubbles",1
118,Waiting for Part 3,1
119,Good research  appreciated,1
120,Waiting for part II,1
121,"Ramro xa brother tara xitai part 3 launu paryo
#sajanthapacreation",1
122,Tribhuvan University Ko Education System Ko Dark Sides Ko Barema Video Chaiyo Daju ️,1
123,"Very informative video
thank you",1
124,Waiting for the new video ,1
125,part-3 waiting ....,1
126,I am your great fan bro,1
127,plz puick upload part 3,1
128,"First comment and view  love you  bro and your content 
Really appreciate ",1
129,Happy Sahid Diwas ️,1
130,Waiting for the next video!!,1
131,Imagine if movie is made on this,1
132,Happy Martyrs Day 🇳🇵 #Magh16,1
133,Wait garrako thye yo part laii itihas ko.barema ramro jankari dinu vayo thank you brother,1
134,Thank you!,1
135,Reminds me of the movie Sardar Udham by Vicky Kaushal,1
136,i'm gonna share this video in my school group and asked our principal for tomorrow's holiday,1
137,Thank you so much Dipesh.,1
138,It would be better if we get to access the sources too,1
139,Amazing Content,1
140,Was eagerly waiting,1
141,Its such a sad to listen and watch that many martyrs and heroes life were sacrificed for the democracy and Now look  our country where it is going now,1
142,ekdamai ramro lagyo hai sir . aba part 3 po kahele aaune ho,1
143,The only one videos to know al lot about history,1
144,By the way how did Lakhan Thapa became the first martyr of Nepal?,1
145,Very good work,1
146,"Part 3 Ali chito hai sir,  interesting lagyo.",1
147,A good speech I need samajik sir like u.,1
148,Good series,1
149,Very nice video dai,1
150,please post fast part 3,1
151,RUNA MAN LAGYO. Happy Marty's Day.,1
152,Part 3 pls,1
153,Feelings like watching movie,1
154,"bro part 3 halnu paryo xito bhanda xito
",1
155,thanks india for helping us,1
156,Nepal ko freedom struggle ma Indian patrika Janata ka editor ra Indian independence movement ka freedom fighter RamBriksh Benipuri ko yogdan pani rahexa vanera thapauda dherai khusi lagyo.,1
157,before SEE make all part it will help in social.S ,1
158,Suru ma part 1 ko sano recap vako vaye ajha ramro hunthyo,1
159,Raj Durwar hatyakanda ko barema ek video chaiyo ?,1
160,Very informative... please make a video on how the ranas tried to  obliterate Buddhism from Nepal,1
161,,1
162,,1
163,Keep going,1
164,I am excited part 3,1
165,️,1
166,I am always amaged by the script,1
167,Lots of love,1
168,Eauta Dami web series banauna manlagyo yo plot ma,1
169,Happy shaid divas.i love nepali.comment.,1
170,Next part bro fast,1
171,ali xito xito video halnunw daimost awaited,1
172,️️,1
173,"Most of the Martyrs were from Newar community, without their blood modern day Nepal would not be formed.",1
174,Please try to complete content in single video,1
175,Subscribed,1
176,Mahakali sandi ko barema pani video chai kasari hamro bhrasta harule desh bechyo plzzzz brother,1
177,Tomorrow  is Magh 16-National Martyrs day,1
178,Wait for part 3,1
179,"Thank you, yastai vedio haru banaudai janu hola ,",1
180,Thank u,1
181,"I don’t care… but, those where the golden day of Nepal.. then now",1
182,,1
183,My fev Chanel,1
184,Thankyou,1
185,20 to 30 min samma ko vedio halnu hola ,1
186,Great,1
187,Mero Desh Birami ,1
188,,1
189,Ravi Lamichhane ko ahile ko case barema video banaunu na.,1
190,reall️️️,1
191,,1
192,preety infomative,1
193,One day different ma haldinuna tapai ko video kurnai sakena,1
194,awesom bro,1
195,,1
196, 🇳🇵🇳🇵,1
197,🇳🇵,1
198,Waiting for part 3,1
199,Waiting for part 3,1
200,Waiting part 3,1
201,Lakhan Thapa magar ko barema pani Deep khoj garnu paryo brother,1
202,Ekai choti part release garam.,1
203,️,1
204,Next video nepal kot parva ko banaunu holaaa,1
205,Part 3 xina??,1
206,,1
207,Part 3 fast,1
208,sathi haru lai yesko bare sunauna maza aauxa vnya,1
209,Dai part 3 xito chaiyo yesko,1
210,1:11 king Mahendra what!! ,1
211,kaile aauxa part 3 ,1
212,"Dherai Ramro Kaam gare E Sahid harule RANA SASAN hatayera Bahun Sasan liyaye !! RANA le Darbar, Hospital, Trichandra Collage, Kesar library banaye Aaja Tinai RANA le banayeko Darbar (Singha Darbar, Sital Niwas) Maa basera Bahun Sarkar le Nepal Bhari Choubatoma Bahun Bansha Ka Manche haruko Salik banayera Namakarad garirako Cha !! Nepali Jati Sabai Khadi, Malesiya, europe R America Bahun Jati Sabai Rajya Ko Thulo thulo Pad Maa Nepali Janta le RANA fyakera thulai Upalabdhi Payeka hun !!",1
213,Damiiii,1
214,Jai Nepal ️️,1
215,रमाइलो लाग्यो,1
216,Part 3 chadooo,1
217,sahid haruko balidan lai yugau yugau samma yaad rakhine xha,1
218,"Please check your spellings. Other than that, great content!",1
219,bir sahid amar rahun ,1
220,Jay Nepal 🇳🇵🇳🇵🇳🇵🇳🇵🇳🇵️️️️,1
221,Plese make a video about killing mestery of our late King tribhuvan ️.,1
222,video chadai halnuna dai yr,1
223,Dont do parts... put all in one,1
224,Arko part chitto chaio 1 hapta bittra,1
225,Wow,1
226,Aatiii dami,1
227,part 3 chito chayo,1
228,Aaghi vakhar part 1 ko cmt gareako thiyo part 2 aayeaxa.,1
229,"Dai part 3, part,4 yesari jhau hunxa",1
230,Aali long video banaya hunna,1
231,CHAD Ram Brikshya ,1
232,"Pahila sab video eutai ma hi thiyo aahilay part part tesma nee abo tah live 
",1
233,️,1
234,Next part khaii chado,1
235,"Hi.. tapai le use garnu bhayeko mic kun ho?
Video editing App kun ho? Ani kun camera use garnu vayeko ho? Please reply garnus hai",1
236,Toit Kati kurnu hauplz upload all video at once...I am really frustrated ,1
237,part 3 voli nai chayoo,1
238,Hapta ma aauta video nikalnu vanda ni tinta ta nikaleko ramro ho bro,1
239,Yo TikTok jasto part part nahalum na brother dhruv rathee bata kei sikam lamo video halum elai part ma manxe le arko paart aaunjel birsi sakxa bichma xodeko hunxa,1
240,part 3,1
241,happy sahid diwas everyone,1
242,03:47 Ukraine news,1
243,pritivi narayan shah  ko barena ne banauna paro video,1
244,"Ahile ka modern rana radi haru - prachanda, kp oli and sher bdr deuwa thuikka desh ko halat",1
245,"Yo chor nai chor haru ko desh maa martyr banera kay kaam?  There have been martys in every generation, but nepal is worse than ever!",1
246,Part 3khai ta ?,1
247,harna man huda hudai sakinxaw,1
248,K ramita ho part part banayera . Agadi ko birsi sakxa arko part aauda samma,1
249,"सबै कुरा ईन्डिय बाटै सुरु हुन्छ ००७,०४६ र ६२/६३",1
250,"ahile balen le me testai gardai cha, afno bhakta haru ko pryog gari afno boridh garne haru li dabauna ra afule je garyo tesailai kanoon banauna.",1
251,Chado chado garnu parxa k dai,1
252,Democracy spoiled the system and nepalese people...,1
253,Sahid diwas ko sibhakamana,1
254,Solti ekai choti dekhauna kin part part ma dekhako,1
255,Rana kaa baan haruley yo video man paraulaan?,1
256,"herne ramailo garne ani birsine ho vane yo video ko value hunna..
yo videobata kei siknuhos...
kinaki aileko Desko paristhiti jhan jhan kamjor hudai gairahaeko xa..
Internet ko jamana ma ..paisa nai paisako jamana aaisakyo tara pani Nepali haru ajhai kamjor nai xa..Because of system in Nepal..
Chetana badhau Chetana badau..
Jai Chandra Surya
Nepal's system has to change..
Peace",1
257,I disagree with the slogan in the background 0:18,1
258,Feri kurnu 🫢🫢🫢,1
259,Wowow,1
260,Yo manxey lai Routine of Nepal Banda le mention garya xa ki xaina ho . Xaina vane garnu paro .,1
261,Yesko movie hunu parcha Netflix mah,1
262,Raja le 4hajar matrai sahayog dio ra. Teti le ka pugnu. Kamse kam 5/10lakh dinu parne tho,1
263,Tomorrow is my birthday,1
264,Autai video nabanayara part 1 part 2 part 3 rey jyakni,1
265,Khoi part 3,1
266,hait kada,1
267,Kati baje ho?,1
268,Voli xutti xaina?,1
269,Please don’t put your face on screen humble request,1
270,Part3,1
271,you still don't know,1
272,राजा महेन्द्र को बारे मा पनि गलत गलत पढाइन्छ,1
273,Magh 16 Gatey Chutti Kina Na Deko Hola?,1
274,I hate history,1
275,0:50 sus,1
276,Jai ho sahid,1
277,"K Tiktok jasto part part banai rako hola, sidhai yautai video ma halnu na",1
278,uuhg,1
279,I am going to unsubscribe your channel sorry,1
280,Yo mugini eutai season ma hunelai lyang garira k khoya,1
