,comments,sentiments
62,"La dami layo. First time viewing your content. English words haru rakhera, party ko formation dekhako ma derai derai dhanyabad. Cause I was also wonder how our election corelates with election in US, in other nations.

At this rate, in future I will subscribe you in near future. 
""Johnny Harris"", ko jasto editing and represatition ko dekdai xu. Dami.
Keep rolling.",1
63,"thankyou brother for such content 
still underrated",1
64,"The Thumbnail and the title always attract me>
And the content is soooooooooooooooo good>",1
65,Thank you so much for this!!,1
66,Your content is always damne ️ brother keep uploading,1
67,Huge appreciation dai,1
68,"A finest video 
Thanks and aprreciated!",1
69,"No Not Again 
Please Tell Your Family ️

#जयनेपाल",1
70,you doing good bro. Keep up the work,1
71,"Soon 100k️
Wish you all the best ",1
72,"Everyone Lets Share This , Lets Trend this VIDEO #Trending",1
73,"Hats off bro, keep making this kind of videos.",1
74,"Bro, loved this video, full support!",1
75,Bro cheers this kind of content is needed. dammo yar,1
76,"If you think EVM solves the problem of ballot paper and makes the vote counting process easier then I would recommend you to watch ""Why Electronic Voting Is Still A Bad Idea"" by Tom scott, In this video he expalines why EVM might not work in case of real election and how the system can be rigged.",1
77,Brother please please please please make video on the topic : Nepal ma IT startup garda ramroo ki abroad ma garda ramro ?? Any suggestions ???,1
78,"Best video  with best answer , logic , explanation and animation.",1
79,Share it. People must know this.,1
80,need mroe content creators like him,1
81,We need this type of youths in policymaker,1
82,"Can you make the vedio about the scandals during voting in Nepal?
Maile yo patak 1st time vote garya  and I was so shocked about the situation I saw there. Kati dherai ghotala vako thiyo  ani dikka lagherw aathiyo aafno desh ko situation dekherw. Esto ghotala hudo raixa ani right manxe haru higher political position ma pughnai nasakne even policele pani khi nagarne tyo situation ma. They just kept looking and did nothing.",1
83,"Two other major problems: 
1. Voting right of Nepalese migrant workers or living abroad still with Nepali citizenship 
2. Federal and Provincial level candidates begging for votes bring the agendas of local infrastructure development, which are clearly under the jurisdiction of local units. People are still not aware of the duties and responsibilities of different tiers of government under the provincial model.",1
84,"@thenepalicomment please make a video on how to
vote.Basically the voting rules and regulations…… i
wanna vote and the voting system is very
confusing.. it will be of great help.",1
85,I pray for my nation  oh dear god please bless my nation . Let people be conscious and aware about voting system.  Our future depends upon 2022 Nepal election.,1
86,"Could you also shed some light on the mass exodus of skilled manpower, like doctors, engineers, nurses, etc. ? Also how the Nepal government is willingly propagating this exodus of youth abroad, just so they can get a taste of that ""remittance tax"".. 
 
P.S. Nepal is going to face a huge shortage of doctors and nurses in the coming 5-8 years. Even, reputed and established doctors are flocking abroad..... all the while, the policy makers do nothing to encourage the retention of this skilled man-power... Sahujis and influential doctors are themselves the policy makers and make policies that helps them gain their personal benefits....",1
87,Great Work. I will share this video.,1
88,"Your Vote is your investment that will surely  pay you and yours loved once in the future with interest ofcourse.
Just Imagine this beautiful country getting developed where u get quality education good health facilities where u don't have to struggle for the job.
No more long lines in government offices No corruption No nepotism 
where the country runs under rule of law .
Each and every once is treated equally from East to far west.
Vote for change 
Vote for the better future 
We deserve better

No not again 
We want change !!",1
89,My vote for SAGAR DHAKAL… need such kind of a person as PM for the country… hope he wins,1
90,Nicely done without being biased politically. Great!,1
91,Very Informative Video.,1
92,amazing work/content,1
93,"One of the best YouTube chanel in Nepal🇳🇵
Keep going brooo
Best wishes",1
94,"Brother, don't just scratch the surface.
You now have an audience, go a little bit deeper.",1
95,underrated channel,1
96,Finally someone is talking about it,1
97,"Brother..
Summary the role of Nepal in WW1&WW2 in next video.",1
98,You r nepali dhruv rathee keep it up bro,1
99,"you are right about unfair voter population in constituencies...
manang has about 2 thousand population and morang/sunsari/sarlahi/rupandehi has about 1.5 lakh population...
election constituencies is not according to population in Nepal...",1
