,comments,sentiments
16,"Hello, I appreciate your work.
Still, there are lots of things that you guys have to do in this field. So, if possible, try to deliver content quickly.
My suggestion for the next video project is Inflation in Nepal as a result of policy and overall problems (beyond this INR 10 buying NRS 20 ""crazy double?"") and some solutions.

-@SWASTHYA SANDESH",1
17,This video is awesome and I wish more people in the policy making level care to think this way. One more thing is that I think we will not have teachers who will be willing to teach in coming future.,1
18,You should also make video on colleges providing bachelor degrees affiliated to foreign university. Their average fee is around 10 to 15 lakhs.,1
19,"Yes, every private schools are focused on money but there is an exception.
We have Rs 100 monthly fee from PG to grade 10. 
The name is SAMATA SHIKSHYA NIKETAN
#EducationForAll",1
20,"Since you have dig this deep ( Kudos to you ), let's dig deeper and find schools that are actually providing real education without ripping off parents' pocket. 

If any of the viewers of this great content have encountered these gems like schools then please mention.",1
21,"Thank you for bringing this up! This is one of the biggest issue Nepal is facing along with health.
I remember the early years of KP Oli's second tenure. He tried to abolish two cartels. First the transportation syndicate, which he did. Second, the education syndicate. He had his minister create a report and it did come. But Oli couldn't move ahead with it. The pressure from inside his party was so strong he had to change the education minister. Another good thing he did early on, stopping the ""kitta kat"" of agricultural land. Which again got repelled after he was weakened from within. In all this, I'm not saying Oli is great but these decisions were. But even such a character couldn't stand the pressure it invited. So, how do we as citizens change it?",1
22,Been working for education of rural side chidren since last 2 years. From my recent experinece I can guarantee there’s huge difference in terms of resources and exposure. Some government schools do have resources but no exposure in such way there will be huge difference in upcoming days. We are working on a project named Gyan! Lets work together to come up with a solution!,1
23,"Comparing  most of the private school with our school .It is completely different. It has most of the facilities that anyone can  access like  science lab ,computer lab and many more with humble and friendly teachers and education system is also good .This makes me soo happy and more motivated.",1
24,Thank you brother for this incentive about         showing the harsh reality of Nepal. Appreciate people like u who r endeavoring in helping to make a better Nepal. Thank You,1
25,After this vid my view upon schooling has changed ...I am preparing for medical entrance n all the quotas are provided to gov schooled children mostly so i was so mad about it but this video changed my opinion towards that facility to gov students...I hope one day we all Nepalese get to have equal n good quality education,1
26,"I visited most of the popular +2 college this year. I asked them, ""Why should I enroll my sister/brother to this college?"". They directly replied don't enroll here. We have a lots of students.",1
27,"Thank you for the good content always. Please do a video on MBBS, MD and the overall medical mafia in nepal as well. the shitty expensive price, the shitty exam process for residency , the low number of jobs etc",1
28,I did my schooling in the 80s and early 90s (1992 SLC) and in one of the most expensive boarding school at that time. My hostel fee was exactly 1010 and school fees ( including all other additional charges) around 600 while i was in class 10 .. Now the same school charges around 30-40 thousand for the same.. More than lakh to be paid during new admission..,1
29,This is the first video I'm watching made by you and I must say the quality of the video and the research that has been done is top notch! Great topic as well sir ,1
30,"Not only private schools , even some public schools are charging more monthly fee than the one allocated by the government by giving BS reasons. Sad reality of education in Nepal, hope to see it fixed one day.",1
31,"Brother, you do the best research that I have seen, especially in Nepal's context whether gathering the data for information is hard.",1
32,"One thing that I learnt from my father is that government does not allow opening and registration of new schools. That kind of policy has led to hyper-inflated valuation of these schools. No new player can open up a new school with low tution and high quality. Any new disrupter needs to buy an existing school at very high valuation which ultimately leads them to charge high price from students.

As always, most of the syndication problem in Nepal arises from bad policies of the Nepal government. Same thing happens in transportation sector too where new public vehicles cant easily get the black-plate license from the government (they need to buy existing black-plate license at a high cost in black market).",1
33,good video on an important issue. although i expected more on the cartel nature of private schools and how they exert political pressure for policy favors. a part 2 with specific ways pabson /npabson influence the education sector for their pockets using cartel-esque tactics would be very good. thank you,1
34,For your information i had completed my SEE from a private school but when i started studying 11/12 science from a government college I was shocked by its facilities and teachers  even though it's class 1-10 way way better than my private school.  So public school improves very much. Our public school have smart board computer lab science lab physic chemistry biology library and wifi all around with large play ground. I wiss i knew when i was in class 7 i would study there . And there is English medium too,1
35,Amazing video brother. Privat schools are the Biggest Cartel in Nepal. For any country to develop the most important thing is for it's people to be educated. Education is the most basic and most essential for any countries development. Nepal Government should end private school cartel and offer free education to it's people.,1
36,this entire video is a piece of art hats off to the team for puting so much effort to create this piece of art,1
37,"When I think of this topic, I am always disturbed. I can clearly tell that an average earning parents are not able to afford the fees of the schools. So they have to search for another form of income. The people who cannot they are using under the table (ghus) option and that's directly affecting all of us. Some of my friends are thinking of going abroad for the sake of their children. Most common answer is ""Nepal ma bacha ko padhai afford garnai garo cha. Bachalai hurkauna ni garo cha. Baru aile loan liyera bhaye ni abroad settle vayo bhane bacha lai padauna ra uniharuko future secure ta huncha hola.""  If the quality of education in government school is good then I will happily send my child to that school. Further guidance, I can give myself. I just hope that the government will do something, but I am sure that they will do nothing. ",1
38,This issue is serious.. Amazingly explained Dipesh brother… ,1
39,"I wish oneday nepal gona have minister  like arvind kejariwal, who made great changes in delhi. He develop gov school so much tht nowadays peoples were so eager to registrate their kids in gov school & its being so competative. 
Thnx for essential content bro.. 
good luck for more",1
40,The fees which private schools get from  people is not only for the school but  nearly half a percentage of that money is paid to the government officials who are directly or indirectly involved in the education department. All government schools in our country are not maintained properly by the government official mainly because all of them are involved in connection with private school authorities.,1
41,"You took out really an important issue sir....and whatever data you have presented is the real scenario i.e, happening currently in educational sector of Nepal and not solely school but the whole educational sector is being corrupted and mafiyas are roaming around there....We everyone are suffering here students, parents,
 teachers, staffs but except for the owner/ management of that particular school/college. This should be stopped as soon as possible otherwise people could hardly afford for formal education which is the topmost priority for developing our country.....",1
42,"I'm gonna be honest. I've learnt more from YouTube,Google than from school and I've learnt that expensive isn't the best from the fact that I was born in Nepal as an poor person.",1
43,So excited seeing Nepali content creators getting sponsors ,1
44,"Good analysis and bitter truth, The case should indiclude some schools which are delivering quality education in minimum fee in a standard environment. In Butwal, Kalika Manavgyan, Nabin Audhyog, Kanti Ma Vi, Shanti Namuna, these government schools are providing quality education in minimum fee. These schools not only provide education but also change the perception of the lower and middle class people towards the government school. In butwal the number of students in government schools have more than students studying in private school.",1
45,"This is a very concerning and terrifying topic many have ignored in nepal.

Tho there are facilities in private schools, the school tries it's best to leech out money from students. The reason for government schools to be this bad is just because it was neglected, dominated and prejudged.",1
46,Kudos to your research. Been following your videos and they have amazing data and facts. Thanks for sharing another burning issue of Nepal,1
47,"great video sir, you are Dhruv Rathee for us. thank you so much, keep making such awesome informative videos. ",1
48,"I am really suprised by these school fees my monthly school fees was 3750 Rs excluding Coaching encluding Coaching it was probably was about 8-9k and this was for class 10 from the month of Mangshir and this was a year ago and believe me when I say our school time was from 6 in the morning to 8 in the evening. Currently I am studying A levels not naming the college (owned by a politician) and my tuition fee for 2 years excluding British coucil exam fee is 3 Lakh which is honestly cheaper than most of these schools and +2 here is 1.5 Lakh for 2 years. So, people who are sending their kids to these kinds of school are either filthy rich or are simply getting scammed cause there are plenty of schools whose fees are 4-5k a month which in my opinion is preety affordable for a middle class household. For more poorer families government schools are the best alternatives and we know how these schools are and how they are runned. 
Last ma bujeko bhanya the system is fucked and it fucks us and the parents",1
49,I feel so good that creators like you are creating such good contents. lots of love and support keep going..,1
50,Yess! This is the thing I was looking for . I knew the education system is in a vital positive but I didn't knew it was so grave .,1
51,Why I feel like this channel resembles to the algorithm followed by random Nepali dai  gives me nostalgia looking someone like you getting more in depth towards the research for the well-being of our people keep doing it ,1
52,I studied in private school from class nursery to 8th then i was transferred to government school in 9th to 12th it was cheaper but the facilities was also the same even better also . the private school i studied was  missing some facilities such as chemistry lab and physics lab . The government school has it all and everything inside the lab can be used by every single student at the same time u know what I mean? .,1
53,This is to the point. I have been leading the medical college protest from years now. The same situation is in medical field as well. THe reason being same people also regulate medical sectors with the same business policy and is backed by the same political figures. This is exploiting the workers and over charging the students. The cumulative effect of which is only the handful people are getting the most out of the economy while the rest are getting poorer day by day. We have to end the cycle somehow.,1
54,"you are spreading must awareness,
we are very independent project (or let's call it a lifestyle), working towards alternative social structure and education system.
we need to change from whithin!!
hope we see some change with coming generation....",1
55,"Man, Your video boils my blood. 
How they have exploited our education system is a big mess. 
Thank you for this content. 

However, you still need to include some crucial points here. 
Since you are not into education, you have missed some critical and unexplained educational activities.

Also, it would be better to add your eSewa account and patron for support rather than adding sponsors. 

I hope your channel grows more and more.",1
56,"Hello heartiest congratulations for reaching 100k subscribers and with wishes for the journey ahead..
Would like to see videos about gurkhas of Assam with deep analysis on how they reach Assam and the kind of challenges they are facing here nowadays..",1
57,"Top notch content.. seriously education getting so expensive like why? 60k-75k fees re hait.. aba school level mai esto xa ani mathi jhan k hunu.. obiously all wants to give a good education but the myth for high fees = good education should be abolished! Also government le afno schools ajhai ramro policy, quality leunu paryo. I pray for and hope Nepals education etai basera sakne stiti aos!!",1
58,Love your work guys…u speaking the heart of typical nepalis,1
59,"TRUE,  we need to raise voice for this and change mentality of people here",1
60,Govt schools have the most qualified teachers but they are not delevering their best because of lack of motivation and poor facilities . Govt should make the govt schools better,1
61,! Excellent and on point content. Our education system has been in a dire situation for a long time. Even prime minister deuba's wife is running expensive school for profit like a company that too without the obligation of paying hefty tax on the profit. School should be a run like a charity but powerful people are running it like business. Very shameful for a nation like ours.,1
62,"Out of two very well known schools in Kathmandu, one school  in particular has been purely working as a 'cartel' as the creator mentioned. Both of these schools is run by two sisters. The 'one school' which is at Tilganga is known for its harsh implications on parents by forcing them to pay huge lump of money as tuition fees before the 10th of a month. Also 90% guardians aren't positive and optimistic about the school administration and are willing to form a union and revolt against it but it is doomed to fail because the school- as mentioned is run by one of the most prolific personalities known to merciless extort money as fees from guardians. They openly bost about their strong political support and are immune to any form of resistance. Mind you the school has become news for couple of times after which it had literally started keeping bouncers outside its gates and reception every now and then to plummet parents who spoke against the administration's brutal policy with regards to exorbitant fees.

I feel so sorry that i along with my family feel into the same ill mentality of public schools becoming less productive than private. Thanks again nepali comment!!",1
63,"Thank you bro for your effort ! keep it up ! Thank u so much for all these information ! You doing great bro , Keep enlighting and informing us with your good content !",1
64,I also completed my 10th class from private school but I agree from it bro  now a day's private school's are going into hell and the principal and vice principal are taking it as a business,1
65,"Ur case studies r true in every possible way.
Education has turned in to business. 
Parents should understand tht money doesn't equal good quality education.",1
66,"I remember in grade 2 I had 3 diff kinds of nepali book, 2 drawings, diff literature books and seperate work books, had to buy copy from school which was expensive. 18  books in total ",1
67,"Great content brother ...
Keep exposing these things ️",1
68,"Just 8 years back, I studied for 2500 per month in class 10, now primary school take minimum 3000 for class 2 and minimum 9000 for class 10. This abnormal inflation rate is the reason why Nepal is still back in many aspects.",1
69,"Well researched, 
A1 presentation
Easily understandable language
Topic on point, relatable to the situation
Well done",1
70,"No bs intro, no like share sub outro.
Just pure content.
Keep up the good work bro ️",1
71,a lot of effort was put into the video. you deserve a million views,1
72,"Love every content of yours, thorough research and stats are more assuring",1
73,"When I was engaged in teaching job, my school used to charge the fee in the name of computer class. That fee was sufficient to pay salary of all teachers. Others fees charged by school were totally saving of the school. It means totally profit...",1
74,You have brought attention to legit problem nepalis are facing.,1
75,Really nice content and presentation. I would like to participate in a podcast if you ever do one.,1
76,Amazing research. I have been watching your videos for a while now you have earned a genuine subscriber. Way to go brother!!,1
77,"Other school principals: visit every class to check discipline,teacher behaviour,student behaviour,class maintain 
but my school principal : visit every class to talk about monthly fees and he said that you have to pay your monthly fee clearly and you get the form to fill",1
78,Such a great vidoe. Nepalese youth and who have the desire to be an entrepreneur have the opportunity regarding this problem. Government should take initiative to enhance the quality  of government schools. If the government schools have the ability to compete with private schools then this type of problems will decrease. Nepalese education systems are becoming greater business nowadays.,1
79,"Its a revolutionary video, so I would say keep making such videos for the overall development of our motherland.",1
80,finally someone speaks about it thank you brother,1
81,"So what can be done to stop the cycle?
People should be aware of these problem and thank you for pointing it out and ur contribution to awareness.",1
82,So true. Students are sacrificing life's cause of their parents force to study too ,1
83,"Quality content 
Keep on going guys !!",1
84,"Education and medical sector should be noble cause serving organization..but some has made it a high profit business.... Which definitely affect almost all... The irony is , you know its wrong but you can't ask question or complain..

Please make a video on medical/health sector.

Great work ...keep it up .",1
85,"There's a Government school in Urlabari , Morang named Radhika 
Parents are attracted towards this school more than private schools around 
The school is affordable and provides good quality of education",1
86,If we look back our primary school fee and compare with today's kids primary school fee then there will so much vast difference.,1
87,Hope your small contribution will bring a great change️,1
88,I really love and appriciate about ur struggle and the way U explain and genuine topic ️,1
89,"Main reason of sending children to private school is so that they don't learn bad things like smoking weed and bunk classes easily.... nowdays those things are not seen much but according to parents views  it's the reason of their problem.
...hamro ghar tira government school xa but students are so much uneducated like sabai sano age ko le ni cigarette khani weed khani rough bolni garxan like no one cares ... Which fear so many parents to send their child in government school...",1
90,"Keeping money aside, This chasm between government and private school Students is heart breaking
Like they live in two different countries",1
91,हजुरको अध्ययन र अनुसन्धानलाई सलाम छ दिपेश जी ,1
92,Would you consider adding english subtitles for foreign viewers?,1
93,"The more we discover about this country, it starts making more sense why more and more educated, people with dreams are flying out of Nepal leaving only OLD and poor benhind.",1
94,"Thank god! Nepal ma yesto youtube channel haru ni xa 
Proud of  you bro ️",1
95,The most important sector which has always been suppressed  even though the voice is raised ! This is too good research !,1
96,It's unfortunate that education and health sector has become business minded instead of service oriented.,1
97,Need a Video on Medical Education sector in Nepal as well,1
98,Genuinely disgusted by the fact that school won't allow to reuse old books.,1
99,"I have also studied private school and i know
It is really expensive and now i m private school teacher and we dont get salary in time but the school earn much much more money .this channel has talked about true issue.",1
100,Can’t stop me from commenting on this video. Very well-researched and fine-made video this is.,1
101,Glad to see that this outstanding video had got sponsorship by a company. #keepitup,1
102,Protect this man at any cost️,1
103,Great content. Great editing. Keep more coming️️,1
104,"Brother, Can you please add subtitles in English? People need to understand this. Really appreciate your videos.",1
105,"Great video brother 
You are doing really great job.. 
we're getting to know a lot from your video",1
106,"Government must invest more in Government schools, and attract private schools' teachers to government schools. These businesses will automatically close down, or they will limit their business to so-called elites only. For that, an average government school should provide education no less better than elite school.",1
107,Whenever i see your video i directly go to hit the like buttom . cause i know you always shares very informative and facts info.,1
108,love content like this and generation like us must know thr truth.....thankd brother....,1
109,This is the bitter truth and this is  one of the major issue in our country,1
110,Very well you analysed dai ...  there are many reasons but most of the thing is politics working inside and making business,1
111,Hats off for this wonderful content️,1
112,Really Good videos I already learn this when I was come KTM for study .  Actually our parents don't understand this about this much. Good job bro .,1
113,Education expenses are so major in a Nepalese household that it occupies majority place which leaves other expendable economy tiny amount of money. The only growing things in Nepal is land prices and education business. Do you remember when we used to calculate school revenue and had our jaws open. We only learned that education industry prints money.  We learnt very little in school. What we got was never worth what we gave.,1
114,this is toooo true. share this in all social media . let spread awarenesss and end this cartel,1
115,I'm so glad someone finally spoke about it,1
116,KUDOs! for your work brother. Much support & love from EK.,1
117,Superb content bro ! But the situation is surely going to be worst  ! Totally dejected !,1
118,"Hats off to you brother
Keep going on ️ ",1
119,"Bro, in your next video I want you to talk about beggars in Nepal, like how their system work, how much do they earn . I have heard that many beggars come to nepal in truck from India and they stay here? Can you please make a detailed video about its consequences, solution etc..",1
120,You are doing a good job for different issues and informative videos,1
121,"I was also from a boarding school till class 10 and my monthly fee was 2400 approx, now i am in class 12 in viswaniketan and its more cheaper with quality worth it",1
122,"Fact based content...


Thank you brother",1
123,The education in government school is good but students who study in government school can't give their 100% in their studies because of financial condition and they have to work and earn during their student life. So free education with quality should be assured for everyone. And beside that the  schools in rural areas should be merged if the number of students is low. We should know that teachers in government school are more qualified than that of private school.And the qualifications of teacher is not a problem. So for the betterment of government school student's quality of life should be uplifted.,1
124,This needs to be shared,1
125,Johnny Harris of Nepal. Great Content and storytelling... ,1
126,Finally someone make video on business education,1
127,amazing research and A+ content.... Nepali version of Dhruv Rathre,1
128,"First sponser in the channel, Congraluation  dai, keep doing  good work, We support you.",1
129,I appreciate your effort and like your content.,1
130,Wow Bravo ...I always wondered about this but you just spoke out my brain...,1
131,"kati ramro content banako dai kassam tapai ko fan vaye, we need more people like this in nepal to create these kinds of videos in their particular field",1
132,"Need to take serous actions on this matter, Being a Hindu country we are following Indian educational system and most of the schools and collages are driven by Indians here in our country and even Nepali business man they are following the same path converting educational sector into money making Business.",1
133,This was soo much needed !! Man dekhe dhanyabad hajur ra hajur ko team lai ,1
134,Please do a research on Nepali health system as well.,1
135,U are one of underrated youtuber of Nepal let’s help him to grow bheda nepali janata,1
136,"Enlightening content.
",1
137,15 years ago my parents was asked 2 lakhs just for me to get into the school. Lol that was crazy with the infliction not sure how regular nepali could afford these days.,1
138,People should be aware about bachelor level education in Nepal  also which decide there careers ,1
139,Is it possible to get a from The Nepali Comment? Congratulations 100k family ,1
140,"Very informative content, thank you",1
141,The one channel i love to follow most,1
142,"Fr my school had no good system at all but they would keep talking about their education level .... When I finally got graduated from class 10 then it was time to join+2 then that same school pressured my mom to get admission in their college they told my mom they have the subjects that your child wanted study but after getting admission every thing they promised changed they changed the major subject ,stream From computer science to management in which I was not interested now I am stuck at 12 giving re exam soo whom am gonna blame for it ?? Me my self for not being pass coz I was reading that main major subject forcely or the college who couldn't keep their promises",1
143,"Such a awesome content in nepal
Love your content and youu",1
144,"Hats off Bro I am watching your first video, and I am loving it. I will be sharing as possible as I can.",1
145,Education is the key to developing any nation.  It should be Free or affordable . I hope the government should understand and launch new laws.,1
146,Great content. Keep it coming.,1
147,You are bringing revolution brother,1
148,You are awesome brother ️,1
149,i wonder how we as a student can assist on solving it...,1
150,I'll just say that if we compare our country with Finland it's vast difference because Finland gives free education to all and it's facilities are also great ,1
151,"I don't blame my parents or school. Our parents knows the harsh truth but they ignore it.
They think that degree is everything, and to get high marks and degree, they will have to waste a lot of money.
And that's how many teens future will be dark, with a lot of dept.",1
152,Great content ,1
153,Love your video it always teaches me new things,1
154,And the solution is to merge private education sector with public ones!,1
155,Wonderful n powerful content brother I agree with you.,1
156,Many thanks to you for this very informative video,1
157,In 2070 my school fee of class 10 was just 1000 per month and ten thousand per annum...now it has become worse,1
158,"Wow nice and informative video
Plz make some more videos like this",1
159,Bro just make video on investment on  health services too..I was literally socked.,1
160,Thank you for this wonderful work,1
161,Masterpiece ️,1
162,By watching these sweat comments I don't know i am feeling extremely proud to be in nepali comment fam,1
163,wao!! beautifully analysed!,1
164,"Great content
thanks for raising voice",1
165,"Really a great video , Reality ",1
166,excitement wow salute to your dedication sir,1
167,i have seen your video since 3.4 k subscriber. Today i found the most sensitive content. Good job keep it up.,1
168,"The whole education system needs paradigm shift. Unfortunately parents and schools are both complicit of this crime. Books after books, homework after homeworks; in between kids lose precious time to either be creative or follow their passion. Kids lose precious time doing homeworks and not getting enough time to spend with their parents. This leads kids to socially distance themselves from the parents but rather spend more time outside doing things that contributes to their personal development. Doing drugs and spending more time on the net brings in further distancing in the relationship between kids and parents. And ultimately breaks down to harmonious relationship. Dr yogi vikashanada of manokranti centre explains beautifully why Nepal's education system should adopt the model of Finland which lead to ultimately grooming kids who can tackle challenges of 21st century and beyond. We need to create people with better morals and ethics, so that we can have better statesmen and policymakers to transfer better deliver of services to ordinary citizens, where corruption is eradicated for good. But the current education system has systemically perpetuated greed and nepotism, and hold back people who are better at their respective jobs. I could write a book long comment but enough said. I just everyone to take a look at yogi vikashanada, he is truly a great being who can guide Nepal to positive direction.",1
169,Thank you for bringing this issue,1
170,"Bro, you are a true rockstar.",1
171,Keep doing good work .,1
172,Dai need a video regarding these so called news reporter who doesn't care about privacy laws and makes video of material affairs and publish them without consent.,1
173,Education should never be a for-profit business.,1
174,I will never understand Nepalese education system.Government schools often fall behind on providing proper facilities as middle and lower class people can't afford to pay more which directly affects the fund for government schools so people spend more on their education in private schools but at last certificate ta government school ma padheko manxe ko strong hunxa Ani yetro invest garyo education ma last ma gayera Student ko abilities ko basis ma vanda hamro certificate ko value school ko basis ma napinxa,1
175,"Incredible research that is very deep ,sir",1
176,"Great job bro 
️",1
177,If government teachers do their job properly no one had to go for private schools,1
178,I'm from GEMS and my SEE center for 2075 was AVM.,1
179,Nice content ,1
180,"Everyone in education sector business should be  dealt with most severely.  Only then we can work on changing the whole system, and make education free and based on Nepal's cultural heritage.",1
181,Amazing content ,1
182,proud for ur research ,1
183,Love to all Nepali Hindu brothers and sisters from India. Har har Mahadev.,1
184,"Your content is just wow..shame on those youtuber whose content are based on asko budo ko sanga poilai gako ,kah bageu.. You guys should learn something from this guy .how u should create  vidoes that are really informative . Yo honita asli content  jaha kati barsau dekhi education ko naam private school  chalayarw kalo danda chalaudai aaney haru bare .. Handsoff to uh brother",1
185,The content is fabulos… Dipesh Bro Hats off,1
186,WHAT A CONTENT ,1
187,"एकदम यथार्थपरक सामग्री 
शिक्षा सुलभ मुल्यमा हैन । निशुल्क हुनुपर्छ । पैसा असुलेर गराईने पढाई शिक्षा होईन । त्यो मात्र ब्यापार हो । ",1
188,"Best Nepali channel ️️️
n best content  thanks #depesh ",1
189,"Dherai ramro topic ma content banauna vako ma dhanyabad,audo din ma estai ramro content herna paiyos",1
190,"Kudos to your efforts to bring quality content. 

While the school cartel is real, your explanation on the parent’s psychological is Off I think",1
191,I worked as a teacher for two years and teaching is a penniless job too.,1
192,"Thanks for this video ️
I has watched like this video two day before uploaded bu @Dhrub Rathee",1
193,Your contents are harsh reality of our situations,1
194,masterpiece by master at work,1
195,Another amazing content,1
196,"Boro aaile ko situation herda jun scale ma youths haru abroad study ko lagi gai reyako, what do you think about it, will it have any effects in future of Nepal?",1
197,Education should be nationalized. All private school should be make public. Education should be equal to all and free. But Nepali people like to vote those culprits neta who privatized schools with high fees. But always show dis satisfaction on high fees. Everyone should get good education without any barriers.,1
198,Great content brother ,1
199,"Thanks for this video ️
I has watched like this video two day before uploaded bu @Dhrub Rathee",1
200,Education providing system should be free for all human because free education helps to achieve new ideas from every individual person which helps to create better world.,1
201,It doesn't mean where is good or bad education. if students focus on his/her study Nicely they can obtain more marks by reading in low fee school too .,1
202,What a research yrr brother,1
203,This video gave me goosebumps,1
204,Great content brother ...,1
205,Well that sponsor segment was smart move. ,1
206,"Daiiiiiiii Following since dherai pahila ,
Attti ramro video haru , how is it even possible  CONGRATS FOR 100K SUBS !",1
207,Great thanks to you ,1
208,"And it goes without saying that all parents demand top-notch outcomes in exchange for the money they spent on their children's education at these expensive private schools, which forces those institutions to maneuver some unconventional or even illegal tactics to achieve those results. My private schools (primary and secondary ) came to some sort of compromise, agreement, arrangement-whatever you want to call it-with the respective host schools (examination center) in SLC (SEE) and intermediate level (+2) to loosen up the strictness so that the students could freely discuss and copy each other's answers during examination session. 
Man! It's astonishing how hard these schools hustle to maintain their 100% success record. 
Mad Mad World!",1
209,"Nice video . But how to even know which school comes under which category (A, B, C, D).",1
210,All these private schools are operated by the local political leader or by those who have strong political connection. Balen had already said he will monitor into these expensive fees and quality of education private school.,1
211,Nepal was developing rapidly until the entry of multiparty and girija who singlehandedly destroy every sector of nepal,1
212,Great. Private school are suckers devils. Your steps are amazing,1
213,"Great research but lack of information I guess, you should investigate and compare to government expenditure budget allocation to government school with comparison to private schools. Government school teachers salary and private school teachers salary. Work effort by both schools teachers. You should also mention Government schools funds misuse as well, which provokes rise of private schools. And I disagree with fees you mentioned it may be applicable in some major schools but not applicable for all districts as you mentioned A and B category.",1
214,goog concept brother kati india ko matra hernu yesto keep going brother ️️,1
