,comments,sentiments
18,"Also, when I was in the US, I also met a guy who said he had visited 15 countries and spent over 12 lakhs (this was in 2008 ish) to get into America. At that time, it didn't make sense to me and I told him he wasted a lot of money doing so. A few years down the line I found out he was actually trafficked to America.",1
19,"Have been following u from the very starting of your journey and proud of it
Ur effort is unbelevable ",1
20,It is better to work in our own country rather than to take such life threatning trouble. Hope this video would be an eye opener for many people.,1
21,Quality content at it's peak,1
22,Bro Respect+ for your Quality content.. On point research and commitment for content ,1
23,It's kind of sad because we Nepalese think think that  Foreign country are like paradise. My father is also one of these people. He may have not crossed these roads but in hope of going to America we lost about 10 lakh through illegal agency. And we still haven't got our money back neither we are in America. It was before I was even born. And I feel bad for people who lost everything just for their family happiness. And government just don't look for them these is a shit no one talks or even care about.,1
24,"Thankyou for the awareness,may Nepali people get you and don’t risk their life.well if they don’t care about risking their life you guys can risk it for your own country and get well paid off for your task",1
25,Truth is hard  please don’t travel illegally ,1
26,After hearing this I think this video will saved many life of our nepali people's who wants to migrate in future for better way of living life but there is no guarantee they will reach or not to the place so this video will help them to change their mind so don't do any risky thing's with your life,1
27,This is what quality content means.,1
28,"I met 4 Nepali in US, who who arrived here via the route mentioned in video. Their story is very frightening. All of them said they were robbed and have given 50-60 lakhs to agent in Nepal. 

I would request nobody to come illegally. There very little chance you will enter US alive. One person was telling me, out of 39 people only 13 entered us rest died on the way. ",1
29,"dai i just respect your intelligence and your commitment on research!
i want to spend 15 minutes on a table talk while i come back to Nepal!
i will try my best to make it possible!Hats off!Keep up the good work and!
Best Regards
Your biggest follower",1
30,The takeaway from this video is DO NOT USE ILLEGAL MEANS TO GO ABROAD,1
31,My first ever subscribed video after being in youtube for more than a decade. This Man's research covers every facets of information. Please keep posting informative videos. Kudos......,1
32,Got goosebumps. Hats off to your research. Keep growing…,1
33,One of my close friend went to USA through same route. He said the actual things you just said.,1
34,hat's off to you sir for your quality content.,1
35," NO NOT AGAIN  
CONGRESS:  
UML:  
MAOSIT:  ☭ 
Swotantra:   ️
अब पनि पुरानै पार्टि पुरानै मान्छे लाई भोट दिने हो भने नेपाली जनताले यस्तै दुःख भोग्नु पर्नेछ फेरि । आउने मङ्सिर ४ को चुनावमा सागर ढकाल, रञ्जु दर्शाना , रवि लामिछाने, रमेश खरेल जस्ता असल मान्छेलाई एक पटक मौका दिऔ । 
Thank u Jay Nepal. 🇳🇵",1
36,"Wow how beautifully you presented this issue 
You didn't even ask for Like,  comment,  share blahh blahh, 
Truly appreciable ",1
37,"Awesome content as usual. Keep going, Dipesh Bro!",1
38,Great message brother to all viewers ️️,1
39,Closing the border is the best option for us because of  excessive migration violence and crime has increased in our beloved country nepal 🇳🇵,1
40,Kudos to u for uploading such relevant video on such serious issue.. Does the extended version of this video along with other footages coming soon???,1
41,You are on course to be best journalistic Nepali channel. Kudos guys.,1
42,Please provide cc asap. Much required! Btw Great video as always,1
43,A year ago I watched the documentary of Adam Yamaguchi . It just shook me. It is so terrifying,1
44,"म पनि यो कथा मध्ये को एक पात्र हु। nepal to cyprus and Cyprus to....... Portugal.
यो कुरा भोग्नै लाई थाह छ कि वास्तविक यात्रा कस्तो हुन्छ भनेर। विभिन्न कथा सुनेको छु यात्रा क्रममा ' बलात्कार, लुटपाट, अपहरण र फिरौती, बिचल्ली, मानसिक तनाव' जति सुने दर्दनाक थियो। घर समाजले तिरस्कार हुने डरले मात्र यस्तो घटना बाहिर न्आएको  हो।",1
45,"Wow...what a research what a content..
you deserve more views and subscribers...hats of to you brother....
keep uploading such quality content",1
46,"The Nepali comment never fails to amaze us 
What a quality content ",1
47,"Thank god there are some channels who raise the issues that no body talks about 
Jay Nepal",1
48,"A most needed video with proper research 
Thank you",1
49,"Dont know more but about Portugal its fact that people from cyprus, croatia pays minimum of €6000 for agent to arrive at portugal. As he said its very true that the immigration process of portugal is very easy. still lots of things cannot be shared publically..",1
50,"These one minutes may pass so fast that I could watch video after that every second passes I get more excited for the video ️ 
Very nice topic , great job sir ",1
51,One of the best YouTubers of Nepal. appreciate your hard work bro ️️,1
52,Content always OP ️🇳🇵 Love You Brother,1
53,"Great content, keep it up ️",1
54,"Could you also shed some light on the mass exodus of skilled manpower, like doctors, engineers, nurses, etc. ? Also how the Nepal government is willingly propagating this exodus of youth abroad, just so they can get a taste of that ""remittance tax"".. 
 
P.S. Nepal is going to face a huge shortage of doctors and nurses in the coming 5-8 years. Even, reputed and established doctors are flocking abroad..... all the while, the policy makers do nothing to encourage the retention of this skilled man-power... Sahujis and influential doctors are themselves the policy makers and make policies that helps them gain their personal benefits....",1
55,Another quality content,1
56,"Thanks for this type of content..
Love you bro",1
57,"The lack of opportunity and awareness in Nepal has done this, who is to blame ?? Finding this answer is harder.",1
58,Thank you soo much dai for this documentry,1
59,Quality content ️,1
60,Grand salute bro u deserve huge appreciation,1
61,Everytime when I see your video it felt new one . great content brother keep it up.️️,1
62,Well Done bro as always you are a star. Thank you ,1
63,Huge respect 🫡,1
64,now thats a content. keep up the good work,1
65,Hats off to the research bro,1
66,"Never disappointed with urs content dai ..
Keep going bro",1
67,love your content  . Hope see more videos ️,1
68,This channel need more subscriptions  just a wonderful channel,1
69,"Atti ramro content .Gist pani to the point cha..Jyan nai baji rakhera tya samma pugnu, is it worth it ra ? This is all because of failed philosophy of Congress and Communist. we r suffering because of their rivalry..Aba ko election ma desh ko every family, neighborhood, community le Vote garnu Huda Desh jogauna sakne Manche lai Vote garau !!
Nepal is god gifted place blessed with nature, culture, spiritualism and many other tatwas ani yesto content herda It's hard to have peace of mind.",1
70,Hat’s up Brother. Thank You so much for this  Document,1
71,Wow such a great and informative video hats off to you brother,1
72,You are amazing brother . love your videos.,1
73,This is what quality speak ️️,1
74,Like the way you share the whole information about it !!!!,1
75,Your hardwork deserve more subscriber bro..all the best,1
76,I am just crying for those innocent kids ,1
77,"In Sikkim too there are so many Nepali citizens having dual citizenship .Just yesterday in sera bazaar Nepal citizens who were working here were fighting with local Sikkimese .Nepali are doing many crime and they ran into Nepal .And no any criminal get arrested . They go and escape in their remote village so indian police cannot trace them and arrest them .Aaj kal Nepal ko manche haru dekhyo ki criminal ho ki vanne lagcha Sikkim ma.yo chai roknu parcha . Neta haru ko barau vaera hidchan .in election ,neta haru brings huge Nepali citizen bus to bus . I think both indian and Nepal government need to adress this problem .In Sikkim ,people are getting badly affected by this type of open migration from Nepal to india",1
78,Such a informative video thank you so much sir.. ️️,1
79,I am big fan of yours Nepali Comment! Sending Love and Support ️,1
80,Such a great content.,1
81,Love your content. Hope to see more,1
82,It is really sad to see this scenario of our people,1
83,Dai you are so talented. love your content..,1
84,hats of brother we know how the life is so struggle,1
85,That's why knowledge is important.,1
86,Big fan Congratulations  for the 90k...,1
87,Thanks for such informative video️,1
88,This trend is even more popular in Dang district it’s like at least one family member hav been through this journey in many localities,1
89,Keep going brother hope mangsir 4 pachi k he haat samma desh ma pariwartan aaucha ani may be hami budo huda hamro baccha harule yesari illigal and dangerous steps haru chalnu naaparosh ,1
90,Again Thank you! for great content.   Hope you reach 100k until next video comes,1
91,"One of the brother near to my home,had also been to US same way , spend almost 80 lakhs and he is in US for almost 6 yrs now",1
92,"Sir , it was the great knwoledge  and hats off for your work research ",1
93,great job The Nepali comment and Dipesh... Hats Off.,1
94,Lots of love for you hard working content,1
95,Heart wrenching ,1
96,One of my moms relative now lives in USA. He did this and now he is working in a restaurant.,1
97,Best youtube channel in nepal..bestest contents..keep growing..we all love you,1
98,"Hello Bro, Not related to this topic, could you also do a video on why Yatri ko bikes are not getting license? I dont understand what is the issue in this. 
Ki ta company nai na khulna dinu parne thyo, ahile aayera, tetro bike bechna dine, tara license plate number lina lai kei process nai  chaina.
K ho k ho,",1
99,Your one video make thousand youths alert. Thank you for making me more knowledgeable.,1
100,Journalism 101 …. Amazing brother … this is the future of journalism …. Time to ditch the mainstream Nepalese propaganda spewing machine …,1
101,"I wouldn't suggest anyone to travel illegally. Nepal might be economically poor but testo asylum seek garnu parne chai situation chaina la! Think about your own life, think about your families but tbh  most importantly, Nepal KO bejat chai nagara. I don't want to see Nepal in blacklist of other countries.️",1
102,You explain as like swagaat gyawali ️,1
103,Its intresting to think the way  you gather information for  your videos.....top notch stuff,1
104,"You forgot to mention the very important fact that you might die on the fuel tank on your way to USA. And if you don't, you will likely witness a death along the way somewhere. Then, after you reach USA, you have to hire a lawyer for almost every further processing and pay them. Sure, government provides them a lawyer if they don't have one. In their mind though, they think Nepalese lawyer will do everything to win their case instead of free lawyers. So, they pay upto $10000 for the entirety of their case. In some cases, it can take more than 10 years to get the asylum. And just because you share nationality with your lawyer doesn't mean they  work so hard for u to not get deported. After all, it's the fee they work for not you. Everyone is a vulture here. I know because I am one of them.",1
105,Love this channel ️,1
106,"such a good content
you got a new subscriber:)",1
107,This is fire ,1
108,This is the 1st Nepali channel I love to watch,1
109,"This is all due to the brokers from Nepal, India and Bangladesh. Government should identify these Dalals and put behind the bars",1
110,Love the new background!,1
111,Great content  hope this time the nepali comment hit 100k subscribers...,1
112,Lovely info. Keep it up bro,1
113,GEM of Nepali YouTube ️,1
114,what if there's a movie on this journey? ,1
115,keep going.. reveal all the hidden truth.. Thank you..,1
116,"Dherai Dherai dhanyavada hjr,Dherai ramro news deynu vako mah malai chai ramro lagyo sir  fare fare pani yestai satya ghatana ko news didai garnu hola we are supposed of you, thank you so much  sir",1
117,"Wow research...what a content , what a presentation",1
118,"Thank you to the politicians, people have become desparate to reach USA.",1
119,"So sad that we nepali have to take such step risking life for better future 
Just because of our country politicians
This time choose leader wisely",1
120,great content!!,1
121,Thanks दिपेश सर लाइ यति धेरै मेहनत गरेर यो भिडियो बनाउनु भएकोमा ,1
122,Bro your content are too good..Hope to see nxt vid soon.,1
123,"Yes, You are right we receive more than 100 Nepalese coming from different parts of Europe i.e Romania 🇷🇴, Croatia 🇭🇷, Bulgaria 🇧🇬 etc..",1
124,Very well said,1
125,Last week one man from my locality died at Panama on boat accident while going to America. RIP,1
126,Awesome video with great information,1
127,Great content.,1
128,"I haven't watched the video. But I am sure it is awesome, like other videos from The Nepali Comment",1
129,Brother please make video regarding upcoming elections and about the candidates,1
130,"Dherai Dherai Dhanyabaad mitra... timro present garne tarika nai kati vabuk lagyo. Nepali le Nepal banaunai parcha... sahi vote garne bela aayeko cha aba. sahi lai nachunne ho vane vaaaard mei jawos sabai. murkha ko pani had huncha... paisa ka tattu haru, hami sabai.",1
131,great job bro,1
132,"Mero aafnai dai yesari nai struggle garera Francema pugeko ho ..tya pugna jati garo xa tya pugepaxi jhanai struggle garnu parxa ..aile 5 barsa vaisakyo paper banna lageko thiyo but sad thing is he has been missing since January 18 2022 sabai source bata khojiraxam vetna sakiyeko xaina..Nepali daju vai koi ni yesasri najanu hola dherai risk xa.Aile hamile jati pir khepiraxam arulai yo sabai naparos 
Really informative video sir",1
133,You are contain are marvelous keep up the work. :),1
134,I am from Rukum(west) . Hamro Thau ko lagvak 50%youth  haru  yeasari gai sakka mainly USA ra protugal ko trend pani bistarai increase vai ta xa....,1
135,Any one don’t try this . This is terrifying.,1
136,Kuddoss to such qualities content!!!,1
137,Bro make a video related dhikuri/dhikuti...how it started... it's illegal and yet its run by many nepali people...,1
138,Nice content ,1
139,️️ ekdam ramro video i wish sabai nepali veda haru le herun,1
140,Wonderful analysis! Tara Kati PAYE point chutyo...Aile Portugal janu Nepal bata India Gaye jatikai sajilo cha legal chai haina Tara...maile dekhda dekhdai 300/400 Jana 1 month bhitra ekdam aaram le Portugal pugera work permit payera kaam Suru garisake,1
141,Title inappropriate vaexa  subject matter vane dherai informational xa,1
142,Informative video keep going,1
143,Our country is dying slowly and I feel very sad i blame politicians for everything,1
144,I hope this video will help you to reach 100k subscription ️,1
145,Brother u r great ,1
146,Wow what a content brother...️‍️‍️‍,1
147,Thank you,1
148,Much needed info,1
149,i wished the video to be abit longer.,1
150,Thank you so much️,1
151,why so much risky moves people take in life teti mihinet garera paisa kharcha garera teso garnu vanda easily they can spend time in gulf countries with the same effort they applied taking risky moves,1
152,Hajur lai pne dhanyabaad yesheri sabailai gyaan dinu vayeko ma ra Jan chetna garwnu vayeko ma.,1
153,"Yeah man some of my villagers paid 40 lakh to go USA through illegal way and they made it but I always think it is a risky way 
Your life>>>>>>>>>>>>>>>>>>usa",1
154,Well done!!,1
155,Big fan bro ️,1
156,I am 28 year old male who traveled into usa 5 years ago by illegal way,1
157,The best content from all over Nepal is The Nepali comment,1
158,Very interesting news you are great bro,1
159,Wishing u to reach soon 100k subs....,1
160,"Again we need details information about Nepal to USA illegally…

Only channel to give real content",1
161,Sad reality of every nepali people,1
162,You are nepali dhruv Rathee️,1
163,"One thing us Nepalese don't realize, Nepal ma hepai khayera basda rish uthcha and we don't do work. Ani America uae gayera chain Marne Gari kaam garcha. Messed up cha.",1
164,Good message,1
165,I knew this 10 years ago,1
166,I am just curious if they are ready for spent that much money why don't they use legal way to reach usa and others country,1
167,Man i like your videos.,1
168,Good content,1
169,"Ramro content brother!, Yesari USA naajanuhos. It’s not worth it. Do research.",1
170,Thumbs up for the video,1
171,Bro Sky SIM ko rise ra downfall ko Barey ma new video paum na plz ️,1
172,"2014 tir ma Schengen country vaner hineko thye 9 month russia ani donkey route hudai estonia samma pugeko thye , paisa ra samay barbad ani jindagi ko mahatopurna umer refugee vayer basnu parne  sabai kura ko yaad , pressure ani torture ajhai nai taja chha.",1
173,The Nepali Comment never miss,1
174,Dipesh bro isareal ko vdeo banaunu hai ma tah fan vaye yo desh ko technology ra mossad vanne agency dekhera ,1
175,Very well explained,1
176,hope you will get 100k subs soon.,1
177,This is all because of unemployment of our country Nepal.,1
178,️,1
179,I’m in Austria under student visa . Please Mero Nepali brother and sister come here through legal entry .,1
180,Content ,1
181,Bro I like your content man. Can we collaborate?,1
182,Adios guys I'm off to us now ,1
183,My Friends also have gone to USA like this,1
184,The Nepali comment one of my favorites channel these dayzz,1
185,,1
186,"Sunda daar lagdo, risky cha tarah afno better livelihood ko lagi yo risk easyily comepete garinxa jasto himmat aauxa ️",1
187,correction.. they will not get even min wages .. that all depend on employer .. they will get more less then legal minimum wages.. Good Job,1
188,Dai every 7 day ma vedio dinuna kamse kam vadi ma day by bay,1
189,Thank you for this information,1
190,dai 100k chadai hos ani mero 1k good luck,1
191,"यो हाम्रो दोष हैन नेतृत्वको दोष हो । 
#No_not_again",1
192,America ma xiresi pugyo. You will easily get a job bina documents,1
193,Missing our king,1
194,"Afno desh ma kam xaina kam vayeni paisa deroi xaina tesori afno jyan jhokhim ma rakhera hidne haru ko ni xutai katha xa .
Desh ko halat thik vaye sab jana le ramro job paye ysto kai kura hunthena hola
#merodeshbirami",1
195,,1
196,"30-40 lakh tirera afno jhyan jokhim rakhera kina jane hola yasari..uta puge ni kai document hudaina ani lukera basnu parxa, tyo afno kharxa bhako paisa ni firta audaina.....tyo paisa le ta baru nepal mai kai garna sakinxa...maile ni dherai suneko chu i have some relatives at america, dherai chan yesari gaka ani lukera kam garxa ani nepal farkinu manlagne manche haru ni farkinu paudaina utai adkinchan.",1
197,"what is their mission in their life either I die or I enter other country .
I understand that in this video",1
198,salute for ur hard work brotheer,1
199,People are saying that oh so risky don’t try to do that it will harm you stay in Nepal and do something fuck you the deep reality is that even if you work in Nepal 14 hours a day you will get only 10k salary and a lot of mental stress. the politics and the owners and other people don’t give a fuck. Your society always compare you with them who went to aboard that’s the reality and that’s the truth. If you want to know how they treat you to check the airport security if your going to aus usa uk or Europe country they will treat you differently then gulf country. If you stay in Nepal for too long boi the low income people either start to steal or they will suicide. And this is reality,1
200,The person who are willing to pay upto the north of 50 lakh despite knowing danger ahead and if gets return or death don't gets my sympathy...  For That much amount you can start a business with careful planning and can settle for life in their own country,1
201,Why is  this things going on from Nepal??,1
202,Qualtiy content,1
203,NRNA ko former president Kumar Panta ko story pani interesting cha… one of his relatives told me,1
204,Road to 100k ^.^,1
205,Yo sabai credit hamro leader haru lai janxa  aba ramro choose garera vote halnu prxa sarai dukha lgyo yo video herda,1
206,You are the best,1
207,It's worth it. Nepal ta hell ho.,1
208,nepal ko middle class uppeer class ko video banau nu pario data nai chaina how much they earn,1
209,Des bigraue vany ra yesari jadai Garda zhan des ko bary ma soch nay bedesi ko soch ra nepali passport valueless hudai ga xa ,1
210,big fan,1
211,Hijo aaja sabai vanda dherai hamrai gau bata janxan holaharek ghar bata tapaiko video dekhiyako yauta dai Ahile greencard paisake yatra garo xa but pugirako xan sabaijana dhilo chado achel,1
212,Yeti dukha kasta garnu vanda tw nepal mai dukha struggle garnuhos ra thorai dherai paisa kamaunu hos. J jati x afu snga tehimai khusi huna siknuhos jati sapana safalta hasil garey ni jhan jhan rahar ra chahana baddai janx lop ley lap lap ley bilap vaney jhai ..marera jada k nai lana payinx ra..,1
213,dash ramro vaideko va kina yetro dukha garteha holan,1
214,मन छोयो भाई तपाईको भिडीयोले,1
215,यथार्थ यै हो जुन भिडिओ ले देखाउछ europ को सपनामा turkey देखि illigal जानेमा क्यै ले ज्यान गुमाय कयौ महिला बलात्कार भय कति अपरण मा परे अनि फिरती रकम लाखौ गुमाय पिडा सारो छ यो यात्रा कठिन छ तसर्थ जानु भाँडा पहिला प्रलोभन मा नाफस्नु होला राम्ररी सोच्नुहोला ,1
216,mero ghar xeuko dai pani america jane bhanera janu bhathyo he is lost eversince he left noone knows his whereabouts...,1
217,Wow thanks of hidden info now we friends will try ....this hidden journey...n inform u when we will reach,1
218,What's the main reason for Going abroad in that way?I have been to UK  I didn't see any extra ordinary things over there.Please do not waste your life in that way.,1
219,Very true,1
220,"awesome, what’s your name? ",1
221,very sad ,1
222,Dami daiii,1
223,Came to chat man! In insta,1
224,Wow just amazing eye opening video,1
225,"i was the 12,000th like! keep up the good work dipesh!",1
226,USA ma ta guarantee nai hunxa jasto lagyo dukha pako suneko chaina kaile ni baru Portugal chai hola,1
227,Rather than giving 40-50 lakhs to agents to travel illegally it is easier to study engineering or nursing and migrate to australia.,1
228,"Hamro Nepal ma yo vram cha ki, Nepal bahek aru desh(especially western countries)ma paisa khan-khani payincha! - Yo jhoot khabar, lack of good education le Nepali youth ko mind bigareerako cha: USA, UK, FRANCE, SPAIN, etc ma kasto SLUM, GARIBI, DISCRIMINATION, RACISM kasto daar lagdo cha vanne thaha chaina,.......aahile ko yug ma haat-haat ma mobile cha, Internet cha, afai research garnuhos, aru ko social media ma ramro photo daekera jealous vayera afno Swarga jasto desh chodera, afno matra navai, purai aaune naya NEPALI GENERATION KOI future lai harm nahos...JAI NEPAL! 🇳🇵",1
229,Koi xa Europe illegally laneya .?,1
230,Waiting bro,1
231,"संसार सबैको साझा घर रे तर त्यै अमेरिका जान पनि पासपोर्ट, भिसा चाइने रे कस्तो नियम के!!! ",1
232,Thanks,1
233,Kasto garo gari janu parna rahaxa yo vanda ta Nepal ma ni basara Kam garako ramaro ,1
234,"Hamro Neta harule garda aaja hami Nepali ko yesto halat vako xa. 
#NoNotAgain",1
235,Baphre!️,1
236,"10-15 lakh paisa, plus 2 education, English ma conversation garna sakne le sajilai legally Schengen aauna sakchha. 50 laakh kharcha garnu bhanda ta as a student Schengen aako raamro. Mahinako 2 lakh plus Nepali ma kamai hunchha. Yestari jyaan jokhim ma paarnu bhanda ma sikai dinxu tarika",1
237,40 dekhi 55 lakh samma dalaal lai diyera america jane 20 25 jana ta maile nai veteko xu.. uniharu madhye 3 jana le jyan gumaye laas ni firta payenan family le.. tetro 40 50 lakh le ta afnai desh ma kei garnu ni khai buddhi...,1
238,Indian haru cycle ma tarkari bechera Afno Nepal ma baseko kharcha samma katera 20000+ Indian rupees saving garera Nepal bata India pathauxan... Ani hami Nepali lai jahelay maya bidesh KO ra Nepal ma kei hunna bhanni Soch... Garo cha,1
239,Im happy in dubai,1
240,,1
241,i am that guy on zoom video aarey kya,1
242,"Shit  man .
mah nii Portugal jana lagya theya yesari naie ",1
243,I am on the way brother,1
244,It’s most important news you displayed,1
245,Good information,1
246,Well the vedio information is quite not up to date,1
247,"https://en.wikipedia.org/wiki/2010_San_Fernando_massacre

https://en.wikipedia.org/wiki/2011_San_Fernando_massacre
Ani Kati illegal immigrants haru lai Mexico ko cartel le pani mareka chan",1
248,"Hamro rukum tira ekdam dherai janxan illegal america .. Hamro gaau ma nai 10,,15 jana gaisakeka xan",1
249,"Yestari US, Australia aunu vanda baru afnai desh ma kehi gara sathi ho. Dherai yestari ayeko veteko chu ra uni haru ko health khatam cha, kati bato mai mare. Baru school padhera exam diyera mehanat garera aunus vanchu.",1
250,why would you expose yourself on social media,1
251,Now about A division league  club their  owner and  earnings ️,1
252,"Sabai yo desh ko politician le garda ho..etro dukha garera, aafno jyan ko baaji rakhera tyo garnu vhanda baru Nepal ma aafno desh ma aandolan garnu ra yo buda bhrasta neta lai hataau..kasari huncha voting ko bela farka..ya thulo aandolan aba garna jaruri cha.",1
253,Kina vanne Kura ta clear xa ni Nepal ma vabisy andhakaar ma xa dhukka xa ani subidha thorai xa.,1
254,Indian blockade 2015 Ani pahila ko video banam.,1
255,"Hamro desh ko halat ramro vako vaya yesto hudaina thiyo, desh bechi sako neta haru la",1
256,Mero uncle Pani gayeko 2 barsa vayo Tara Dunga paltera bepatta vayeko Khabar aayo Aru kehi information xaina,1
257,Ma ta portugal pugo sake hai ,1
258,Hamro Gau nai rittisakyo yo bato USA jada jada,1
259,Love react dinu naa bro,1
260,Illegal stuffs lai promo grnu hunna hai,1
261,Rukum jajaarkot rolpa Ra teta paschim bata dherai America Jane garcha for the better life. Kinabhane yo desh maa opportunity nabhayeraaa.,1
262,Ekdum ramro video,1
263,"Nepal ma garne taw ho ...
Tara garne k bato k ? Ma sanga degree taw xa Tara haat ma kunai sip xaina ....",1
264,Its real worthless yaso paxadi herda.. many years working hard and making money collecting money paid 10 minimum to 20 25 lakh ani yai W.p immigration paunu lae kam wages ma ani jindagi ko riak liyera garchan manxe le yo bhanda boru kam lagat ma 1 to 2 lakh samm ma investment garera qatar dubai Malaysia jada uuchit huncha. Think nicely  jay Nepal 🇳🇵,1
265,But now Croatia is also schengen,1
266,Informative,1
267,Des ko rajniti ramro xyna k garnu badhyata xa sun ko,1
268,"Atro dukha garera atro badha jelera k tei desh haru gaye matra ramro ho ta.
Kehi thorai dukha nepal mai garidinus sabai nepal mai xa",1
269,,1
270,Nice video,1
271,Dang bata nai holaan sabai vanda badhi USA jaani haru … harek ghar bata ek jana hunxan,1
272,Best channel,1
273,Ramro jaankaari,1
274,Ek janna le 15 20 lakh garna hune tara Nepal ma tai paisaa le kehi business garxu vanne aatt naaune!! Hait toit,1
275,Desh Hunu Paryo Nii Ramro Ghar Family palna Laghi Tw risk uthaunu Paryo Tw Tmy Jasto chair ma Basey Rw bhuknu Tw bhayana Nii Aani America Jasto Powerful Country Jana risky Tw Bhaihalxa Nii risk na Leunay Bhya Tw India Gaya Bhyo Tw.   Chair Ma Basey Rw Dherrai nabhukha Bro family lie palna Laghi Rw Aauney generation Aafno Ramro Thau ma Bitos Teni Haru ko life Bhaney Rw Hoo risk leya Rw illegally Janey Tmy Jasto chair ma Basey Rw bhuknu Bhanda Tehi risk leya Rw illegally Janey Thik Xa,1
276,Desh gatilo vako vaye... Kina janma thailo chodnu parthyo ra!!,1
277,How the hell its illegal to go from one place to another? Our earth is not the personal property. Its the common home of every living creatures. So its right of every living creatures to go from one place to another.,1
278,aafno desh jasto sorga khii xaenw aafnai desh ma kam garum gare j pani hunxa,1
