,comments,sentiments
215,i fucking love history but this video is definitely putting me on a loop..... it seems our country had gone backwards in time....,1
216,"Rana regime is the best period of Nepal, many development but now everywhere frustrating.",1
217,Very well crafted. You are my fav Nepali YouTuber,1
218,"Well I think because of Rana's we have a very deep cultural roots not distorted by westerners as like that of petty north indians.
And I am thankful of that actually , like really thankful for that",1
219,Best Nepali Channel ️,1
220,Bro amazing topic and content iam waiting for next part,1
221,Well done bro. ,1
222,"Big fan. Nepali haru lai Sayed nai yo purai ghatana thaha na huna sakxa ra tapai le Gyan dinu vo. Tapai ko content sadhai ekdam best nai hunxa. Yesai gari sadhai aghi badhnu , tapai lai pashupatinath le rakshya garun. ️🇳🇵Radhe Radhe.....",1
223,keep up the good work bro,1
224,keep educating us,1
225,Thank you dai Keep going  ️,1
226,Goosebumps 1:00,1
227,waiting for series 2,1
228,Honestly vaniraxu Best YouTube channel of Nepal …. I used to think Paradym TV was best but now I m enjoying this channel a lot,1
229,Great video!!,1
230,One of the best YouTube channel in Nepal,1
231,well done bro well researched,1
232,Excited for next part.,1
233,really amazing presentation ,1
234,Thanks for a video ️,1
235,waao man you are the hope of nepal,1
236,thank you  sir for this content,1
237,Best explanation better than social studies book....,1
238,We need part2 fast️,1
239,Bro ko content dami xa hai ......aile underrated vaye ne bistarai ramro hunxa ...keep it up .️️️,1
240,Thank you ️,1
241,Great video ,1
242,Waiting for next part,1
243,Hamile class 12 ko history ma  ranasasan kasari udaya ra awasan bhayo bhanera padheko.its really interesting if you guys read history,1
244,You are doing great keep it up,1
245,Part 2 please ,1
246,Very informative video .,1
247,History Gives me adrenaline boost ,1
248,can you please entail the book name in every video so that we can read it in detail,1
249,Waiting for part 2,1
250,waiting for Part 2,1
251,Waiting for part-2,1
252,"That time they gave us their whole life to their (our)country.But now our country condition is wrost because of Corrupted politicians,Corrupted Government Employee and Corrupted People...",1
253,I wish my school told this story in this level of detail Welp it 6-7 years late,1
254,Great video ,1
255,Part 2 chahiyo brother !!,1
256,Waiting for the next...,1
257,Can we get more video on our history i.e Rana regime and revolution,1
258,Thank you dai  Malai man parne subject ma vdio banaunu hunxa sadhai yasari nai halnu hola ️,1
259,Waiting for next part,1
260,Next part kailey aawxa?Joss Nepal ko history sunnu ra bujnu ko majja nei aarkei xa.,1
261,Very informative deep researched content brother big thanku. But one sugg. video at least 15/20+ min vaye ajhai ramro hunthyo ki,1
262,Best nepali youtube channel,1
263,Waiting for next part bro,1
264,we need part 2 as soon .................................,1
265,Love you nepali comment!,1
266,Fact : Everyone waiting for part2,1
267,This channel should get 1m + subs,1
268,Watching about Nepal's history from Canada 🇨🇦,1
269,Next part kailea Update garnu hunxa bro we are waiting,1
270,Part 2 ️,1
271,History yaad gareko ma dhanyabad.neplis mustnot forget.,1
272,timro content lastai powerful and educated xa,1
273,Dharma Sheree_ The First Body builder of Nepal!!,1
274,Thanks for the video...,1
275,The Nepali Comment Team  ,1
276,Gajjab brother i wish u make a video of  rise and fall of panchayat soon ..,1
277,Kasto suspense ma end garya k sir xeto part-2 chayo.,1
278,we want part 2,1
279,म चाहिँ गगन थापा दाइले सेयर गरेपछि हेर्ने अवसर पाएर आएको ! सहिदहरु प्रती हार्दिक श्रद्धासुमन !,1
280,Ekdam ramro ,1
281,Your story is like dhruv rathee ,1
282,i've a dream to make a movie out of this..,1
283,next plz i can't wait.......,1
284,"Really, a big fan of yours",1
285,Really informative,1
286,Great ,1
287,"Brother ko yar awas sunnai maja aaune k yar 
Video ni testai dami xa
Keep it up ️",1
288,Bro make a video dedicated to Tribhuvan university,1
289,plz make video in rise and fall of ranas sir,1
290,Kya baat hey bhai... Bahut badiya video banaya hai apne ️,1
291,Martyrs  the  pride  of  nepal,1
292,Great brother..,1
293,Dipesh would you make one VDO for my request myself Sunil I want to know and analysed VDO of rabi lamichanne nagrikta issue or case,1
294,"dai aba hjur ley darbur hatyakand ko barema detailed video banau parcha 
really love your narration and resources",1
295,Very informative,1
296,"Aja school ma padeko yar royal massacres 
By the way I love your videos 
Mero 3rd comment from this gmail in YouTube ",1
297,the best nepali yt channel,1
298,Can't wait dai xito post garnu arko part,1
299,Every small small event were connected and a big revolution was held in Nepal and in my view again in our country there will be great revolution before 2099 BS.  Revolutionary are back !!,1
300,Quality..,1
301,"Parts ma banaune bhaye ali long video banaau na sathi, 
Waiting sucks bhanne timilai ni thaha hola.
Desperate for part II",1
302,Very Exited For part ll,1
303,"waiting for part 2 
voli tw sahid diwass vaye halyoo ni ho",1
304,Make a video on the top of first & second word war for the preparation of SEE,1
305,Please make a video on how our kings became the puppet of ranas for 104 long years being superior to them,1
306,Good content,1
307,Next part,1
308,Please make video on Narayanhiti Royal Massacre 2058 Jestha 19 BS,1
309,love ur video,1
310,Interesting ️,1
311,Dai part 3 aaja haina ??????,1
312,यस कार्म प्रति अत्यन्तै आभारी ।,1
313,Kada dai ️,1
314,keep supporting,1
315,Please make video of Transportation  Syndicate of Nepal,1
316,Great story telling...maja ayo,1
317,Great video,1
318,This channel is bossing Nepali YouTube with beautiful content yet less subscription ):,1
319,"We want more videos like this 
More videos about Rana prime minister's",1
320,️️,1
321,yo series  xito  vanda  xito  lagatar  rakhnu  paryo...plz..️️ yesai karan  maile  suscribe pani  gare ,1
322,Dai kaile aauxa part 2 kurda kurdai dikka lagisakyo!,1
323,️️,1
324,Upload part 2,1
325,Nice content,1
326,️,1
327, thanks,1
328,Dherai dherai dhanyabaad yesati video haru hernu pam tara video aalik lamo vako Va ramro huntheo..,1
329,Awesome.. vedio dherai ramro lageyo,1
330,"Woah ., I'm glad to see youngster being active in politics",1
331,"This vdo got me anticipating for smthng.. after a long while 
Awsm vdo!!",1
332,प्रस्तुती राम्रो लाग्यो।,1
333,,1
334,All those sacrifices to see a man burn himself Infront of parliament.,1
335,Jay Nepal,1
336,"Thanks bro , it would be good topic if you make another video in "" हुन्डी """,1
337,Pls 1 ta video on Dhurmus suntali foundation.,1
338,Rana family was from mewar Rajasthan,1
339,️️,1
340,next part plz,1
341,There is nothing either good or bad but thinking make it so..,1
342,First bodybuilder = Dharmavakta,1
343,Outstanding,1
344,Thank you Dipesh.,1
345,part 2,1
346,Your content ️🫶,1
347,,1
348,Research also about Ram Prasad Rai unsung hero of Nepal,1
349,"Oh hooooo suspense  ma po pardinu vayo sir!!
nice",1
350,Xito part 2 chaiyo craving alot,1
351,Kya ramailo laagyo kathaa sunna. Please arko part pani chittai upload garnus hai. ,1
352,N now calendar is giving holidays in sake of festivals but not on Sahid Diwas  … potato government is cutting holidays on Sahid Diwas forgetting their contribution,1
353,हुदैन मिर्मिरे तारा झरेर नगय कबिता सहिद को नाम मा रचियको सुन्दर  रचना थियो|| By Bhupi Sherchan,1
354,Bro why don't you make series like vikings GOT,1
355,Kasto ramro,1
356,️,1
357,️,1
358,️,1
359,🇳🇵🇮🇳,1
360,️,1
361,️,1
362,what about Lakhan Thapa???we had been studying him as the first martyr of Nepal...,1
363,Thank you TNC,1
364,"मगरहरुको ईतिहास, उनिहरुको गोरखा आर्मीमा त्याग, भिक्टोरिया क्रस, पहिलो सहिद,अनि उनिहरुले बिर्सनलागेको भाषाको बारेमा एक भिडियो बनाउनु पर्यो हजुर",1
365,kudos to the new vice  and vox of nepal,1
366,Amazing,1
367,,1
368,Huge respect to our martyrs from the core of my heart but so called federal republic as same as rana sasan.,1
369,,1
370,Guess ranas were not that bad after all after seeing the current politicians of Nepal.,1
371,Ani part 2 kaile aaune xa bhaai,1
372,Now there is not public holiday in Martyr's Day,1
373,Nice bro.....,1
374,"Research gareko source, books, website haru pani mention garna paryo bro.",1
375,desperately waiting,1
376,Amazing,1
377,Kassam nepali RRR ko script nai raixa ni  but seriously!,1
378,are the pictures shown in the video real ?,1
379,nice one,1
380,Feri ekpalta ahileko corrupt politicians lai hatauna sabai jaana ekjutt hunai parney vayeko cha ... khokro vaisakyo desh,1
381,Hey can you make a video about Bhim Datta Panta,1
382,Next topic on YCL,1
383,,1
384,Wow amazing videos,1
385,,1
386,ज्ञान्  मुलक भिडियो बनाउनु भएको मा धन्यबाद दाइ तर राना भन्दा पनि राणा भनेको भए धेरै राम्रो हुने थियो,1
387,Bro's this video is better than whole channel of Vfx kanda chabel ko don,1
388,Bro Nepoleon Bonaparte pane video plz,1
389,One should be in English Nepali ko sath pura world lai thaaa hunparcha nepal ko history,1
390,Bhai part 2 kaile aauxa??,1
391,part 2 kaile aauxaa,1
392,️,1
393,Ruso navako vaye French Revolution safal hune thiyena ~ Nepolian aka dharti ko putra,1
394,Thanks sahid for freedom,1
395,Next part chado rakhnu sathi,1
396,Te most awaited vdo,1
397,"Part ,2 chahiyo xito",1
398,"Fan from Bharat here, we would really appreciate if you address Bharat as Bharat instead of India.

Thanks Dai ",1
399,"Feels like the show ""The boys""",1
400,नेपाल प्रजा परिषदलाई फेरि ब्युताउनु पर्ने भयो !,1
401,Make more content ...,1
402,How you get these old footage ?,1
403,,1
404,Lovely,1
405,Hlo bro Kathmandu ko Sukumbasi haru ko barema banauna paro video,1
406,bhayena bhayena yesto cliffhanger ma chhodna...... hunxa bhaye aaune samayema eauta lengthy documentary sunna ra hearna paun...,1
407,fast upload arko series,1
408,दलाल नेता हरुले हाम्रो प्यारा शहिदहरु ले आफ्नो ज्यानको बलिदान दिएर बचाएको देश सखाप पारि सके। साला चोर हरुलाई पर्यो भने ठोक्नु पर्छ।,1
409,,1
410,Dami bro 🇳🇵🇳🇵🇳🇵️,1
411,Nice,1
412,"guys a constructive criticism:  Please avoid saying ""ta"" to any historical figure. Dead are given minimum respect irrespective of good/bad. Ani Nepali ""padsangati"" chai ali milena hai. ""ye samanya bekti HARU LEY, 100 barsa ko rana sasan lai hallayera rakhney wala THIYO.. ""   ""BEKTI HARULEY"" bhanepachi ta, ""THIYE"" hola nee. kastoo odd suninchha. I think, need to hire a nepali language editor next. And narration flow pani context anusar ali milaun parla, johnny harris types.",1
413,"The souls of these Great Martyr's  must be in Pain Seeing the current condition of our country.To be Honest ,Nepal was never completely  freed from these autocratic ranas.The purpose was never Achieved fully..There was just done a lot of settlements.Democracy  ko pahilo Mantrimandal mai half from nepali congress half were the same old autocratic mindset Ranas.The Thought we Achieved freedom is bogus.Likewise in Soviet union and China,there was the complete freedom.Autocratic completely  removed from the roots.But in Nepal ,Just Settlements in a name of freedomOne of the reason why our country is so Behind and backward.",1
414,,1
415,Omg those animation and mapsss>>>>>>>,1
416,Part 2 fast,1
417,,1
418,ramro,1
419,Next part kaile release hunxa vande ramro huntheo,1
420,Kaile aaune xa next part,1
421,I wonder if there is public holiday on Magh 16.,1
422,And today looking our country makes me sad they shouldn't have brought the independence...,1
423,Where is part 2,1
424,Next episode कहिले?,1
425,where is part.two,1
426,NEXT PART ON MARTYRS DAY,1
427,@TheNepaliComment this is youtube not tiktok please release all in one video.,1
428,Nepal parja parisad = 1993 jeth 20,1
429,️ Something I Expect from you About Prem Acharya????,1
430,Kahile aauxa next series,1
431,Shahid ko balidan aaja neta harulai faida vaeko chha ra feri rana shasan ko anuvab garaideko chha.,1
