,comments,sentiments
42,"You didn’t Talk about inflation created by money over flow, the impact in banking sector, fluctuation of commodities price etc. Anyway very nice video.",1
43,THe best nepali youtuber with admirable content and Excellent Video editing and graphics ... keep goin dai,1
44,"Currently, the most informative channel of Nepal with unique content - The Nepali Comment",1
45,"Always remember. Every country is being run by different businessmen. If you sold your vote for Rs500 today, the politicians will take away more than that from you without your knowledge.",1
46,Your content is gold.,1
47,Hope you get 100k subs within this month,1
48,"Thoughts: okay, we need to tackle two problems:
 I) only those with the means are able to run for elections, which implies that competent aspirants without a vast treasury at their disposal won't be able to adequately run or campaign for their cause.

II) politicians are grossly exceeding the permitted limit, which implies that they're using black money to fund their campaign.

How can we solve the issue?

Here's my suggestion, we should make it so that candidates are not allowed to fund their campaign whatsoever, which creates an equal playing field and does not allow candidates to spend more than is necessary, obviously other caveates will have to be implemented, such as candidates are not allowed to spend more than a certain amount before elections and all expenditure before the elections must be declared and money used only for necessities (food, healthcare etc.) How can one promote their cause?  Well there are ways to do it for free, but this is the only solution that I see, but what about other commenters? What are ur criticisms and suggestions?",1
49,"Woow what a topic brother, keep growing 10X",1
50,I always wait for the next video. Even after the new one . I love The Nepali Comment.,1
51,Bro spoke the harsh truth ,1
52,genune and well study content man hats up.,1
53,"Nice edit
Ajay dai done a great job",1
54,You deserve more subscriber.,1
55,Been watching since you drop Civil war related videos.,1
56,Truely admire u bro ..,1
57,"Vote responsibly guys 
Specially Dadheldhura ko manxe...please yeuta ramrari bolna nasakni manxe lai 6th choti PM nabanaidinus",1
58,thank you so much for these kind of informations,1
59,"Please add English subtitles in your channel 
Great content.",1
60,"Instead of blaming these leaders we, the citizens of Nepal, have to play our role in democracy.
We can't say the winner will do the right thing, but we have to make sure that the leaders do the things, because it is democracy,  it is of the Nepali people, for the Nepali people and by the Nepali people.",1
61,i have to say the best informative nepali youtube channel ever,1
62,The most valuable youtube channel in Nepal!!,1
63,"@thenepalicomment please make a video on how to
vote.Basically the voting rules and regulations…… i
wanna vote and the voting system is very
confusing.. it will be of great help.",1
64,So truth brother  love your contents,1
65,"Most of the young Nepali youth don't even know how political parties works. FYI, we are already doomed. Fairly Nepal ma jitdaina , jitepani India le ramro garna didaina.",1
66,Probably the best and the most genuine Youtube  channel of Nepal Rn.,1
67,Best channel I have found on Internet,1
68,Thanks. love your videos,1
69,Same for all countries not only ours,1
70,"Educational loan......hah...yo vako vaye...
Edit 1;  losing hope in Nepal...
Easy for financially well off people or one without a real ambition to say otherwise",1
71,5 year ko total salary vanda election expenses jyada vayepaxi corruption ta 100% MP le garney vai haley ni....,1
72,"And those party will buy many groups like student sang, cast group, tauke gangs and clubs from that region. It works as package of 5,6,10 lakhs for election.",1
73,Good job bro .....,1
74,One of my best Nepali YouTube Channel ,1
75,yo tw one of the best content to change  in election,1
76,"dherei xoto vayo k video alikati laamo banaunu na 
Anyway best content provider 
Let's go for 100k subscriber.",1
77,Please make video on FIFA World Cup Broadcasting Rights in Nepal bought by Media Hub.,1
78,Advance congratulations for 100k,1
79,"Election ma dherai kharcha hunu pani Corruption hunu ko main reason ho..
So, Independent jastai Harka Sampang lai vote gara",1
80,"They could have invested that huge amount in development, what a corrupted mind after all.",1
81,,1
82,MY favourite Nepali YouTube channel️,1
83,"Make a video about downfall of ""bibekshil sajha party"" and  conspiracy of ujjwal thapa",1
84,Unseen information revealed . Thank Bro,1
85,,1
86,"Parties ko masu bhat, rakshi,beer sabai dankau, vote halda xai suitable candidate lai deu. Tit for tat",1
87,Nice video,1
88,"I am First Viewer ️
Loves your Content dazu 
Love From Gulmi ️",1
89,यस्तो भिडियो ट्रेण्डिङ मा ल्याउनु पर्यो,1
90,wow sir nice video appreciated,1
91,my fav youtube channel the nepali comment and in depth story,1
92,"Euta ni video hern naxutako mai matra ho ki ️
well researched!️",1
93,Thanks brother.,1
94,video ekdam ramro tara like nau hajar pach saye crored bhnaya kun number system ho ?lol love ur vids,1
95,"*Misguided Nepal
*In-Depth story 
And The Nepali Comment ( ours Nepali cmnt)
Are the Best Nepali yt channel.",1
96,Please make video on midea hub and world cup trauma,1
97,No not again,1
98,You are right bro️🇳🇵,1
99,bother Your message is true,1
100,how much did balen spent then ?,1
101,"The people blindly support their party due to the benefits they get for example  tyo afule liyeraa hedeko neta le jitxa ani neta haru ley Job dinxan  kunai pani  sarkari Kam fast hunxa yesko lagi ni manxe uniharusanga close hunxan hamro desh ma sabai thau power lagxa tyo hamile manisakeu tyo thavako sakyo yo change hunalai ajjai 2, 3 chunab paxi hunasakxaa",1
102,Research level Extreme,1
103,Janta le sath diyaxan vane kharcha dher hudaina . Jay Nepal ,1
104,Now about A division league  club their  owner and  earnings ️,1
105,you r such a good youtuber,1
106,समानुपातिक सिट कसरी बाँडफाँड गरिन्छ ? yo baarey maa video banaunus na hai sir.,1
107,Khatra respect,1
108,Your all video  is very interesting,1
109,You Are you awsome Bro,1
110,Got it,1
111,dai tapai ko thumbnail kaslo banauxa tapai la ki freelancer..   And how much he charged for one thumbnail,1
112,Aba xai ramrro lai jitam sabai mileraw,1
113,Young politician should stand up and fight rightfully for the people Nepal. Rather than getting busy in tik tok and all,1
114,Educational video ,1
115,There was an election in my neighborhood,1
116,"Tell me guys, are you ready to cast the right vote THE WISE VOTE??",1
117,last I remember we spent 382064312rs on bribes alone I mean kinda nuts but eh,1
118,Your video needs to be  a bit longer bro,1
119,"all the videos shown audio used all are to the content, none used only for influential purpose",1
120,I thought you will give msg to viewers to hold ' no not again ' .....,1
121,,1
122,"How much does it Cost to WIN an Election in Nepal? 
Before: Money and connection with false hopes
Now: I dont know bcoz #nonotagain",1
123,Great dai keep it your this work,1
124,Bro Balen le 4 lakh chanchun matra garera 60k+ vote lyayo ,1
125,Nepali dhruv rathee ️,1
126,networking business ko fraud barema   video banaunu paryo,1
127,You are write bro big fan bro,1
128,"Lots and lots of law need to be changed .
Wish this time right candidate get chance .",1
129,,1
130,"cooperation, please reply",1
131,"Ho thik vanyo yo khate haru paila chunabi agenda liyera ghar dailo ma ho hajur hunxa hajur vanera ramro ramro kura garera janta lai lovyauxan ..Paisa panii sabai tannai black bata white ma convert garne garxan pani hola .jaba yini haru satta ma pugxan afno investment ko paisa 2x, 5x jatti pani garne vai halyo desk ko ta matlab nai vayena jaba afu power ma pugepaxi. Janta pani tei ali raksi masu khaye paxi dhanga .Yesma 2 koi galti dekxu .. Tesaile afno vote yestalai halnu vanda varu paisa kam nai kharxa  kina nagaros ramro manxe lai vote halnus aile ko bela ko election ma laddai 6 vanera thaxaina vanera paiyenna ..5 years ko kura ho yini haru aile aune ho ghar ghar ma 5 barsa samma audaina ..Vote le kati farak parxa ra tarseko 6 vanera balen le jiteko matra here pugxxa ta ..Aba pani nepali ko buddi ayena vanne tei ho afno santan khadi ki australia ko visa try garrne vayek aru option xaina ra feri nepal jaile yestai ho vannera tauko ma haat rakha bikalpa xaina..Yespali paileko vanda dherai ramro manxe election ma utheko pani 6 matra hamile support garnu jaruri dekhinxa..Rational vayera 1 choti cool mind sochum sabaile .Jay Nepal
# No not again",1
132,I need background music's name hardly...if anyone knows..please tell,1
133,Bro india. Ko election ko chunab kharcha heryo bhane danga parcha Rs. 9000 Crore ta k panibhaina,1
134,"i am not selling my vote indirectly i am increasing my expenses from food , transportation, fuel, education fee. 5000 ko vote bechara 50000 ko expenses badxa 5 barsha ma so this time vote is not for sell.",1
135,"Again, don't just scratch the surface.",1
136,,1
137,Please make a video on the Rise and Fall of JASAPA and NESAPA,1
138,Very good.....Jantaa BAAT tax uthaauuuuuu.....ramro,1
139,Everything is wasted !,1
140,20 30 lakh ta 1 din ma garxan,1
141,,1
142,"Kharcha avg. 4 crore
jitepaxi corruption 44444 crore",1
143,Plz make video on Sagar dhakal not giving for publiccity,1
144,"हरेक प्रतिनिधि सभा सदस्य हरु को ठाउँ नाम छेत्र बारेमा जान्कारी दिनु परो को को कुन कुन पाटि बाट का बाट को को उठेका छन्न जान्कारी पाउ न सर कृपया ।
नेपाल भरी को",1
145,Election jitna kina paisa chaiyo ramro kura garyo development garyo bhane junai pani manxe le teslai nai vote dinxa ta,1
146,Daju civil war ko aru ni video chai yo,1
147,"Etro informal economy cha koipani fully auditma chainan...ani fake paper ko bigbigi chha...bahira jaana fake income dekhauchan badai chadai... Gharjagga karobar grda ghatayera dekhauchan...Kar chhali sabaile grchhan...dherai illiterate haru nabuji yestai illegal hisable chalchan but Janney bujney Pani chup lageyra basera yesai ma ramauchhan...esari chaleykocha desh....formality matra ho vanney cha rules nepalma...

Politicians ko hakma dherai donation aauchan vrastachar nai grna pardaina aba tyo taxable hoki k ho...k vanney Testo income lai...",1
148,"यस चुनाबमा एमाले, मावोबादि, काङग्रेश र रा.प्र.पा आदि जस्ता (Tried, Tested & fail) पार्टीहरु भन्दा ""राष्ट्रिय स्वतन्त्र पार्टीलाई"" (कार्यक्रता नभएको पार्टी) भोट दिनुहोला र परिवारलाई पनि फकाउनु होला ।",1
149,Good video,1
150,"Everything is business, politician ko kand haru lai kosle herne, chor jati front line ma chan, kasle k garna sakcha yo desh ma neta party haru ko , GUNDARAJ vaisakyo NEpal ,, SAdly tyo GUNDA haru kahile sarkari hospital ma vetinchan tw kahile police station ma,,,",1
151,Janta veda vayesi kasko k lagxa️️,1
152,who should we vote...?   For better Nepal,1
153,NEPAL WILL SINK LIKE TITANIC AND NO ONE COULD DO NOTHING ABOUT IT ,1
154,Stay safe,1
155,Chor nai chor xan but yo Pali ramro manxe haru le jitya xa but mathi ko 3 tauke haru namarikana yha kei hunna .#,1
156,9500crore seriously,1
157,4:05 4 crore ? maile dekhya anusar taw 40 lakh xa taw  ani 4:08 ma not 2 crore but 20 lakh isn't it ?? ,1
158,"What Nepal ,????",1
159,NO NOT AGAIN,1
160,"jaba samma janta sudrina khojdaina ni taba samma desh sudarchu bhanera ek jana le sakdaina
desh sudarna afu bata suru koi gardaina tara sudreko chai herni re tyo pani corruption garera n garayera",1
161,Sagar Dhakal ko barema ni dai,1
162,"Etro crore bhanda mathi kharcha garera chunab jiteka le
Power pae-pachi sab loottantra macchauney nai bhae....  

Policy making ma, business man haru bata paisa khaera, policy banai halchan....

Banana democratic republic of Nepal ho. 

Herdai janus iniharu le k k garchan....",1
163,rule banaunaee nai rule lai follow garxian tw anee,1
164,Please make video of Sagar dhakal,1
165,Donot know why but corrupt peaple are eating Nepal and future is going wrong way,1
166,"Presidential system.
2 parties.",1
167,All the time we criticized about leader but at the time Of elections we are  go after masu. Bhata ,1
168,जति ठूलो खर्च तेति ठूलो भ्रष्टाचार,1
169,"यति धेरै पैसा खर्च गरेर जिते पछि यिनिहरुको उदेश्य पक्कै पनि कमाउनु हो , अनी देशको बिकास कसले गर्ने, त्यसैले अब कस्तो व्यक्तिलाइ जिताउने जिम्मा नेपाली जनताको हातमा",1
170,Election ma kharcha gareko ho bhane chai khoi ta hamile paisa paako election ko bela. Ghanta pani vote didaina abo.,1
171,Liked it without watching ,1
172,Make parbhu shah candidate of Rautahat chetra no.3 most expensive election place ! 45 crore kharcha gareko cha parbhu shah le but sad news is jityo !,1
173,Paisa bhanya power ho ni.,1
174,"5:58 
Vote golbheda ?
Nice one 
Aaba tei chunab chinna aauna baaki xa",1
175,Vote for Rabi Lamichane,1
176,Hana kati saro luteko raixan ta atro kharcha garna lai!!! Aba Pani na jagi kaile jagxau janta!,1
177,"Paisa dine vaneko sab bank le ho , aile loan magyo vani kunai bank le didaina , ani lekhera rakhda hunxa sagar dhakal pm bandaina",1
178,Nepal ko rqjneti nai yastai xa,1
179,Nepali horu Veda janta vanera atikei vandeinan ta Khali paisa ra masu raksi ko lagi vote dinxan.  Ko sahi manxe ho tyo kailei herdeinan ani Khali bhrashtachar vyo desh vikas hunu paro vnera sapana dekhxan,1
180,oscar wala video aako jasto lageko thiyo esmai ho ki ka ho hajur,1
181,कस्सम केही बुझेको भए मार्दिनु...करोड भन्या थोरै पैसा होर,1
182,"चुनाव भानेकोई देश को पैसा को बरबाद हो त्यो 
कासैले बुजदैना नेता हारु लाई केही फारक परदैन ऊनी हरुको पैसा पर्ने होइना जीते पछि
जाती परे पानी रिकवर भाए हाल छा ",1
183,"What yr ? 
I think 30 lakh is more and much for a single person in election 
Chunab lai kharcha hunxa ra ?? 
Harka sampang balen le kharcha nagari jitxan ani yo chutiya haruu lai chai 30 lakh le ni pugya xaina ajha .",1
184,9 haraz 500 crore thena hai tya,1
185,Keep up the good work,1
186,Yo ta janta haru ko mistake ho tai chor political lie matra jetai rakcha,1
187,Video alli xoto huna thalyo dai pahila ko vanda,1
188,HIYO,1
189,"Almost $800m dollars 
Ani America 🇺🇸 batw 500m dollars chai donation Magxa mug des🫠",1
190,If only that amount of black money could have been used for development works...Every day I find a new reason to leave this country,1
191,NO NOT AGAIN,1
192,NO NOT AGAIN,1
193,NO NOT AGAIN,1
194,NO NOT AGAIN,1
195,NO NOT AGAIN,1
196,NO NOT AGAIN,1
197,NO NOT AGAIN,1
198,NO NOT AGAIN,1
199,NO NOT AGAIN,1
200,Ajai sabai jana masu bhat ma vote dhinu hola hai janta haru,1
201,No not again,1
202,Mayor ko chunab ma 7 crore jati mero nagarpalika ma uml lae gareko thiyo yo ta jhan thulo chunab ho,1
203,Desh Bikri ma xa janta pani mileko xan bechna,1
204,Ghus chei arab ma khancha sure ho,1
205,K ka 30lakh hamro jajarkot ma meyor huna crores bhanda ajhaii Badi lageko xa,1
206,Satya kuro.,1
207,"Jhandai 100 kharba ta chunab prachar prasar mai jado raicha...
Ani kaso na hos ta market ma liquidity crisis....haha

Jai BHEDABAAD. Jai JHOLEYBAAD.

100 Kharba le bikas nirman k k huna sakthyo hola?",1
208,Koi swatantra le haldeu na case sunduem chunab ko mukh ma jail gaye nepal ka nepal chalaune buda pakha haru ,1
209,"1. Raja hatau desh ko bikas garau vanne chor haru le 
2. INDIA ko DADAgiri cha ,,,katai simana micheko cha, kunai thau ma goli haneko cha, tw katai lalpurja vayeko jagga lai INDIA vandai ghar bhatkayeko cha .
3. India- NEpal border area (Sudurpachim-7 , Gaddachauki),, Dherai Nepali women (age-22-45) Kirana pasal ko saman daily basis ma india bata Nepal pugauchan, And INDIA ko border ma baseko indian SSB le barasu(YEAR)  dekhi sosan gardai aayeko cha, HOurs Garmi ma gham ma line lagaune NEpal jana nadine, VERabally abuse garne, lauro liyera hanne, disrespecting dominating behivior, sexually harrasment garne, naganrna diyoo vane saman lagna nadine, AND yo barema kasaille kunai action liyeko chaina, sayad yo  kura haru yati dark cha ki kasai foriegner sanga discuss garyo vane movie ko script ho vanne ho,, 
MALE CANDIDATE HOS YA FEMALE MACHIK** MADARCH** VANERA BOLAUNE INDIAN SSB CHAHE JO KOI HOS 
FACTS:-
SAB CHUP CHAN KOI KEHI BOLDAINA, SAB CHUP CHAN 
GOLI HANEKO CHA INDIAN SSB LE NEPALI LAI ,, SAB CHUP CHAN 
LALPURJA VAYEKO JAMIN INDIA LE KABJA GARYO KAISAIKO GHAR RAHENA,, SABAI CHUP CHAN 
DAILY BASIS MA RAPE ABUSE SAHERA AAFNO PET KO LAGI KAM GARDAI WOMENS HARU (SAB LAI YO KURA THA CHA ) ,, SAB CHUP CHAN 
POTICS RA DESH MA INDIA KON HEAVY INFLUENCE CHA 
21ST CENTURY MA KOI KAISKO DESH MA GUN LIYERA GHUSNE HOINA, YO SLAVERY HOINA TW K HO 
BORDER MA VAYEKO MANCHE BAHEK ARU LE  DHERAI DEKHEKO NAHOLA BUT REALITY DHERAI DARK CHA 

MY PERSONAL OPINION :-
HAMI SANGA FREEEDOM CHAINA, HAMI AJHAI SLAVE NAI CHAU 
MONEY ,POTICAL CONNECTION, RA KEHI NAVAYEKO MANCHE KO LAGI KANUN NAI CHAINA
RAPE-MURDER-SCAM-DISCRIMINATION SAYAD HAMRO DESH MA LEGALLY VAIRACHAN , 

JUSTICE GARNE AAFAI CHOR CHAN RA JUSTICE KO DESCRIPTION LEKHNE MACHE HARU AANDHO , 
THANK YOU FOR READING.................
SABAI CHUPPA CHAN BC",1
210,bhot for halo,1
211,"1 month masu bath raksi khanna pauncha vanera, nepal ko future lai birsi dine nepali bheda haru chan... #nonotagain",1
212,"निर्वाचन आयोग: चुनाब मा एक उम्मेदवारले एभ्रेजमा ३० लाख सम्म मात्र खर्च गर्न पाउछ।
""यो त सब भन्ने कुरा न हो"" रामकृष्ण ढकाल को गीत ब्यकग्राउन्ड मा बजीराको होला।",1
213,Sagar dhakal ️,1
214,Ballla  bujdaiixa nepaliharuthukkka   timiharuko  jindagi  .kehi  hunewalaxaina .yettikai  marxa  nepalharu ....bicahara,1
215,Sala 9500 crore kharcha matra vanesi jitisakesi karaudau karod ta ekdin mai gayab banaune rahexa yiniharule,1
216,Nepal ko chunav ayog vrasta ho,1
217,ghar ka bhaiko ya bhako sab merai ghar ho,1
218,पैसामा बिकेर आफ्नो खुट्टामा आफैं बन्चरो हान्दैछन नेपालीहरू,1
219,Every time I watch your video at last your depression can easily be seen on your voice ur expressions and the dark part that's soo unacceptable and filthy. Mey we get the right candidate win this time plz,1
220,Swagat Gyawali dai jastae aawaj,1
221,NONOTAGAIN,1
222,Tax kati tirna parxa ta 950 crore ko?,1
