,comments,sentiments,clean_comments
10,"Salute to you for your research about Dr CK Raut
He is a living legend 
May all Nepalese think once about the condition he or madhesi people have faced
So we all should be together..
No discrimination
We all are nepali",1,salute research dr ck raut live legend may nepalese think condition madhesi people face together discrimination nepali
11,"1. In depth story
2. The Nepali Comment
3. Nepali Gyan 
4. Ramdom Nepali 
5. Misguided Nepal ",1,1 depth story 2 nepali comment 3 nepali gyan 4 ramdom nepali 5 misguide nepal
12,"Beautifully presented; the background music and the transition were beautifully covered. 
Hats off to the whole team. 

Thank you for teaching us this.",1,beautifully present background music transition beautifully cover hat whole team thank teach u
13,Tough time creates strong men and he is the special one .,1,tough time create strong men special one
14,"Being a neutral of all politics I may say  his struggle as a boy from small village to  a scientist appointed in America must be a tough journey. This man have balls to change the future of Nepal. 
But it's pity Nepalese don't want a intellectual leader. 
I wish for his success ️",1,neutral politics may say struggle boy small village scientist appoint america must tough journey man ball change future nepal pity nepalese dont want intellectual leader wish success
15,"What a content my bro.
I did not knew his backstory, you've changed my view of him.
Keep up the good work brother! ️",1,content bro know backstory youve change view keep good work brother
16,"The way he said ""Madhes ko Nepali"" was Awesome.
thank you Bro for this balanced words.",1,way say madhes ko nepali awesome thank bro balance word
17,"We like to brag so much, Nepal is a tolerant and peaceful country with no discrimination. I am a young girl from Janakpur, and I can assure that there are many levels of discrimination in this country. They just make you feel inferior, even if they don't speak, you can see it in their eyes being treated as ""second class citizens"". This truly needs to stop. I am a proud Nepali and nobody can thief my identity 🇳🇵",1,like brag much nepal tolerant peaceful country discrimination young girl janakpur assure many level discrimination country make feel inferior even dont speak see eye treat second class citizen truly need stop proud nepali nobody thief identity
18,"Totally explains about actual Dr. CK raut, No one explains like that, it help to spread positivity about Dr.ck raut bcz most of peoples of Nepal don’t know what he actually wants to do for madhesh.

His history is truly inspiring
Jay Nepal jay Madhesh",1,totally explain actual dr ck raut one explain like help spread positivity drck raut bcz people nepal don t know actually want madhesh history truly inspire jay nepal jay madhesh
19,Till now I really misunderstood about Dr. CK Raut. But after watching this video my whole concept changed about him and problems which our terai people had to face. Thank you entire team for this wonderful video.,1,till really misunderstand dr ck raut watch video whole concept change problem terai people face thank entire team wonderful video
20,He is an educated guy and I respect him for that .,1,educate guy respect
21,CK Raut has touched my heart,1,ck raut touch heart
22,Without proper knowledge don't judge anyone ......Great videos......Dr. ck raut ,0,without proper knowledge dont judge anyone great videosdr ck raut
23,CK raut is true leader who fight against discrimination that terai citizen has been facing from so many years ! Thank you nepali comment for this amazing content! Loved it ,1,ck raut true leader fight discrimination terai citizen face many year thank nepali comment amaze content love
24,The bio graphy of Ck raut was inspiring  .  Unity is Power >3,1,bio graphy ck raut inspire unity power 3
25,Thank you for enlightening us about CK RAUT ...so inspiring story,1,thank enlighten u ck raut inspire story
26,"Having been born and brought up as a Madheshi in Kathmandu, I can say that the discrimination and inequality is for real. By being called names such as ‘dhoti’, ‘marsia’, ‘bhelle’ and what not, people from Madhesh don’t get equal treatment be it in jobs, or anywhere for that matter. It is high time that the voices of people from Madhesh get heard and the attitude towards them changes for the good.",1,bear bring madheshi kathmandu say discrimination inequality real call name dhoti marsia bhelle people madhesh don t get equal treatment job anywhere matter high time voice people madhesh get heard attitude towards change good
27,"We all are equal according to the constitution of our nepal
Jay Nepal Jay Madhesh🇳🇵🇳🇵",1,equal accord constitution nepal jay nepal jay madhesh
28,Didn't know he is also an engineer and yah such a inspiring and motivating story.,1,didnt know also engineer yah inspire motivate story
29,A video on the motivational speaker Saunak Bhatta and what he had achieved prior to motivational speaking would be appreciated bro.,1,video motivational speaker saunak bhatta achieve prior motivational speaking would appreciate bro
30,Huge respect for showing the reality️️,1,huge respect show reality
31,"Very well compiled , pure unbiased and researched  
 .Thank you for floating the dark truth around that has been suppressed & submerged as a result of racism and double standards of our own .Madhesi are equally  Nepali . The very soon it gets acknowledged ,else we will be scarehunted with same Separatist agenda time and again in the future for their mere identity ; which is nothing precious to ask , it's basic and fundamental right of people of Madhesh to live with dignity by being virtue of a Nepali citizen .
Thanks again ",1,well compile pure unbiased research thank float dark truth around suppress submerge result racism double standard madhesi equally nepali soon get acknowledged else scarehunted separatist agenda time future mere identity nothing precious ask basic fundamental right people madhesh live dignity virtue nepali citizen thanks
32,never judge a book by its cover another good lesson,1,never judge book cover another good lesson
33,"Mob mentality is such a big problem in this world, prominently in Nepal. As much as we would like to think Nepalese are such good people, the reality paints a horrible picture of discrimination and societal chaos. I know there are absolute treasures in this country, but there are so many monsters in the form of people here as well. I never understood why such a turmoil was created in the first place when I first heard of it. I remember feeling distraught at having people wanting to break away from their identity from Nepal. But now I know. I know sheeps in this country made those discriminated feel like they had to be represented differently. It is what it is. The only way it can be remedied is getting their trust back and reminding those following the mob why secularity is a treasured identity in this country.",1,mob mentality big problem world prominently nepal much would like think nepalese good people reality paint horrible picture discrimination societal chaos know absolute treasure country many monster form people well never understood turmoil create first place first hear remember feeling distraught people want break away identity nepal know know sheep country make discriminated feel like represent differently way remedied get trust back remind follow mob secularity treasure identity country
34,"He's voicing concerns what many other ethnic group of Nepal have struggled to do so. Identity crisis where one feels alienated in one own birth country, can't be worse than anything a person may experience in his lifetime.  So hats off to this guy for standing up on behalf of all Madhesi minorities subject  to suppression  by the leftist agenda.",1,he voice concern many ethnic group nepal struggle identity crisis one feel alienate one birth country cant bad anything person may experience lifetime hat guy stand behalf madhesi minority subject suppression leftist agenda
35,"One Nepal, One Nepali. which contains of every caste, colour, religion! ️",1,one nepal one nepali contain every caste colour religion
36,I really respect that guy.,1,really respect guy
37,Great job bro .... i respect ur honesty. 1st time i hv seen someone is making video on Madhesh Topic with accurate information. we will always support you.,1,great job bro respect ur honesty 1st time hv see someone make video madhesh topic accurate information always support
38,"He is face of every madheshi , i still remember when i was 8-9 yrs i came Kathmandu, that time  local and hilly people discriminated madheshi it was very hurtful. Dukkha tw teiti kher hunthiyo jab  nepali huda pni Indian ko tag dine but nowadays everyone gets equally right.  ratio of  discrimination has decreased, tar purna rup le samadhan vayeko xaina #Jay_Nepal_Jay Madhesh",0,face every madheshi still remember 89 yr come kathmandu time local hilly people discriminate madheshi hurtful dukkha tw teiti kher hunthiyo jab nepali huda pni indian ko tag dine nowadays everyone get equally right ratio discrimination decrease tar purna rup le samadhan vayeko xaina jaynepaljay madhesh
39,"He is the best politician of Nepal, no one is more  better educated than him in th assembly , we are proud to have a such a leader from Nepal. He will for sure make our country to grow econimically and culturuly.",1,best politician nepal one better educate th assembly proud leader nepal sure make country grow econimically culturuly
40,"Well researched and Unbiased content, That's Great ",1,well research unbiased content thats great
41,"म राजनीति त खासै बुझ्दिन।
तर 1500 सम्म नहुदा देखि Dr. सम्मको यात्रा पक्कै सजिलो थिएन । 
I'm proud of you sir ️
कस्सम!!! आँसु नै आयो ",1,1500 dr im proud sir
42,Unbiased content. Truly loved it. Jay Nepal,0,unbiased content truly love jay nepal
43,"Better than Some movies , impressive work . Storytelling and documentary amazing level",1,good movie impressive work storytelling documentary amazing level
44,got to know many things about him and his moment. Big respect to you guys.,1,get know many thing moment big respect guy
45,Thank you brother for raising our voice in a better and effective way,1,thank brother raise voice well effective way
46,Thank you The Nepali Comment for putting forth your true and unbiased comments. Means a lot.,1,thank nepali comment put forth true unbiased comment mean lot
47,keep up the good work ! nice and hard working content ,1,keep good work nice hard work content
48,Finally the fact has been revealed this is the truth as i had been watching all these  from childhood..really hats off to dr ck raut..sir️,1,finally fact reveal truth watch childhoodreally hat dr ck rautsir
49,You are doing a very great job brother.,1,great job brother
50,Kudos to the entire team of the nepali comment.... U are giving good message to all the people....love everyone we are same bro ....and dear ck raut i am from saptari  and we desperately wanted to see development our last hope is u ,1,kudos entire team nepali comment u give good message peoplelove everyone bro dear ck raut saptari desperately want see development last hope u
51,You did such wonderful research. Hats off to you brother.,1,wonderful research hat brother
52,"Bro just read the comments on your community post. Nepali haruko madhesh prati ko views tha hunx. Why did he plan to make madhesh sovereign nation? Because, Nepalis don't consider Madheshis Nepalis. 
Aafnai desh ma doshro darja ko nagarik hunu parepaxi k hunx aru? This guy is the most eligible to be in our parliament and I'm sure he'll do great things in favor of Nepal and Nepalis.",1,bro read comment community post nepali haruko madhesh prati ko view tha hunx plan make madhesh sovereign nation nepali dont consider madheshis nepali aafnai desh doshro darja ko nagarik hunu parepaxi k hunx aru guy eligible parliament im sure hell great thing favor nepal nepali
53,We support Dr CK Raut ️️,1,support dr ck raut
54,"I'm a Nepali but born from India.... I see that there's lots of discrimination among the various Nepali tribes. Like Kami , Domai so and so  We should change our mentality and work towards treating everyone as equal",1,im nepali born india see theres lots discrimination among various nepali tribe like kami domai change mentality work towards treat everyone equal
55,Hatsoff to you  for your efforts.,1,hatsoff effort
56,Thank you for a very balanced report. It was very insightful.,1,thank balance report insightful
57,"Thank you brother ️️
Got goosebumps",1,thank brother get goosebump
58,Thank you so much for making this video.. Love you. Nepal desperately needs leaders like CK raut.,1,thank much make video love nepal desperately need leader like ck raut
59,Not only people of madhes but also the indigenous people of nepal are in identity crisis government should address this too ,1,people madhes also indigenous people nepal identity crisis government address
60,"Highly influencing video, extraordinary explanation skills. Best wishes in the day to come.",1,highly influence video extraordinary explanation skill best wish day come
61,He has made us realize that Madhesi people are our brothers and sisters,1,make u realize madhesi people brother sister
62,"Great inspiring Story !!
Your are a true reporter.️
Hate & missunderstanding get spread easily.  ButTruth takes time 
 ️🇳🇵",1,great inspire story true reporter hate missunderstanding get spread easily buttruth take time
63,"I'm from pahad and 2 of my very close are from madesh. There is no country in the world with no issues. One issue is resolved and another arise. The sun rise and it set. Morning will come and it will go. Not only me but there will be day, someday in future where we all will be under one roof, exchanging culture, belief, freedom and love.",1,im pahad 2 close madesh country world issue one issue resolve another arise sun rise set morning come go day someday future one roof exchange culture belief freedom love
64,"Truly inspiring story lots of love Dr ck raut 
Legend of madhesh",1,truly inspire story lot love dr ck raut legend madhesh
65,"I see a GRE book on the background. Are you applying to the US brother? Even if you come to the US, please don't stop making these awesome videos.",1,see gre book background apply u brother even come u please dont stop making awesome video
66,"No word,  for your effort brother ",1,word effort brother
67,Real hero in one sentence ️,1,real hero one sentence
68,Now this is a  well made presentation.Subscribed ,1,well make presentationsubscribed
69,"This is so well done by The Nepali Comment. I am telling you this as a person/journalist who covered CK Raut's activities, mainly a series of articles including the investigative story on Ram Manohar Yadav's custodial death and his family's struggle for receiving the dead body, for The Kathmandu Post.",1,well do nepali comment tell personjournalist cover ck rauts activity mainly series article include investigative story ram manohar yadavs custodial death family struggle receive dead body kathmandu post
70,"Just love it @THENEPALICOMMENT team
Never saw such a unbiased details on DR CK RAUT from nepali media
Thank you️",1,love thenepalicomment team never saw unbiased detail dr ck raut nepali medium thank you
71,Bravo!! This is well presented video ,1,bravo well present video
72,He is one of the most talented guy in Nepal.,1,one talented guy nepal
73,Congratulations brother and wishing you better for upcoming days ️🇳🇵,1,congratulation brother wish well upcoming day
74,Goosebumbs great man,1,goosebumbs great man
75,Amazing research brother. Love your videos ,1,amaze research brother love video
76,History Chnage Garnu Parxa ️ Yo Desh sabai ko Ho Hami le hernia najar change hunu parxa Jay Nepal,0,history chnage garnu parxa yo desh sabai ko ho hami le hernia najar change hunu parxa jay nepal
77,Beautiful video bro.. really appreciate your work.,1,beautiful video bro really appreciate work
78,"Wowww  Wowww..... what a well researched ,  eye opening, unbiased heart touching , unknown truthfull video of TRUE warrior!!! ... my whole perspective changed now about Dr Ck Raut!... I m with him too... stop racism n discrimination!",1,wowww wowww well research eye open unbiased heart touch unknown truthfull video true warrior whole perspective change dr ck raut stop racism n discrimination
79,"I thought CK Raut was villain due to media influence of course, but this video has changed my perspective. At the end of the day we all have to agree that there is discrimination against madhesi people and one way we can solve it is by changing ourselves on personal level and treating our friends and colleague from Mahesh like one of us.",1,think ck raut villain due medium influence course video change perspective end day agree discrimination madhesi people one way solve change personal level treat friend colleague mahesh like one u
80,"Great,keep it up bro  
We fight for discrimination",1,greatkeep bro fight discrimination
81,Never knew he was & is a legend ,1,never know legend
82,"It is very unlikely for an under developed and poor nation like Nepal to make and enforce such programs and rules that could end the discrimination that lies amongst its people. Mass awareness campaigns with complete overhaul of education system is crucial to end any kind of discrimination or prejudice. Even after such awareness govt will need to prepare upliftment programs like quota system and prioritization schemes and inbuilt them in most of its activities (which actually is getting more unpopular in Nepal nowadays). The sheer amount of capital and human resource which the government will have to input in such programs is almost a dream in the current economic scenario. Even the richest of countries have been unable to completely eradicate discrimination amongst its people, so to expect a complete change in the nepali community within a few years or decades is foolishness. 

However the demand of equality and equal behavior is crucial now then ever. And the achievement of this goal is more in the hands of people than the government. We, as people need to change ourselves in this context, and the saying ""If You Want To Change The World, Start With Yourself First"" is most applicable here.",1,unlikely developed poor nation like nepal make enforce program rule could end discrimination lie amongst people mass awareness campaign complete overhaul education system crucial end kind discrimination prejudice even awareness govt need prepare upliftment program like quota system prioritization scheme inbuilt activity actually get unpopular nepal nowadays sheer amount capital human resource government input program almost dream current economic scenario even rich country unable completely eradicate discrimination amongst people expect complete change nepali community within year decade foolishness however demand equality equal behavior crucial ever achievement goal hand people government people need change context say want change world start first applicable
83,"Nice video and nice moral, whoever we are and wherever we are from, we are nepali and we all are one",1,nice video nice moral whoever wherever nepali one
84,"Thank you Thank you and Thank you so much of entire team of The Nepali Comment for making this beautiful content , Dr zCK Raut is the Real Hero and Legend of The Nation and Madhesh,  Love you Dr Ck Raut and please don't stop now , God bless you , Osho Bless you",1,thank thank thank much entire team nepali comment make beautiful content dr zck raut real hero legend nation madhesh love dr ck raut please dont stop god bless osho bless
85,"You covered all the information really well, Good Job brother",1,cover information really well good job brother
86,Thanks brother! i truely found you as a true nepali,1,thanks brother truely find true nepali
87,"Heart touching story for
CK RAUT sir jíï
Great sir ",1,heart touch story ck raut sir j great sir
88,"Great Thoughts bro
Jai Nepal 🇳🇵",1,great thought bro jai nepal
89,This is a quality content I was searching in Nepal .Your videos feel like dhruv rathee whom I regularly watch.,1,quality content search nepal video feel like dhruv rathee regularly watch
90,"Your content touches my heart, i appreciate your content .",1,content touch heart appreciate content
91,Very thoughtful analysis..inspiring..let's end discrimination,1,thoughtful analysisinspiringlets end discrimination
92,"Ck raut always in our heart 
One man army ck dada",1,ck raut always heart one man army ck dada
93,"""Nepal jogauna Madhesh nabhae garo xa."" He is a knowledgeable guy always talks with logic & we need change and stroger part of Nepal.",1,nepal jogauna madhesh nabhae garo xa knowledgeable guy always talk logic need change stroger part nepal
94,"Madhesh Movement, Tharu movement , Adibasi Janajati Movement happened for reason. There is more than 100 ethnicities, culture and languages in Nepal. At some point these people felt suppressed, unheard and suffocated in their own nation. Equal distribution of service, rights, opportunity and identity recognition is important in heterogeneous society.
A lot has changed and improved in new constitution but there is still a vaccum and questions that are not answered. Nepal is not ready for another civil war and cannot handle any movement. Unbiased intellectuals should come forward and fill those vaccums. Loud doesn't mean right.  We as a Nepalese need to listen each other and must understand the challanges of multi - cultured  society.",1,madhesh movement tharu movement adibasi janajati movement happen reason 100 ethnicity culture languages nepal point people felt suppressed unheard suffocate nation equal distribution service right opportunity identity recognition important heterogeneous society lot change improved new constitution still vaccum question answer nepal ready another civil war cannot handle movement unbiased intellectual come forward fill vaccums loud doesnt mean right nepalese need listen must understand challanges multi culture society
95,Only educated people can understand,1,educate people understand
96,"Keep it up man
You're doing great work.
It will catch up in time",1,keep man youre great work catch time
97,Thank you for making an unbiased video on Dr. CK Raut.,1,thank making unbiased video dr ck raut
98,"The content is always 
Hats off to you brother.
Ani tyo background music, Downton Abbey! I just love it.",1,content always hat brother ani tyo background music downton abbey love
99,"As great as always brother !!! 
 Excellent video.",1,great always brother excellent video
100,"man your presentation is really inspiring to us and do your best for truth kate tapai lai pni aru sita threat ta aaudaina ki yesto truth present garne if yesto bhayo bhane we are with you do not make  afraid these kinds of bullshit.
we are proud of having you.
we youth support you and rise together.
love you, bro.
we youth are the future of our country.
jay Nepal.",1,man presentation really inspire u best truth kate tapai lai pni aru sita threat ta aaudaina ki yesto truth present garne yesto bhayo bhane make afraid kind bullshit proud youth support rise together love bro youth future country jay nepal
101,Great content ,1,great content
102,What an analysis ! Great 100 out of 100,1,analysis great 100 100
103,"My take on Mr Ck Raut about his whole Madesh region to be separated and declared as a different nation is very smart move. The frustration and judgement which people from Madesh got was way too much for him to withstand and initially he rallied upon such a controversial topic to which people certainly craved upon. 
C'mon, realistically we know Nepal and the term ""Bisect"" will never come along and for a man with such a creative and intelligent mind he was very ahead in context of everything. He came, disputed, made his name on front page, people scratched, understood his agenda and today he is where he wanted to be.",1,take mr ck raut whole madesh region separate declared different nation smart move frustration judgement people madesh get way much withstand initially rally upon controversial topic people certainly crave upon cmon realistically know nepal term bisect never come along man creative intelligent mind ahead context everything come dispute make name front page people scratch understood agenda today want
104,Good job. Keep enlightening me with your knowledge.️,1,good job keep enlighten knowledge
105,Hats off to your timeline presentation... All the best ..,1,hat timeline presentation best
106,Thank you so muchhh for this amazing video️,1,thank muchhh amaze video
107,execellent content and  this video really changed my perception about CK Raut,1,execellent content video really change perception ck raut
108,I am form kalikot ....i always support good leadership no different man all man madeshi pahadi himali are nepali no discrimination ......no doubt️,0,form kalikot always support good leadership different man man madeshi pahadi himali nepali discrimination doubt
109,"I remember those days clearly when Hritik Roshan rumors was there that he doesn't like Nepali. I was in Class 1 reading in Nepal model academy which was in Kapan. Our home was in Baghbazar and we were rushed to Home from mid school and had to walk all the narrow paths. She really provided us all the security for so many child. The school teacher really did a nice job to leave almost every child to their home. Those memory are vivd and like photos in my mind. And I have to say, I dont like Nepali either... Blessed land with cursed peoples..",1,remember day clearly hritik roshan rumor doesnt like nepali class 1 reading nepal model academy kapan home baghbazar rush home mid school walk narrow path really provide u security many child school teacher really nice job leave almost every child home memory vivd like photo mind say dont like nepali either blessed land curse people
110,Sir we want next video about How the election of  Constituent assembly held  and how the Constitution made in Nepal....,1,sir want next video election constituent assembly hold constitution make nepal
111,What a good presentation?? It shows how Slowly madhesh is being viewed positively.,1,good presentation show slowly madhesh view positively
112,U killed it ,0,u kill
113,CK dai you did great job ,1,ck dai great job
114,Damn that Lorry on Fire Still Gives Goosebumps due the way the Driver Broke Down ,1,damn lorry fire still give goosebump due way driver break
115,In upcoming days he will be a hero in not only the politics of madhesh but of entire nepale... We heartly support CK RAUT....,1,upcoming day hero politics madhesh entire nepale heartly support ck raut
116,Visionary Leader ️️,1,visionary leader
117,Hard work always pays,1,hard work always pay
118,Love from india ️🇮🇳🇮🇳 but i am nepali ...... keep going    sir....jay nepal🇳🇵 jay madesh ️️️,1,love india nepali keep go sirjay nepal jay madesh
119,"We all Nepalese want respect...
Proud to be Nepali
Proud to be Madeshi....
We madeshi are not Indian .... No matter how we are addressed we will always be Nepali..... 
Don't overthink when your own friends say you Indian or Bihari..... You know what, their ass is also jealous of how much shit come out of their mouth.....",1,nepalese want respect proud nepali proud madeshi madeshi indian matter address always nepali dont overthink friend say indian bihari know as also jealous much shit come mouth
120,A misunderstood hero : The man got the real guts,1,misunderstood hero man get real gut
121,Thanks a lot dai for making this video ️,1,thanks lot dai make video
122,We're just proud of him,1,proud
123,Tears in my eyes..after knowing his history. I always seen him as a negative.,0,tear eyesafter know history always see negative
124,Legend Dr.ck raut️️,1,legend drck raut
125,Very informative with descriptions. Keep going with more. ,0,informative description keep go
126,I am just gonna say two words. Loved It,1,gonna say two word love
127,He's a just a gem,1,he gem
128,I really appreciate this guy ......he is the most educated person in nepal government....with a good vision,1,really appreciate guy educate person nepal governmentwith good vision
129,The Way you had put forward the concept is extraordinary,1,way put forward concept extraordinary
130,"Unbiased Analysis, Thank you The Nepali Comment Channel!",1,unbiased analysis thank nepali comment channel
131,Thanks for the research nd video on our hero of madhesh Dr.CK Raut,1,thanks research nd video hero madhesh drck raut
132,"The point he is making is true tbh.
We all in one point of our life have discriminated our madhesi brothers and sisters.",1,point make true tbh one point life discriminate madhesi brother sister
133,The real undisputed hero - Ck Raut,1,real undisputed hero ck raut
134,"1. Hit Like if you were also misunderstood to Dr. CK Raut till date. Thanks for the informative video. Hands Down... 
Every Nepalese deserves to know what's going on behind the scenes against  those mainstream medias.",1,1 hit like also misunderstood dr ck raut till date thanks informative video hand every nepalese deserves know whats go behind scene mainstream medias
135,The condition we are facing now in nepal is we are lacking educated leaders to rule the whole nation jaya nepal 🇳🇵,1,condition face nepal lacking educate leader rule whole nation jaya nepal
136,Content of this channel are getting good day by day,1,content channel get good day day
137,"In reality most of madheshi faces discrimination but irony is that Other Nepali come in support...
I faced discrimination too but was back supported by my other friends of same community........",0,reality madheshi face discrimination irony nepali come support face discrimination back support friend community
138,Great struggle by this man.,1,great struggle man
139,Living in Nepal as Madeshi is not easy. The foreigners think us as locals and the locals think us as foreigners.,1,live nepal madeshi easy foreigner think u locals local think u foreigner
140,Congratulations to the team..,1,congratulation team
141,he is definitely a misunderstood hero.,1,definitely misunderstood hero
142,So the main root of problem who caused this was hritik rosah  it’s crazy how most of all don’t know about this and even support him,1,main root problem cause hritik rosah it s crazy don t know even support
143,Well done team,1,well do team
144,hats off to your research and presentation style,1,hat research presentation style
145,Man your research is awesome,1,man research awesome
146,real hero of nepal Dr  ck raut hats off to him,1,real hero nepal dr ck raut hat
147,Perfect explained ,1,perfect explain
148,Nice content to watch  ,1,nice content watch
149,Thank you so much bro ️ keep going ,1,thank much bro keep go
150,voice of real nepali.salute,1,voice real nepalisalute
151,"This proves, how mature KP Oli as a Leader ! Why all other leader ( including Baburam) Bhattrai was against him, KP Oli respected agenda of Raut and brought him to the way of mainstream !",1,prof mature kp oli leader leader include baburam bhattrai kp oli respect agenda raut bring way mainstream
152,"I want to join your team. I share similar interests as you. your contents, POVs are awesome and interesting. 

I'd like to do research and production works for this channel,",1,want join team share similar interest content povs awesome interesting id like research production work channel
153,"I don't know why, but I respect this Guy.",1,dont know respect guy
154,i had never thought he is such a tallanted person . I always thought he is most wanted criminals. Thanks for this video.,1,never think tallanted person always think wanted criminal thanks video
155,I am from saptari and i true appreciate your all points,1,saptari true appreciate point
156,Another quality video brother! Keep it up! Do you have Petron or other a/c where we can support your quality work?,1,another quality video brother keep petron ac support quality work
157,Nice Content Dpesh and Team as always!,1,nice content dpesh team always
158,"Our Hero
Proud of you ",1,hero proud
159,The real YouTuber  ,1,real youtuber
160,Your content is best bro go ahead big support  to you,1,content best bro go ahead big support
161,Such a nice content. Bravo ,1,nice content bravo
162,Being a Yadav i know Upendra Yadav but I'm a big fan of CK Raut and i believe in CK Raut.He is a real man,1,yadav know upendra yadav im big fan ck raut believe ck rauthe real man
163,Great leader with great thought!,1,great leader great think
164,Great job bro.. hats  off,1,great job bro hat
165,"very nice video !! high quality contents and research , Great !!!",1,nice video high quality content research great
166,Always Apreciating,1,always apreciating
167,Wonderful video as always.,1,wonderful video always
168,"The line:
 Madesh   lai tukrauni vnda hami sabai le desh dhrohi vnyau
 Trw madesh ko nepali ma vayeko discrimination dekhenau 
  Truly inspiring CK raut.",0,line madesh lai tukrauni vnda hami sabai le desh dhrohi vnyau trw madesh ko nepali vayeko discrimination dekhenau truly inspire ck raut
169,"I have many friend from madesh,  we share good bonding, help each other ️, do party together, They also love me. We are Nepali I never think more than this️.",1,many friend madesh share good bonding help party together also love nepali never think this
170,I had these same thought from the beginning when I had heard about CK Raut.,1,thought begin hear ck raut
171,Thanks for such a wonderful content,1,thanks wonderful content
