,comments,sentiments,clean_comments
34,Omg! I got goosebumps hearing all these!!️,1,omg get goosebump hear these
35,Brilliantly put together. Really appreciate the time and effort you put in your videos. Looking forward to the next part. ,1,brilliantly put together really appreciate time effort put videos look forward next part
36,What a coincidence mate. Actually I have always praised your hard work and was patiently waiting for this video. Yesterday I found it but couldn't watch it because I slept. Now I am watching this video after one of the martyrs has just sacrifice himself for the nation by putting fire on him. RIP,1,coincidence mate actually always praise hard work patiently wait video yesterday find couldnt watch sleep watch video one martyr sacrifice nation put fire rip
37,"Those animation parts were very helpful and engaging. 
Waiting for part 2.",1,animation part helpful engage wait part 2
38,Cheers  to the people aside from Nepali bhedaa janta who are serious about our country,1,cheer people aside nepali bhedaa janta serious country
39,Absolutely needed when the sacrifices were going unheard and present way of life in Nepal is being taken for granted,1,absolutely need sacrifice go unheard present way life nepal take grant
40,"Thank you for the research and video. it's especially good for the new generation that can educate about our history.
I support this channel.",1,thank research video especially good new generation educate history support channel
41,Your explanation and video animation is amazing ️‍,1,explanation video animation amaze
42,Kudos to the team for relaying this information with amazing presentation..respect,1,kudos team relay information amazing presentationrespect
43,Great video. Even mobile addicted children can get information about history & martyrs. Keep up the good work,1,great video even mobile addict child get information history martyr keep good work
44,You are lightning  a change brother Expecting a lot from you,1,lightning change brother expecting lot
45,Thank you so much for providing such a deep information about our Great Martyrs..,1,thank much provide deep information great martyr
46,Editor did his part very well. Script is amazing as always.,1,editor part well script amazing always
47,Only channel were I get the brief knowledge about our history🇳🇵 Desperately waiting for further parts ,1,channel get brief knowledge history desperately wait part
48,I just love history I just want to listen history and love to do investigations on it . I start to imagine. Keep positing such videos it give a another level of vibes ,1,love history want listen history love investigation start imagine keep posit videos give another level vibe
49,thank for information sir. most of us don't know our own history but other countries. This info will help us alot.,1,thank information sir u dont know history country info help u alot
50,Wow! you did a great job. Love to listen more and share with my young friends.,1,wow great job love listen share young friend
51,A story that I've wanted to hear for a long time! eagerly waiting for the other parts...,1,story ive want hear long time eagerly wait part
52,Hello brother. can you make a video about Prem Prasad Acharya..i think his life journey and experiences are worth the effort for a video. We can learn so much from his success and failures in life and it also brings forth in light the corrupt government of nepal and also the system of lies and deception that is rampant in every aspect of the nepali business practices..,1,hello brother make video prem prasad acharyai think life journey experience worth effort video learn much success failure life also bring forth light corrupt government nepal also system lie deception rampant every aspect nepali business practice
53,"Can you provide source for the claim that Tribhuvan conspired to kill Juddha Shumsher?
Because Tribhuvan is known as quite a passive king and I had never heard of this incident .",1,provide source claim tribhuvan conspire kill juddha shumsher tribhuvan know quite passive king never hear incident
54,"Next level video...
We can clearly see your hard work",1,next level video clearly see hard work
55,Thank you for making this video. Very informative and necessary at the present moment.,1,thank make video informative necessary present moment
56,wow video is really interesting while learning about the history of our country. True brave people who are almost forgotten in today's time. We really are really ignorant of the sacrifice and bravery of these people,1,wow video really interesting learn history country true brave people almost forget todays time really really ignorant sacrifice bravery people
57,"I think we should not forget about ""Lakhan Singh Thapa Magar"" the first martyr of Nepal",1,think forget lakhan singh thapa magar first martyr nepal
58,"My great grandfather used to write against Rana regime in his days..As a result our family got exiled from Nepal and had to hefty amount of silver and gold and our lands got evicted by the regime.. We lost everything back then..
But I am proud my Great grandfather stood up to them..",1,great grandfather use write rana regime daysas result family get exiled nepal hefty amount silver gold land get evict regime lose everything back proud great grandfather stand
59,"Kudos To You Brother ️.
Such a great Video as the  martyrs are️.",1,kudos brother great video martyr be
60,"Great video brother
Your researches are amazing️",1,great video brother research amaze
61,"Great content...but more than that the quality of the video is absolutely good.
Really proud of The Nepali Comment.
Can't wait for more.",1,great contentbut quality video absolutely good really proud nepali comment cant wait
62,Great content.. thank you for all these informations .. how do you do your research ? Books ? Videos ?,1,great content thank information research book videos
63,Excellent information ; keep it up brother ..and best wishes .,1,excellent information keep brother best wish
64,Everything started with the first martyr of Nepal Lakhan Thapa who stepped first against Rana’s,1,everything start first martyr nepal lakhan thapa step first rana s
65,Goosebumps bro. Keep up the good work.,1,goosebump bro keep good work
66,"Nepal is a great nation, unfortunately, the downfall of the youth in regards to women being promiscuous and men being unambitious is taking place as we speak. The worst is yet to come. Jai Nepal🇳🇵️‍",1,nepal great nation unfortunately downfall youth regard woman promiscuous men unambitious take place speak bad yet come jai nepal
67,"Thanks for those Marty who contributed there life for our freedom ️.
2 part kaile auxa",1,thanks marty contribute life freedom 2 part kaile auxa
68,"Can we have a video on people like prem Acharya ,who work so hard to provide for their family and nation  but unfortunately",0,video people like prem acharya work hard provide family nation unfortunately
69,Inspirational and thrilling. Waiting fro next part.,1,inspirational thrill wait fro next part
70,Waiting for side 2 patiently ,1,wait side 2 patiently
72,"I was saying about your content was best all over Nepal when your subscriber were around 31k and now im saying you are the best
Thank you The Nepali Comments ",1,say content best nepal subscriber around 31k im say best thank nepali comment
73,"amazing work, this is more understandable  history education then school textbook. Wish If  Traditional Education System gets Replace with this kind of modern learning  way.",1,amazing work understandable history education school textbook wish traditional education system get replace kind modern learning way
74,Afno deshko esto in-depth knowledge haru interesting wayma present garnu huncha. Thank you so much. All the best ,1,afno deshko esto indepth knowledge haru interest wayma present garnu huncha thank much best
75,Top-notch content. A video on royal massacre within the next 2 to 3 videos please,0,topnotch content video royal massacre within next 2 3 video please
76,Great information waiting for next part,1,great information wait next part
77,We need part 2 asap,1,need part 2 asap
78,The best channel in Nepal 🇳🇵️ keep it up bruh  . Best of luck ahead ,1,best channel nepal keep bruh best luck ahead
79,waiting for part 2 ,1,wait part 2
80,"Great presentation! I hope this series will include martyr's of all regions and ethnicity impacting mainstream politics like C. Durgananda, the first Republican Martyr",1,great presentation hope series include martyrs region ethnicity impact mainstream politics like c durgananda first republican martyr
81,Thank you for the historical information️keep going,1,thank historical information keep go
82,nepali comment doing good these days .cant wait for the part 2 . do upload fast as i am curious to know the further stories.,1,nepali comment good day cant wait part 2 upload fast curious know story
83," I am impressed. 
Thank you for your hard work",1,impressed thank hard work
84,Waiting for part-ll..Please upload as soon as possible,1,wait partllplease upload soon possible
85,Waiting for part 2 keep it up ️️,1,wait part 2 keep
86,Thank you for making this video !,1,thank making video
87,Waiting for part 2 ,1,wait part 2
88,You are my reason brother why I watch YouTube everyday....️️️,1,reason brother watch youtube everyday
89,"We need more selfless people like these feri we need a revolution against this so called democracy which is not really a democracy we have been lied to our votes yes does count but only for those three higherups , we need to change this JAI NEPAL",0,need selfless people like feri need revolution call democracy really democracy lied vote yes count three higherups need change jai nepal
90,Thanks for Making People aware About our heroes,1,thanks make people aware hero
91,Such engaging video massive respect to oue martyrs.,1,engage video massive respect oue martyr
92,"Good initiative brother . it's like watching movie ""chnadra shekar "". waiting for next one.",1,good initiative brother like watch movie chnadra shekar wait next one
93,Do a story on how the earlier Muluki Ain mandated varying types of punishment on the basis of caste.,0,story earlier muluki mandate vary type punishment basis caste
94,Keep Going guys...tell people the cruelty of all the despotic rulers.,1,keep go guystell people cruelty despotic ruler
95,Waiting for the next part ,1,wait next part
96,"Probably the most informative , entertaining and best youtube channel in nepal right now",1,probably informative entertain best youtube channel nepal right
97,Very informative and interesting.....thanks for your effort,1,informative interestingthanks effort
98,"Great video, eagerly waiting for the next part.",1,great video eagerly wait next part
99,Desperately waiting for part 2,1,desperately wait part 2
100,"Great video bro keep it up 
Your content is very good",1,great video bro keep content good
101,Waiting part -2 keep it up bro ,1,wait part 2 keep bro
102,"The best nepali youtube channel for me ,i can learn ,i can feel ,i can visaulaize....",1,best nepali youtube channel learn feel visaulaize
103,waiting for next part ,1,wait next part
104,Thank you sir for such useful information,1,thank sir useful information
105,Great work . Good story . Waiting for next part  .,1,great work good story wait next part
106,You should have added entire complete story.,1,added entire complete story
107,Thanks for this untold story brave our hero Jay nepal,1,thanks untold story brave hero jay nepal
108,Waiting for the next part eagerly ,1,wait next part eagerly
109,Part 2 please ,1,part 2 please
110,Another layer of history. Thanks!,1,another layer history thanks
111,Great Job. Congratulations on upcoming more projects.,1,great job congratulation upcoming project
112,Eagerly waiting for the second part️️🇳🇵,1,eagerly wait second part
113,Hoping to see next part on Magh 16 ,0,hop see next part magh 16
114,Eagerly waiting for part2,1,eagerly wait part2
115,"Good work, kudos !",1,good work kudos
116,I love history ,1,love history
117,Jay Nepal ️️,1,jay nepal
118,One of the most trusted channel of Nepal️,1,one trust channel nepal
119,We want part 2 as fast as possible,1,want part 2 fast possible
120,Can't wait for part 2,1,cant wait part 2
121,Eagerly waiting for the next part.,1,eagerly wait next part
122,"very nice content 
thankyou #martyrs of nepal",1,nice content thankyou martyr nepal
123,Man!This is exactly what we needed thankss,1,manthis exactly need thanks
124,Your content is just wow ️,1,content wow
125,Eagerly waiting for next part,1,eagerly wait next part
126,Awesome work!!,1,awesome work
127,"Whoever is reading this comment , Please lit the candle for inner peace of their heavenly soul ️ on magh 16.",1,whoever read comment please light candle inner peace heavenly soul magh 16
128,Thanks to these Great Martyrs contribution,1,thanks great martyrs contribution
129,Please make a video on Rabi lamichanne case ️,1,please make video rabi lamichanne case
130,This is some quality content with awesome presentation I don't know why people love watching some guy laughing horrendously rather than this..,1,quality content awesome presentation dont know people love watch guy laugh horrendously rather
131,"School ma social study ma hamro past/history ko barema padhauda kheri,yo series chai dekhaunai parne ho jasto feel vayoa malai chai ekdum.
Thank you for bringing out and enlighten us",1,school social study hamro pasthistory ko barema padhauda kheriyo series chai dekhaunai parne ho jasto feel vayoa malai chai ekdum thank bring enlighten u
132,"nepal ko histroy ko baremah yesare video haru nai xoina, nice work, living in united states  we don't get to explore detail history of Nepal. We need more of these historical videos in youtube",1,nepal ko histroy ko baremah yesare video haru nai xoina nice work living united state dont get explore detail history nepal need historical video youtube
133,Thank you for making these videos ,1,thank making video
134,"Brother you should make video about @CTEVT jasley hami students haru jindagi uthalputhal garaideyko xa nata time ma  result nata  time ma exam  hunxa. I suggested upcomming students after SEE , uniharuley jukeyra pani CTEVT course join nagaros. Yesma fasney vaneykai hami jasto garib ko baccha haru hun jasley dherai expectation  rakheyrw CTEVT  join gateyka hunxan. Plz ",0,brother make video ctevt jasley hami student haru jindagi uthalputhal garaideyko xa nata time result nata time exam hunxa suggest upcomming student see uniharuley jukeyra pani ctevt course join nagaros yesma fasney vaneykai hami jasto garib ko baccha haru hun jasley dherai expectation rakheyrw ctevt join gateyka hunxan plz
135,"In the end both Shahs and Ranas benefitted to great degrees from the system of autocracy and feudalism.
For the Shahs,Opposition to the Ranas was more of a power thing than something for the benefit of the people.",0,end shah rana benefit great degree system autocracy feudalism shahsopposition ranas power thing something benefit people
136,thank you for the awesome content,1,thank awesome content
137,need more videos researched history,1,need video research history
138,You are doing exceptionally well man,1,exceptionally well man
139,Eagerly waiting for part 2. ,1,eagerly wait part 2
140,Current best nepali content loved it,1,current best nepali content love
141,His content and concept.,1,content concept
142,"Maya Cha Dai️
English Subtitles Ni Use Garnu International Audience Tanna Sajilo Hunxa! ️",0,maya cha dai english subtitle ni use garnu international audience tanna sajilo hunxa
143,Thank you dai next series ko lagi curious xu hernu lae  and big thanks to our martyrs ️️,1,thank dai next series ko lagi curious xu hernu lae big thanks martyr
144,Magh 16 samma ta series sakkauna paye hunthyo. Thanks for your information about their real life story.,0,magh 16 samma ta series sakkauna paye hunthyo thanks information real life story
145,Feels like an movie ,1,feel like movie
146,great to knoww  more about our country keep up the good work,1,great knoww country keep good work
147,Part 2 when are you going to upload I can't wait .,1,part 2 go upload cant wait
148,this gonna be best series ever,1,gonna best series ever
149,"movie here jasto lagdo richa kaan ma headphone, background music and silent environment .... most importantly the contents,  your  in-depth research and the way you narrate...... kati part cha jamma .....eagerly waiting......",1,movie jasto lagdo richa kaan headphone background music silent environment importantly content indepth research way narrate kati part cha jamma eagerly wait
150,So well made great job,1,well make great job
151,Waiting next part ️,1,wait next part
152,Forever love and support for the nepali comment.,1,forever love support nepali comment
153,Love from nepal to ur greatest channal and qish for grow 1M subscriber soon . This is really great channal to learn and my fav subject history ..um wow thank u dear sir,1,love nepal ur great channal qish grow 1m subscriber soon really great channal learn fav subject history um wow thank u dear sir
154,waiting for part 2,1,wait part 2
155,Our martyrs would be sad seeing the condition of todays nepal for which they sacrificed their life,1,martyr would sad see condition today nepal sacrifice life
156,waiting for next part,1,wait next part
157,"Bro please make video on origin of Nepal   
From The time of gopal dynasty ️️",0,bro please make video origin nepal time gopal dynasty
158,Waiting for next part.,1,wait next part
159,Really nice video! but Please cite your references... Where did you get this information?,1,really nice video please cite reference get information
160,"Bro ko kunai Pani story halnu aagade ko research raa dedication damn bro great work ️
Hat's off to the man ",1,bro ko kunai pani story halnu aagade ko research raa dedication damn bro great work hat man
161,story telling is great !,1,story tell great
162,great content!!!,1,great content
163,The History ,1,history
164,Eagerly waiting for part 2,1,eagerly wait part 2
165,Keep it up ️️,1,keep
166,Thank you for such effort,1,thank effort
167,Sabai le share garam  hai ️️️ Everyone should know  about  our martyr's,1,sabai le share garam hai everyone know martyr
168,Really inspirational channel for small creator such as me ,1,really inspirational channel small creator
169,We need part 2 !!!!!!!,1,need part 2
170,I just hate some young generation who just watch other non profitable people's life's vlog . Instead of that I prefer your videos. I just love you Love you and love you,1,hate young generation watch non profitable people lifes vlog instead prefer video love love love
171,I want next series as soon as possible,1,want next series soon possible
172,Waiting for next part ️,1,wait next part
173,Eagerly Waiting for part two,1,eagerly wait part two
174,Wonderful ,1,wonderful
175,They are real hero ,1,real hero
176,Waiting for part-2,1,wait part2
177,Keep up the contents daju.. ️,1,keep content daju
179,"Just one of the top teir content for me, can't wait for part 2",1,one top teir content cant wait part 2
180,love it!!,1,love
181,Good content ,1,good content
182,The untold story about martyrs is that they were Newars. And Newars are brave.,1,untold story martyr newars newars brave
183,real heroes of nepal,1,real hero nepal
184,You are doing a very great job brother. Thank you for everything,1,great job brother thank everything
185,Top-notch presentation!,1,topnotch presentation
186,Part 2 please ,1,part 2 please
187,"It is said that the day they were sentenced to death was doomed. And maybe because of that, Magh 16 is always doomed. Today is Martyrs Day.",0,say day sentence death doomed maybe magh 16 always doom today martyr day
188,Heartly thank you brother waiting part 2,1,heartly thank brother wait part 2
189,"Brother, We want You to Cover the Info about the Huge crash which caused an irrepearable Loss to the victims Family of the crash and How Yeti is trying to Fly over again in the Nepalease Sky without any Fear.",1,brother want cover info huge crash cause irrepearable loss victim family crash yeti try fly nepalease sky without fear
190,Great work...,1,great work
191,need part 2 asap,1,need part 2 asap
192,"Hi, do you think if rana didn’t dictate us for that long we would have a developed in a really good way?! Curious",1,hi think rana didn t dictate u long would develop really good way curious
193,Great work,1,great work
194,Great content ever!!!!,1,great content ever
195,Today again we sacrificed another martyr Prem Prasad Acharya,0,today sacrifice another martyr prem prasad acharya
196,Good content ️,1,good content
197,loved the animation on this...  great going THE NEPALI COMMENT,1,love animation great go nepali comment
198,Omg i want part 2 right nowwwwwww,1,omg want part 2 right nowwwwwww
199,Eagerly waiting for next part,1,eagerly wait next part
200,"I hate how the Nepali History has been discrediting the sacrifice of their first ever Nepali martyr ""Lakhan Thapa Magar"". He is rarely even being talked about in the present Nepal, despite being renowned as the first martyr who stood up to Junga Bahadur Rana after retiring from the old Gorkha Paltan.

He was a part of the Nepali soldiers who assisted the British Army to brutally suppress Indian rebels who were fighting for the independence of India. This was around 1857/58 after the Meerut massacre which gave birth to a military revolution against the British colony in India.

All of these incidents led Lakhan Thapa Magar and other revolutionaries to fight against the tyrannical rule of Junga Bahadur Rana in Nepal also. By 1868/69 (1925 BS), Thapa had already been promoted as the captain of the Nepal Army. However, he left his job along with his friend Jai Singh Chumi Magar in order to unite the people against the rule of Jung Bahadur Rana.

With the help of the local people of his birthplace, Thapa built a strong fort there and also built a temple inside the fort. He used to unite the people coming there to worship and make them aware of the arbitrary rule of Junga Bahadur Rana and his anti-public acts.
As per the historian Padam Jung Rana, Thapa had gathered 1,500 people along with weapons and supplies to attack the Rana government. He wanted to end the rule of the Junga Bahadur Rana and to establish democracy in the country.
But, Junga Bahadur Rana got the information of the revolution led by Thapa. Subsequently, Lakhan Thapa and his associates were arrested from Bungkot and brought to Kathmandu. They were tortured all along their way.
And, it was decided that Lakhan Thapa and his associates would be hanged from the tree in front of the Manakamana temple of their fort premises in the presence of the local people at Bungkot, Gorkha. They were charged with treason.

After they did not beg a pardon in front of the Rana government, they were all brought to Gorkha. And, at first, the leader Lakhan Thapa was hanged from the tree in front of Manakamana temple inside his fort on February 14, 1877. It is also said that he has been skinned and hanged. And, after him, all other rebels were hanged.
11 days after his death, Junga Bahadur Rana also died in Borland, Gorkha.

He was the first Nepali to protest against the tyrannical Rana rule. Therefore, he was declared a martyr in 1999 by the Nepal government. And, the government declared him as the first martyr of Nepal on September 20, 2015.

Falgun 2nd (14th February) of every year is declared as 'Sahid Lakhan Thapa diwas' to commemorate his sacrifice for the nation and is declared holiday in some part of province 4 and 5.

 Such parts of the history must not be erased as it is tried to be done pretty much everytime something revolutionary happens.",0,hate nepali history discredit sacrifice first ever nepali martyr lakhan thapa magar rarely even talk present nepal despite renowned first martyr stand junga bahadur rana retire old gorkha paltan part nepali soldier assist british army brutally suppress indian rebel fight independence india around 185758 meerut massacre give birth military revolution british colony india incident lead lakhan thapa magar revolutionary fight tyrannical rule junga bahadur rana nepal also 186869 1925 b thapa already promote captain nepal army however leave job along friend jai singh chumi magar order unite people rule jung bahadur rana help local people birthplace thapa build strong fort also build temple inside fort use unite people come worship make aware arbitrary rule junga bahadur rana antipublic act per historian padam jung rana thapa gathered 1500 people along weapon supply attack rana government want end rule junga bahadur rana establish democracy country junga bahadur rana get information revolution lead thapa subsequently lakhan thapa associate arrest bungkot bring kathmandu torture along way decide lakhan thapa associate would hang tree front manakamana temple fort premise presence local people bungkot gorkha charge treason beg pardon front rana government bring gorkha first leader lakhan thapa hang tree front manakamana temple inside fort february 14 1877 also say skin hanged rebel hang 11 day death junga bahadur rana also die borland gorkha first nepali protest tyrannical rana rule therefore declare martyr 1999 nepal government government declare first martyr nepal september 20 2015 falgun 2nd 14th february every year declare sahid lakhan thapa diwas commemorate sacrifice nation declare holiday part province 4 5 part history must erase try do pretty much everytime something revolutionary happens
201,Brilliant stuff.. keep going🫡,1,brilliant stuff keep go
202,Well done ️️,1,well do
204,Eagerly waiting part 2,1,eagerly wait part 2
205,The Rana rule was the longest and the  darkest years in Nepal's history for taking this country backwards a hundred years .,1,rana rule long darkest year nepal history take country backwards hundred year
206,"What I think is they did it for party, sorry to say it was not actually for the country. The party itself was created for becoming more powerful, but these sort of power gain develops country too which was the best part <3",0,think party sorry say actually country party create become powerful sort power gain develop country best part 3
207,He told this story in such a intresting way that i hate i watched this video alone. I want to watch the all video on topic. And i will watch this one by one as he publishes and also all of the videos after he completes this topic.,1,told story intresting way hate watch video alone want watch video topic watch one one publishes also videos completes topic
208,This should be turned into a manga or comic book like panchatantra !!!,1,turn manga comic book like panchatantra
209,Can you also make a video about the rise of Jung Bahadur Rana and its events and effects in Nepal!!!!!,0,also make video rise jung bahadur rana event effect nepal
210,if this video would be 10 hours i will surely  watch this one of best content outcome in nepal,1,video would 10 hour surely watch one best content outcome nepal
211,Thank you so much mero dai!.   I was just waiting for this video.,1,thank much mero dai wait video
212,Jay Nepal ️,1,jay nepal
213,Awesome work. Nepal ko Johnny Harris,1,awesome work nepal ko johnny harris
214,Thats what is called a content bro....,1,thats call content bro
215,i fucking love history but this video is definitely putting me on a loop..... it seems our country had gone backwards in time....,1,fuck love history video definitely put loop seem country go backwards time
216,"Rana regime is the best period of Nepal, many development but now everywhere frustrating.",0,rana regime best period nepal many development everywhere frustrate
217,Very well crafted. You are my fav Nepali YouTuber,1,well craft fav nepali youtuber
218,"Well I think because of Rana's we have a very deep cultural roots not distorted by westerners as like that of petty north indians.
And I am thankful of that actually , like really thankful for that",1,well think rana deep cultural root distort westerner like petty north indian thankful actually like really thankful
219,Best Nepali Channel ️,1,best nepali channel
220,Bro amazing topic and content iam waiting for next part,1,bro amaze topic content iam wait next part
221,Well done bro. ,1,well do bro
222,"Big fan. Nepali haru lai Sayed nai yo purai ghatana thaha na huna sakxa ra tapai le Gyan dinu vo. Tapai ko content sadhai ekdam best nai hunxa. Yesai gari sadhai aghi badhnu , tapai lai pashupatinath le rakshya garun. ️🇳🇵Radhe Radhe.....",0,big fan nepali haru lai say nai yo purai ghatana thaha na huna sakxa ra tapai le gyan dinu vo tapai ko content sadhai ekdam best nai hunxa yesai gari sadhai aghi badhnu tapai lai pashupatinath le rakshya garun radhe radhe
223,keep up the good work bro,1,keep good work bro
224,keep educating us,1,keep educate u
225,Thank you dai Keep going  ️,1,thank dai keep go
226,Goosebumps 1:00,1,goosebump 100
227,waiting for series 2,1,wait series 2
228,Honestly vaniraxu Best YouTube channel of Nepal …. I used to think Paradym TV was best but now I m enjoying this channel a lot,1,honestly vaniraxu best youtube channel nepal use think paradym tv best enjoy channel lot
229,Great video!!,1,great video
230,One of the best YouTube channel in Nepal,1,one best youtube channel nepal
231,well done bro well researched,1,well do bro well research
232,Excited for next part.,1,excite next part
233,really amazing presentation ,1,really amazing presentation
234,Thanks for a video ️,1,thanks video
235,waao man you are the hope of nepal,1,waao man hope nepal
236,thank you  sir for this content,1,thank sir content
237,Best explanation better than social studies book....,1,best explanation well social study book
238,We need part2 fast️,1,need part2 fast
239,Bro ko content dami xa hai ......aile underrated vaye ne bistarai ramro hunxa ...keep it up .️️️,1,bro ko content dami xa hai aile underrated vaye ne bistarai ramro hunxa keep
240,Thank you ️,1,thank
241,Great video ,1,great video
242,Waiting for next part,1,wait next part
