,comments,sentiments,clean_comments
115,"This is really sad to hear. But do you know why merchants charge 20-30  percent interest. Because the people who takes money are always bad with the money. In my village there is a family who hardly has 2 room house. Her complete property is less/small  than my Living room. 
And she took 8 lakh loan for her daughter marriage.  Do you think it's wise for the people to take that big loan when hardly what they afford is food in the plate. If the interest rate is low they will take even more loan and inflate the society. 
We have almost 10-11 percent inflation in our country. If someone lends someone in less than 10 percent their money becomes bad loan.  it's impossible to give someone loan in less than 20 percent.",0,really sad hear know merchant charge 2030 percent interest people take money always bad money village family hardly 2 room house complete property lesssmall living room take 8 lakh loan daughter marriage think wise people take big loan hardly afford food plate interest rate low take even loan inflate society almost 1011 percent inflation country someone lend someone le 10 percent money become bad loan impossible give someone loan le 20 percent
116,dai we need New video on Recent Plane crash pls,1,dai need new video recent plane crash pls
117,Your contain ,1,contain
118,Yo loan line dine ma duitai party lai sabai kura thaha hunxa but garnu ta garnu k loan linee lai ekdam aawasyak hunxa paisa  tasaile jaani jaani pani tyo paper ma sign garna ready hunxa ....yo problem lai hatauna bank haru le gau gau ka manxe haru lai loan easy available garnu pardaxa,0,yo loan line dine duitai party lai sabai kura thaha hunxa garnu ta garnu k loan linee lai ekdam aawasyak hunxa paisa tasaile jaani jaani pani tyo paper sign garna ready hunxa yo problem lai hatauna bank haru le gau gau ka manxe haru lai loan easy available garnu pardaxa
119,Microfinance ma reach cha sir all over nepal tara expenses ko lagi loan dedaina small startups ko lagi matra ho,0,microfinance reach cha sir nepal tara expense ko lagi loan dedaina small startup ko lagi matra ho
120,The Nepali Comment Based on Ground Surface ,1,nepali comment base ground surface
121,9:34 TRUE that !!,1,934 true
122,"Bro, government Loan lina kati sajilo xa, ma vanxu
Hamro area agriculture ko lagi famous xa. Yeuta manxe le sarkari office batai 10 lakh ko agricultural loan lina lai 4 lakh ghusdya xa. Ani loan ko paisa haat ma 7 lakh matrai aaxa. Government le chai kun ramro kaa  garla khai??",0,bro government loan lina kati sajilo xa vanxu hamro area agriculture ko lagi famous xa yeuta manxe le sarkari office batai 10 lakh ko agricultural loan lina lai 4 lakh ghusdya xa ani loan ko paisa haat 7 lakh matrai aaxa government le chai kun ramro kaa garla khai
123,such a sad to see innocent suffering from,0,sad see innocent suffer
124,Good information,1,good information
125,Meter byaz they need to deposit money through bank voucher as a proof must of them don’t have proof,0,meter byaz need deposit money bank voucher proof must don t proof
126,I love your video ,1,love video
127,"One of the best channel of nepal 
Bro your analysis and content is great man
Respect 🫡",1,one best channel nepal bro analysis content great man respect
128,plus point for the thumbnail,1,plus point thumbnail
129,Make video on lagubitta bitiya sanstha's interest trap,1,make video lagubitta bitiya sansthas interest trap
130,ekdam sahi kuro garnu vayo ️,0,ekdam sahi kuro garnu vayo
131,Thumbnail op,1,thumbnail op
132,Dai u should cover story of udit narayan jha.....,1,dai u cover story udit narayan jha
133,बैंक र फाइनान्स ले 12 देखि 18/20 per cent byaj लिन्छ भन्ने कुरा पनि यहाँ उल्लेख गरेको भए । भिडियो अझ राम्रो हुने थियो कि ।,0,12 1820 per cent byaj
134,"Bank harule aba jhan loan lina 5 guna samma sales dekhaunchha vanchha, aba sano byapari dekhi sabai meter byaaj ma parne kurama report banaunu paryo, bank haru aafai indirectly meter byaaj promote garne ani bank kai vitra ko pahunchwala nai meter byaaji pani hun, please make part 2 of this issue @the nepali comment",0,bank harule aba jhan loan lina 5 guna samma sale dekhaunchha vanchha aba sano byapari dekhi sabai meter byaaj parne kurama report banaunu paryo bank haru aafai indirectly meter byaaj promote garne ani bank kai vitra ko pahunchwala nai meter byaaji pani hun please make part 2 issue nepali comment
136,Dope thumbnail,1,dope thumbnail
137,BSR Investment Plan ma euta video banau na bro please,1,bsr investment plan euta video banau na bro please
138,Want to search such small things  any tips please:),1,want search small thing tip please
140,What if I said that My father is also trap on meter Byaji,1,say father also trap meter byaji
141,Thats why Rich are getting Richer and Poor are getting  Poorer,1,thats rich get rich poor get poorer
142,Brother make video about pokhara plane crash,0,brother make video pokhara plane crash
143,I love the nepali comment,1,love nepali comment
144,Even bank le nai ahile 20/25% ma loan dirah xa,0,even bank le nai ahile 2025 loan dirah xa
145,Dai please make video on raj durbar hatyakanda ?,1,dai please make video raj durbar hatyakanda
147,Can you make a video about population density in Nepal,1,make video population density nepal
148,"4:40
Who noticed that viral bagh ",1,440 noticed viral bagh
149,Which app do you use to creat thumbnail this type and that red black transition thumbnail,1,app use creat thumbnail type red black transition thumbnail
151,"so many victims here on the comments section also, this problem seems to be more big than it seems",1,many victim comment section also problem seem big seem
152,"we gave loan to help him do his business, It's  been more than 2 years he haven't paid any interest nor the sum.",1,give loan help business 2 year havent pay interest sum
153,"In my opinion you need to be pm of Nepal 
Nepal will be free from every problems",0,opinion need pm nepal nepal free every problem
154,Nepal ko kuna kuna ma  yesto problem dharai xa Tara kasle sundela ra poverty  ko Kura...??,0,nepal ko kuna kuna yesto problem dharai xa tara kasle sundela ra poverty ko kura
155,"Meter byaj is not illegal totally.Meter byaj businessman haruko lagi ho ,eg aaja 10 lakh ko kaam garnu paryo tara paisa uthauna 2/3din lagxa vane lene loan ho 1 lakh/1% daily basis ma ani paisa aayepaxi 2/3 din ko byaj jodera firta gardine.Aajavoli po yeslai dhanda banayera bigardiya.Byaj dine rah line sabai ko galti jasto lagxa malai ",0,meter byaj illegal totallymeter byaj businessman haruko lagi ho eg aaja 10 lakh ko kaam garnu paryo tara paisa uthauna 23din lagxa vane lene loan ho 1 lakh1 daily basis ani paisa aayepaxi 23 din ko byaj jodera firta gardineaajavoli po yeslai dhanda banayera bigardiyabyaj dine rah line sabai ko galti jasto lagxa malai
156,My cousin brother committed suicide due to meter byaj.,0,cousin brother commit suicide due meter byaj
157,Ok yo galat ho bhane Nepal ko whole finance chalaune bank harule 8% byaj dar lai 18% ma pugaunu k sahi ho. Jasle 8% byad dar ma business lone lyeara business garyo ra per month transection ma 10% profit bho ra kehi din mai bank le interest badhaira 18% garyo bhane bank bata lone line ko k condition huna pugxa,0,ok yo galat ho bhane nepal ko whole finance chalaune bank harule 8 byaj dar lai 18 pugaunu k sahi ho jasle 8 byad dar business lone lyeara business garyo ra per month transection 10 profit bho ra kehi din mai bank le interest badhaira 18 garyo bhane bank bata lone line ko k condition huna pugxa
158,Hajur le dherai Ramaro Kam gardai hunuchh daju hajur lai sadhai SUPA DEURALI MAILE le Raksha garanu hunune chh Ani milachh bhane rice Mila Kanda ko Barema yauta video banaunu nw please ,1,hajur le dherai ramaro kam gardai hunuchh daju hajur lai sadhai supa deurali maile le raksha garanu hunune chh ani milachh bhane rice mila kanda ko barema yauta video banaunu nw please
159,शाना किसान जस्ता सहकारी संस्था ले त 18% व्यजा लिन्छ अरू त के भने ,1,18
160,Ani daju thumbnail ta khatrai aayo ta,0,ani daju thumbnail ta khatrai aayo ta
161,Ma wrong hunasakxu tara Bank le road touch nagarye ko land as collateral Nai lidaina.. meter byaji le bina collateral agreement Kai var ma paisa Dinxa so risk aausar interest tw high vai halxa ni. Aani agreement ma badi paisa khelni tw common Nai ho.. court gayo vani 10% pauxa thaxa vani maile vanye ko interest Nai payena tw maile. badi paisa Nai lekhxa.. sub business ma risk tw hunxa Nai.. risk Nai navako vaye bank ma npl kina aau thiyo.. co-operative kina bagthiyo Ra.. initial paisa Lida jati vaye ko Tetai Nai interest liyo vani tw tyo wrong hoina jasto lagxa malai.. paxi bich ma condition Haru add Garu Matra wrong ho jasto lagxa malai,0,wrong hunasakxu tara bank le road touch nagarye ko land collateral nai lidaina meter byaji le bina collateral agreement kai var paisa dinxa risk aausar interest tw high vai halxa ni aani agreement badi paisa khelni tw common nai ho court gayo vani 10 pauxa thaxa vani maile vanye ko interest nai payena tw maile badi paisa nai lekhxa sub business risk tw hunxa nai risk nai navako vaye bank npl kina aau thiyo cooperative kina bagthiyo ra initial paisa lida jati vaye ko tetai nai interest liyo vani tw tyo wrong hoina jasto lagxa malai paxi bich condition haru add garu matra wrong ho jasto lagxa malai
162,This is very sensitive topic government should take action against this?,1,sensitive topic government take action
163,Dark reality of yeti airlines,1,dark reality yeti airline
164,हाम्रो बर्दिया तिर झन हफ्ते ब्याजको trend पनि चलेको छ ।,0,trend
165,"Another भण्डाफोर, LOTS OF LOVE DAI <3",1,another lot love dai 3
166,Hello Bro Darjeeling Nepal bata kasari alag giyo tesko pani euta detail video banaunu paryo hajurle kasle garda hamro pyaro darjeeling ahile hamisanga navayera india sanga chha ekxoti try gardinus hai,0,hello bro darjeeling nepal bata kasari alag giyo tesko pani euta detail video banaunu paryo hajurle kasle garda hamro pyaro darjeeling ahile hamisanga navayera india sanga chha ekxoti try gardinus hai
167,01:32 मासिक 10 % हो कि बार्षिक 10% हो सर ? बुझ्न पाए हुन्थ्यो ।,0,0132 10 10
168,Meter Byaj = Compound interest,1,meter byaj compound interest
169,Another plane crash in Nepal. I can bet that Nepal tourism sector is going to be destroyed if this problem wont be solved.,1,another plane crash nepal bet nepal tourism sector go destroyed problem wont solve
170,One video for nepalese politician real villen wala character,0,one video nepalese politician real villen wala character
171,Kati Thumbnail  change grya hau,0,kati thumbnail change grya hau
172,"Sarkari le afai bijli bill ra ghar gadi tax late vaye fine linxa ani k ko aru lai interest na ley vanla. Ho 12*3=36% ma loan line diney hunx. Yo rokna sarkar le nai sajilo sano loan dinu paryo jarib , dalit lai",0,sarkari le afai bijli bill ra ghar gadi tax late vaye fine linxa ani k ko aru lai interest na ley vanla ho 12336 loan line diney hunx yo rokna sarkar le nai sajilo sano loan dinu paryo jarib dalit lai
173,hlo sir Malai yo topic bare dherai pahila dekhi jigyasa bhayeka le k hajur malai eshari mitar biyaje ma pakrau pareka haru le k sajay pauchan bhanne bhanna saknu huncha plzzz its a request       hopinng for ur reply,1,hlo sir malai yo topic bare dherai pahila dekhi jigyasa bhayeka le k hajur malai eshari mitar biyaje pakrau pareka haru le k sajay pauchan bhanne bhanna saknu huncha plzzz request hopinng ur reply
174,Tapai ko video haru malai sarhai ramro lagchha.,1,tapai ko video haru malai sarhai ramro lagchha
175,"thumbnail ma kei nepali text halnu na 
clickable hunxa k 
helps for wide range of people",1,thumbnail kei nepali text halnu na clickable hunxa k help wide range people
177,"yesto video aauxa janxa tara samasya ko samadhan hudaina 
tara if we all like and share this video kei na kei huna sakxa",0,yesto video aauxa janxa tara samasya ko samadhan hudaina tara like share video kei na kei huna sakxa
178,We lost our house.,0,lose house
179,"What about the Banks ?
The bank themself are charging 16 percent interest. The initial agreement that was agreed upon was 8 percent but they hike They interest and now we are paying 16.5 percent . On top of that if we miss The deadline for one day they call like 100 times everydingle day. They threaten ..NIC Asia is the culprit no 1 and like wise almost all the private banks are charging more than 14 percent interest .. 
Why so ? Where is the regulation and how is small business going to survive with such hikes.?",1,bank bank themself charge 16 percent interest initial agreement agree upon 8 percent hike interest pay 165 percent top miss deadline one day call like 100 time everydingle day threaten nic asia culprit 1 like wise almost private bank charge 14 percent interest regulation small business go survive hike
180,Nepali bhayera pani manchhe nepali videos lai kina support gardina,1,nepali bhayera pani manchhe nepali video lai kina support gardina
181,Thanks,1,thanks
182,Nepal ko private Bank haru pani kamm chainan 10 barshe Wala loan afaii 20 barshe vaidincha,0,nepal ko private bank haru pani kamm chainan 10 barshe wala loan afaii 20 barshe vaidincha
183,"thank god you changed the thumbnail,previous one was so cringe",1,thank god change thumbnailprevious one cringe
184,Government ko kura k garnu 10% re bank le nai khullam khulla 15-17% linxa aruta hunai paryoni sab chor hru koi koi vanda kam xaina dos Kas Kas lai dinu,0,government ko kura k garnu 10 bank le nai khullam khulla 1517 linxa aruta hunai paryoni sab chor hru koi koi vanda kam xaina do ka ka lai dinu
185,"""Maitighar Pani aru Kasai ko andolan ko lagi khali vaisakyo"" .",0,maitighar pani aru kasai ko andolan ko lagi khali vaisakyo
186,Government afai bideshiye ka nepali Lai kasari lutne vanne tira dhyanxa yesto pidit tira k aakha jala,0,government afai bideshiye ka nepali lai kasari lutne vanne tira dhyanxa yesto pidit tira k aakha jala
187,Aahile ta 15% interest bank le nai charge garxan,1,aahile ta 15 interest bank le nai charge garxan
188,10 dekhi 60%?? 100000 ko 1000 rs ho bro byaj 1 din ko. Interest rate 365% le tireko manche haru ni cha,1,10 dekhi 60 100000 ko 1000 r ho bro byaj 1 din ko interest rate 365 le tireko manche haru ni cha
189,Meter bijag becomes a major problem in terai,1,meter bijag become major problem terai
190,Hait yeti kada research garne manche maile aile samma dekhekai thiyena,0,hait yeti kada research garne manche maile aile samma dekhekai thiyena
191,Woo ,1,woo
192,"Malai azhai ni yaad xa 
Siraha ko Mirchaiya maa eauta Shoe ko wholesheller Naya Byapari aaunu Vako Theo bypaar ni ramrai Chalirako Theo but Uhaa le Business ko Nimti Meter byaj maa Paisa Linu Vako raixa Afule leko paisa 3X tirda ni naskke paxi Uha le Sucide Garnu Vayo ",0,malai azhai ni yaad xa siraha ko mirchaiya maa eauta shoe ko wholesheller naya byapari aaunu vako theo bypaar ni ramrai chalirako theo uhaa le business ko nimti meter byaj maa paisa linu vako raixa afule leko paisa 3x tirda ni naskke paxi uha le sucide garnu vayo
193,Omg this is scary,1,omg scary
194,"bank ले 15/18 पनि हानी राछ्न त? 8% को ब्याज  बडेर 15% पुग्छ,,",0,bank 1518 8 15
197,So.sad,1,sosad
198,10 percent bank le dedaina 16.31 tah maile tirdai chu nmb bank  aba k bank lai pani case lagcha tah,0,10 percent bank le dedaina 1631 tah maile tirdai chu nmb bank aba k bank lai pani case lagcha tah
200,very Nice,1,nice
201,"10% ko name ma achel bank le nai 15% byaz linxa
 Finance laghubitya sanstha le 24% linxa
Aba yesma nepal ko kun gu law le karbai grne #rip nepal government",0,10 ko name achel bank le nai 15 byaz linxa finance laghubitya sanstha le 24 linxa aba yesma nepal ko kun gu law le karbai grne rip nepal government
202,Why borrow money?️,1,borrow money
203,"brother  
#nepali Dhruv Rathee",1,brother nepali dhruv rathee
204,Nice thumbnails,1,nice thumbnail
206,Middle class family lae samet loan didaina bank le and sanstha haru le. Nepal ma sarkaari ko rule nai hawa hunxa. Mero ghar mq samet halka leko thiyo malae thaha na vayi. Pachi thaha pauda maile 6 times badhi tirnu paryo. Yesto sahu haru lae samat sarkaar ho,0,middle class family lae samet loan didaina bank le sanstha haru le nepal sarkaari ko rule nai hawa hunxa mero ghar mq samet halka leko thiyo malae thaha na vayi pachi thaha pauda maile 6 time badhi tirnu paryo yesto sahu haru lae samat sarkaar ho
207,Why the hell I can't chat. Is there a new thing or I am missing something.,1,hell cant chat new thing miss something
208,Make video about yeti airlines plane crashed,1,make video yeti airline plane crash
209,Yesko fanda ma hamro pariwar pani pareko xa aile so aba kashari solve garne jankari garai dinu paryo sir we are helpless,1,yesko fanda hamro pariwar pani pareko xa aile aba kashari solve garne jankari garai dinu paryo sir helpless
210,Social ko exam xa bholi tei herna YouTube aako suruma yei video important kagyo,0,social ko exam xa bholi tei herna youtube aako suruma yei video important kagyo
211,Anybody noticed that tiger .  4:41,0,anybody notice tiger 441
212,What happened to thumbnail,1,happen thumbnail
