,comments,sentiments,clean_comments
10,"A day ago I was in Delhi for VFS appointment and I saw a lot of Nepalese waiting for their flights to Brasil, europe, And many other nations to get into US. I spoke with a few they informed me that they are willing to pay 45 lakhs for the trip which in real is totally illegal, insecure and that might cost them deportation or death.",1,day ago delhi vfs appointment saw lot nepalese wait flight brasil europe many nation get u speak informed willing pay 45 lakh trip real totally illegal insecure might cost deportation death
11,Kudos to you Dipesh Ji! Thank you for letting us know the truth. Your videos are to the point and makes sense as what might have happened. Its an eye opener for many of us Nepalese. Looking forward to learn more from your videos.,1,kudos dipesh ji thank let u know truth videos point make sense might happen eye opener many u nepalese look forward learn video
12,Much respect to your hard work Your every single content is informative to us and just outstanding ,1,much respect hard work every single content informative u outstanding
13,Thank you very much for this much needed video. It would be Intretesting to also talk about all the people involved in Nepal in taking the money of these people who are risking their lives  . People at every level are taking part in profiting in this human trafficking . You  missed  the tragic point about how many of them once they reach the destination are kept in rooms by the human traffickers until the family in Nepal pay the Lakhs owed. And how a many of them are used as black money mules !,1,thank much much need video would intretesting also talk people involve nepal take money people risk life people every level take part profit human traffic missed tragic point many reach destination keep room human trafficker family nepal pay lakh owe many used black money mule
14,"Really salute to this guy, his determination, research is very much useful to all of the Nepalese audience. I will say we should support such researcher.",1,really salute guy determination research much useful nepalese audience say support researcher
15,"That is why Trump wanted to build a wall and go against illegal immigrants. What you have researched is basically human trafficking. Trump actually was against human trafficking. Many big businesses, esp food and agro businesses require labors. The only way they can get cheap labour's is through human trafficking. It all makes logical sense.",1,trump want build wall go illegal immigrant research basically human traffic trump actually human traffic many big business esp food agro business require labor way get cheap labour human traffic make logical sense
16,"Hats off to your content Sir️
Great research & amazing content",1,hat content sir great research amazing content
17,hats off to your work man ...its commendable to see your growth everyday,1,hat work man commendable see growth everyday
18,"Also, when I was in the US, I also met a guy who said he had visited 15 countries and spent over 12 lakhs (this was in 2008 ish) to get into America. At that time, it didn't make sense to me and I told him he wasted a lot of money doing so. A few years down the line I found out he was actually trafficked to America.",1,also u also meet guy say visited 15 country spend 12 lakh 2008 ish get america time didnt make sense tell waste lot money year line find actually traffic america
19,"Have been following u from the very starting of your journey and proud of it
Ur effort is unbelevable ",1,follow u start journey proud ur effort unbelevable
20,It is better to work in our own country rather than to take such life threatning trouble. Hope this video would be an eye opener for many people.,1,well work country rather take life threatning trouble hope video would eye opener many people
21,Quality content at it's peak,1,quality content peak
22,Bro Respect+ for your Quality content.. On point research and commitment for content ,1,bro respect quality content point research commitment content
23,It's kind of sad because we Nepalese think think that  Foreign country are like paradise. My father is also one of these people. He may have not crossed these roads but in hope of going to America we lost about 10 lakh through illegal agency. And we still haven't got our money back neither we are in America. It was before I was even born. And I feel bad for people who lost everything just for their family happiness. And government just don't look for them these is a shit no one talks or even care about.,1,kind sad nepalese think think foreign country like paradise father also one people may cross road hope go america lose 10 lakh illegal agency still havent get money back neither america even born feel bad people lose everything family happiness government dont look shit one talk even care
24,"Thankyou for the awareness,may Nepali people get you and don’t risk their life.well if they don’t care about risking their life you guys can risk it for your own country and get well paid off for your task",1,thankyou awarenessmay nepali people get don t risk lifewell don t care risk life guy risk country get well pay task
25,Truth is hard  please don’t travel illegally ,1,truth hard please don t travel illegally
26,After hearing this I think this video will saved many life of our nepali people's who wants to migrate in future for better way of living life but there is no guarantee they will reach or not to the place so this video will help them to change their mind so don't do any risky thing's with your life,1,hear think video save many life nepali people want migrate future well way live life guarantee reach place video help change mind dont risky thing life
27,This is what quality content means.,1,quality content mean
28,"I met 4 Nepali in US, who who arrived here via the route mentioned in video. Their story is very frightening. All of them said they were robbed and have given 50-60 lakhs to agent in Nepal. 

I would request nobody to come illegally. There very little chance you will enter US alive. One person was telling me, out of 39 people only 13 entered us rest died on the way. ",0,meet 4 nepali u arrive via route mention video story frightening say rob give 5060 lakhs agent nepal would request nobody come illegally little chance enter u alive one person tell 39 people 13 enter u rest die way
29,"dai i just respect your intelligence and your commitment on research!
i want to spend 15 minutes on a table talk while i come back to Nepal!
i will try my best to make it possible!Hats off!Keep up the good work and!
Best Regards
Your biggest follower",1,dai respect intelligence commitment research want spend 15 minute table talk come back nepal try best make possiblehats offkeep good work best regard big follower
30,The takeaway from this video is DO NOT USE ILLEGAL MEANS TO GO ABROAD,0,takeaway video use illegal mean go abroad
31,My first ever subscribed video after being in youtube for more than a decade. This Man's research covers every facets of information. Please keep posting informative videos. Kudos......,1,first ever subscribe video youtube decade man research cover every facet information please keep post informative video kudos
32,Got goosebumps. Hats off to your research. Keep growing…,1,get goosebump hat research keep grow
33,One of my close friend went to USA through same route. He said the actual things you just said.,1,one close friend go usa route say actual thing say
34,hat's off to you sir for your quality content.,1,hat sir quality content
35," NO NOT AGAIN  
CONGRESS:  
UML:  
MAOSIT:  ☭ 
Swotantra:   ️
अब पनि पुरानै पार्टि पुरानै मान्छे लाई भोट दिने हो भने नेपाली जनताले यस्तै दुःख भोग्नु पर्नेछ फेरि । आउने मङ्सिर ४ को चुनावमा सागर ढकाल, रञ्जु दर्शाना , रवि लामिछाने, रमेश खरेल जस्ता असल मान्छेलाई एक पटक मौका दिऔ । 
Thank u Jay Nepal. 🇳🇵",1,congress uml maosit swotantra thank u jay nepal
36,"Wow how beautifully you presented this issue 
You didn't even ask for Like,  comment,  share blahh blahh, 
Truly appreciable ",1,wow beautifully present issue didnt even ask like comment share blahh blahh truly appreciable
37,"Awesome content as usual. Keep going, Dipesh Bro!",1,awesome content usual keep go dipesh bro
38,Great message brother to all viewers ️️,1,great message brother viewer
39,Closing the border is the best option for us because of  excessive migration violence and crime has increased in our beloved country nepal 🇳🇵,1,close border best option u excessive migration violence crime increase beloved country nepal
40,Kudos to u for uploading such relevant video on such serious issue.. Does the extended version of this video along with other footages coming soon???,1,kudos u uploading relevant video serious issue extend version video along footage come soon
41,You are on course to be best journalistic Nepali channel. Kudos guys.,1,course best journalistic nepali channel kudos guy
42,Please provide cc asap. Much required! Btw Great video as always,1,please provide cc asap much require btw great video always
43,A year ago I watched the documentary of Adam Yamaguchi . It just shook me. It is so terrifying,1,year ago watch documentary adam yamaguchi shake terrify
44,"म पनि यो कथा मध्ये को एक पात्र हु। nepal to cyprus and Cyprus to....... Portugal.
यो कुरा भोग्नै लाई थाह छ कि वास्तविक यात्रा कस्तो हुन्छ भनेर। विभिन्न कथा सुनेको छु यात्रा क्रममा ' बलात्कार, लुटपाट, अपहरण र फिरौती, बिचल्ली, मानसिक तनाव' जति सुने दर्दनाक थियो। घर समाजले तिरस्कार हुने डरले मात्र यस्तो घटना बाहिर न्आएको  हो।",1,nepal cyprus cyprus portugal
45,"Wow...what a research what a content..
you deserve more views and subscribers...hats of to you brother....
keep uploading such quality content",1,wowwhat research content deserve view subscribershats brother keep uploading quality content
46,"The Nepali comment never fails to amaze us 
What a quality content ",1,nepali comment never fail amaze u quality content
47,"Thank god there are some channels who raise the issues that no body talks about 
Jay Nepal",1,thank god channel raise issue body talk jay nepal
48,"A most needed video with proper research 
Thank you",1,need video proper research thank
49,"Dont know more but about Portugal its fact that people from cyprus, croatia pays minimum of €6000 for agent to arrive at portugal. As he said its very true that the immigration process of portugal is very easy. still lots of things cannot be shared publically..",1,dont know portugal fact people cyprus croatia pay minimum 6000 agent arrive portugal say true immigration process portugal easy still lots thing cannot share publically
50,"These one minutes may pass so fast that I could watch video after that every second passes I get more excited for the video ️ 
Very nice topic , great job sir ",1,one minute may pass fast could watch video every second pass get excite video nice topic great job sir
51,One of the best YouTubers of Nepal. appreciate your hard work bro ️️,1,one best youtubers nepal appreciate hard work bro
52,Content always OP ️🇳🇵 Love You Brother,1,content always op love brother
53,"Great content, keep it up ️",1,great content keep
54,"Could you also shed some light on the mass exodus of skilled manpower, like doctors, engineers, nurses, etc. ? Also how the Nepal government is willingly propagating this exodus of youth abroad, just so they can get a taste of that ""remittance tax"".. 
 
P.S. Nepal is going to face a huge shortage of doctors and nurses in the coming 5-8 years. Even, reputed and established doctors are flocking abroad..... all the while, the policy makers do nothing to encourage the retention of this skilled man-power... Sahujis and influential doctors are themselves the policy makers and make policies that helps them gain their personal benefits....",0,could also shed light mass exodus skilled manpower like doctor engineer nurse etc also nepal government willingly propagate exodus youth abroad get taste remittance tax p nepal go face huge shortage doctor nurse come 58 year even repute establish doctor flock abroad policy maker nothing encourage retention skilled manpower sahujis influential doctor policy maker make policy help gain personal benefit
55,Another quality content,1,another quality content
56,"Thanks for this type of content..
Love you bro",1,thanks type content love bro
57,"The lack of opportunity and awareness in Nepal has done this, who is to blame ?? Finding this answer is harder.",0,lack opportunity awareness nepal do blame find answer harder
58,Thank you soo much dai for this documentry,1,thank soo much dai documentry
59,Quality content ️,1,quality content
60,Grand salute bro u deserve huge appreciation,1,grand salute bro u deserve huge appreciation
61,Everytime when I see your video it felt new one . great content brother keep it up.️️,1,everytime see video felt new one great content brother keep up
62,Well Done bro as always you are a star. Thank you ,1,well do bro always star thank
63,Huge respect 🫡,1,huge respect
64,now thats a content. keep up the good work,1,thats content keep good work
65,Hats off to the research bro,1,hat research bro
66,"Never disappointed with urs content dai ..
Keep going bro",1,never disappointed urs content dai keep go bro
67,love your content  . Hope see more videos ️,1,love content hope see video
68,This channel need more subscriptions  just a wonderful channel,1,channel need subscription wonderful channel
69,"Atti ramro content .Gist pani to the point cha..Jyan nai baji rakhera tya samma pugnu, is it worth it ra ? This is all because of failed philosophy of Congress and Communist. we r suffering because of their rivalry..Aba ko election ma desh ko every family, neighborhood, community le Vote garnu Huda Desh jogauna sakne Manche lai Vote garau !!
Nepal is god gifted place blessed with nature, culture, spiritualism and many other tatwas ani yesto content herda It's hard to have peace of mind.",1,atti ramro content gist pani point chajyan nai baji rakhera tya samma pugnu worth ra fail philosophy congress communist r suffer rivalryaba ko election desh ko every family neighborhood community le vote garnu huda desh jogauna sakne manche lai vote garau nepal god gift place bless nature culture spiritualism many tatwas ani yesto content herda hard peace mind
70,Hat’s up Brother. Thank You so much for this  Document,1,hat s brother thank much document
71,Wow such a great and informative video hats off to you brother,1,wow great informative video hat brother
72,You are amazing brother . love your videos.,1,amaze brother love video
73,This is what quality speak ️️,1,quality speak
74,Like the way you share the whole information about it !!!!,1,like way share whole information
75,Your hardwork deserve more subscriber bro..all the best,1,hardwork deserve subscriber broall best
76,I am just crying for those innocent kids ,0,cry innocent kid
77,"In Sikkim too there are so many Nepali citizens having dual citizenship .Just yesterday in sera bazaar Nepal citizens who were working here were fighting with local Sikkimese .Nepali are doing many crime and they ran into Nepal .And no any criminal get arrested . They go and escape in their remote village so indian police cannot trace them and arrest them .Aaj kal Nepal ko manche haru dekhyo ki criminal ho ki vanne lagcha Sikkim ma.yo chai roknu parcha . Neta haru ko barau vaera hidchan .in election ,neta haru brings huge Nepali citizen bus to bus . I think both indian and Nepal government need to adress this problem .In Sikkim ,people are getting badly affected by this type of open migration from Nepal to india",1,sikkim many nepali citizen dual citizenship yesterday sera bazaar nepal citizen work fight local sikkimese nepali many crime run nepal criminal get arrest go escape remote village indian police cannot trace arrest aaj kal nepal ko manche haru dekhyo ki criminal ho ki vanne lagcha sikkim mayo chai roknu parcha neta haru ko barau vaera hidchan election neta haru bring huge nepali citizen bus bus think indian nepal government need adress problem sikkim people get badly affect type open migration nepal india
78,Such a informative video thank you so much sir.. ️️,1,informative video thank much sir
79,I am big fan of yours Nepali Comment! Sending Love and Support ️,1,big fan nepali comment send love support
80,Such a great content.,1,great content
81,Love your content. Hope to see more,1,love content hope see
82,It is really sad to see this scenario of our people,0,really sad see scenario people
83,Dai you are so talented. love your content..,1,dai talented love content
84,hats of brother we know how the life is so struggle,1,hat brother know life struggle
85,That's why knowledge is important.,1,thats knowledge important
86,Big fan Congratulations  for the 90k...,1,big fan congratulation 90k
87,Thanks for such informative video️,1,thanks informative video
88,This trend is even more popular in Dang district it’s like at least one family member hav been through this journey in many localities,1,trend even popular dang district it s like least one family member hav journey many locality
89,Keep going brother hope mangsir 4 pachi k he haat samma desh ma pariwartan aaucha ani may be hami budo huda hamro baccha harule yesari illigal and dangerous steps haru chalnu naaparosh ,1,keep go brother hope mangsir 4 pachi k haat samma desh pariwartan aaucha ani may hami budo huda hamro baccha harule yesari illigal dangerous step haru chalnu naaparosh
90,Again Thank you! for great content.   Hope you reach 100k until next video comes,1,thank great content hope reach 100k next video come
91,"One of the brother near to my home,had also been to US same way , spend almost 80 lakhs and he is in US for almost 6 yrs now",1,one brother near homehad also u way spend almost 80 lakhs u almost 6 yr
92,"Sir , it was the great knwoledge  and hats off for your work research ",1,sir great knwoledge hat work research
93,great job The Nepali comment and Dipesh... Hats Off.,1,great job nepali comment dipesh hat
94,Lots of love for you hard working content,1,lot love hard working content
95,Heart wrenching ,1,heart wrench
96,One of my moms relative now lives in USA. He did this and now he is working in a restaurant.,1,one mom relative life usa work restaurant
97,Best youtube channel in nepal..bestest contents..keep growing..we all love you,1,best youtube channel nepalbestest contentskeep growingwe love
98,"Hello Bro, Not related to this topic, could you also do a video on why Yatri ko bikes are not getting license? I dont understand what is the issue in this. 
Ki ta company nai na khulna dinu parne thyo, ahile aayera, tetro bike bechna dine, tara license plate number lina lai kei process nai  chaina.
K ho k ho,",1,hello bro relate topic could also video yatri ko bike get license dont understand issue ki ta company nai na khulna dinu parne thyo ahile aayera tetro bike bechna dine tara license plate number lina lai kei process nai chaina k ho k ho
99,Your one video make thousand youths alert. Thank you for making me more knowledgeable.,1,one video make thousand youth alert thank making knowledgeable
100,Journalism 101 …. Amazing brother … this is the future of journalism …. Time to ditch the mainstream Nepalese propaganda spewing machine …,1,journalism 101 amaze brother future journalism time ditch mainstream nepalese propaganda spew machine
101,"I wouldn't suggest anyone to travel illegally. Nepal might be economically poor but testo asylum seek garnu parne chai situation chaina la! Think about your own life, think about your families but tbh  most importantly, Nepal KO bejat chai nagara. I don't want to see Nepal in blacklist of other countries.️",1,wouldnt suggest anyone travel illegally nepal might economically poor testo asylum seek garnu parne chai situation chaina la think life think family tbh importantly nepal ko bejat chai nagara dont want see nepal blacklist country
102,You explain as like swagaat gyawali ️,1,explain like swagaat gyawali
103,Its intresting to think the way  you gather information for  your videos.....top notch stuff,1,intresting think way gather information videostop notch stuff
104,"You forgot to mention the very important fact that you might die on the fuel tank on your way to USA. And if you don't, you will likely witness a death along the way somewhere. Then, after you reach USA, you have to hire a lawyer for almost every further processing and pay them. Sure, government provides them a lawyer if they don't have one. In their mind though, they think Nepalese lawyer will do everything to win their case instead of free lawyers. So, they pay upto $10000 for the entirety of their case. In some cases, it can take more than 10 years to get the asylum. And just because you share nationality with your lawyer doesn't mean they  work so hard for u to not get deported. After all, it's the fee they work for not you. Everyone is a vulture here. I know because I am one of them.",1,forgot mention important fact might die fuel tank way usa dont likely witness death along way somewhere reach usa hire lawyer almost every processing pay sure government provide lawyer dont one mind though think nepalese lawyer everything win case instead free lawyer pay upto 10000 entirety case case take 10 year get asylum share nationality lawyer doesnt mean work hard u get deport fee work everyone vulture know one
105,Love this channel ️,1,love channel
106,"such a good content
you got a new subscriber:)",1,good content get new subscriber
107,This is fire ,1,fire
108,This is the 1st Nepali channel I love to watch,1,1st nepali channel love watch
109,"This is all due to the brokers from Nepal, India and Bangladesh. Government should identify these Dalals and put behind the bars",1,due broker nepal india bangladesh government identify dalals put behind bar
110,Love the new background!,1,love new background
111,Great content  hope this time the nepali comment hit 100k subscribers...,1,great content hope time nepali comment hit 100k subscriber
112,Lovely info. Keep it up bro,1,lovely info keep bro
113,GEM of Nepali YouTube ️,1,gem nepali youtube
114,what if there's a movie on this journey? ,1,there movie journey
115,keep going.. reveal all the hidden truth.. Thank you..,1,keep go reveal hidden truth thank
116,"Dherai Dherai dhanyavada hjr,Dherai ramro news deynu vako mah malai chai ramro lagyo sir  fare fare pani yestai satya ghatana ko news didai garnu hola we are supposed of you, thank you so much  sir",1,dherai dherai dhanyavada hjrdherai ramro news deynu vako mah malai chai ramro lagyo sir fare fare pani yestai satya ghatana ko news didai garnu hola suppose thank much sir
117,"Wow research...what a content , what a presentation",1,wow researchwhat content presentation
118,"Thank you to the politicians, people have become desparate to reach USA.",1,thank politician people become desparate reach usa
119,"So sad that we nepali have to take such step risking life for better future 
Just because of our country politicians
This time choose leader wisely",1,sad nepali take step risk life well future country politician time choose leader wisely
120,great content!!,1,great content
121,Thanks दिपेश सर लाइ यति धेरै मेहनत गरेर यो भिडियो बनाउनु भएकोमा ,1,thanks
122,Bro your content are too good..Hope to see nxt vid soon.,1,bro content goodhope see nxt vid soon
123,"Yes, You are right we receive more than 100 Nepalese coming from different parts of Europe i.e Romania 🇷🇴, Croatia 🇭🇷, Bulgaria 🇧🇬 etc..",0,yes right receive 100 nepalese come different part europe ie romania croatia bulgaria etc
124,Very well said,1,well say
125,Last week one man from my locality died at Panama on boat accident while going to America. RIP,1,last week one man locality die panama boat accident go america rip
126,Awesome video with great information,1,awesome video great information
127,Great content.,1,great content
128,"I haven't watched the video. But I am sure it is awesome, like other videos from The Nepali Comment",1,havent watch video sure awesome like video nepali comment
129,Brother please make video regarding upcoming elections and about the candidates,1,brother please make video regard upcoming election candidate
130,"Dherai Dherai Dhanyabaad mitra... timro present garne tarika nai kati vabuk lagyo. Nepali le Nepal banaunai parcha... sahi vote garne bela aayeko cha aba. sahi lai nachunne ho vane vaaaard mei jawos sabai. murkha ko pani had huncha... paisa ka tattu haru, hami sabai.",1,dherai dherai dhanyabaad mitra timro present garne tarika nai kati vabuk lagyo nepali le nepal banaunai parcha sahi vote garne bela aayeko cha aba sahi lai nachunne ho vane vaaaard mei jawos sabai murkha ko pani huncha paisa ka tattu haru hami sabai
131,great job bro,1,great job bro
132,"Mero aafnai dai yesari nai struggle garera Francema pugeko ho ..tya pugna jati garo xa tya pugepaxi jhanai struggle garnu parxa ..aile 5 barsa vaisakyo paper banna lageko thiyo but sad thing is he has been missing since January 18 2022 sabai source bata khojiraxam vetna sakiyeko xaina..Nepali daju vai koi ni yesasri najanu hola dherai risk xa.Aile hamile jati pir khepiraxam arulai yo sabai naparos 
Really informative video sir",1,mero aafnai dai yesari nai struggle garera francema pugeko ho tya pugna jati garo xa tya pugepaxi jhanai struggle garnu parxa aile 5 barsa vaisakyo paper banna lageko thiyo sad thing miss since january 18 2022 sabai source bata khojiraxam vetna sakiyeko xainanepali daju vai koi ni yesasri najanu hola dherai risk xaaile hamile jati pir khepiraxam arulai yo sabai naparos really informative video sir
133,You are contain are marvelous keep up the work. :),1,contain marvelous keep work
134,I am from Rukum(west) . Hamro Thau ko lagvak 50%youth  haru  yeasari gai sakka mainly USA ra protugal ko trend pani bistarai increase vai ta xa....,0,rukumwest hamro thau ko lagvak 50youth haru yeasari gai sakka mainly usa ra protugal ko trend pani bistarai increase vai ta xa
135,Any one don’t try this . This is terrifying.,1,one don t try terrify
136,Kuddoss to such qualities content!!!,1,kuddoss quality content
137,Bro make a video related dhikuri/dhikuti...how it started... it's illegal and yet its run by many nepali people...,1,bro make video relate dhikuridhikutihow started illegal yet run many nepali people
138,Nice content ,1,nice content
139,️️ ekdam ramro video i wish sabai nepali veda haru le herun,1,ekdam ramro video wish sabai nepali veda haru le herun
140,Wonderful analysis! Tara Kati PAYE point chutyo...Aile Portugal janu Nepal bata India Gaye jatikai sajilo cha legal chai haina Tara...maile dekhda dekhdai 300/400 Jana 1 month bhitra ekdam aaram le Portugal pugera work permit payera kaam Suru garisake,0,wonderful analysis tara kati paye point chutyoaile portugal janu nepal bata india gaye jatikai sajilo cha legal chai haina taramaile dekhda dekhdai 300400 jana 1 month bhitra ekdam aaram le portugal pugera work permit payera kaam suru garisake
141,Title inappropriate vaexa  subject matter vane dherai informational xa,1,title inappropriate vaexa subject matter vane dherai informational xa
142,Informative video keep going,1,informative video keep go
143,Our country is dying slowly and I feel very sad i blame politicians for everything,1,country die slowly feel sad blame politician everything
144,I hope this video will help you to reach 100k subscription ️,1,hope video help reach 100k subscription
145,Brother u r great ,1,brother u r great
146,Wow what a content brother...️‍️‍️‍,1,wow content brother
147,Thank you,1,thank
148,Much needed info,1,much need info
149,i wished the video to be abit longer.,1,wish video abit longer
150,Thank you so much️,1,thank much
151,why so much risky moves people take in life teti mihinet garera paisa kharcha garera teso garnu vanda easily they can spend time in gulf countries with the same effort they applied taking risky moves,0,much risky move people take life teti mihinet garera paisa kharcha garera teso garnu vanda easily spend time gulf country effort apply take risky move
152,Hajur lai pne dhanyabaad yesheri sabailai gyaan dinu vayeko ma ra Jan chetna garwnu vayeko ma.,1,hajur lai pne dhanyabaad yesheri sabailai gyaan dinu vayeko ra jan chetna garwnu vayeko
153,"Yeah man some of my villagers paid 40 lakh to go USA through illegal way and they made it but I always think it is a risky way 
Your life>>>>>>>>>>>>>>>>>>usa",1,yeah man villager pay 40 lakh go usa illegal way make always think risky way lifeusa
154,Well done!!,1,well do
155,Big fan bro ️,1,big fan bro
156,I am 28 year old male who traveled into usa 5 years ago by illegal way,0,28 year old male travel usa 5 year ago illegal way
157,The best content from all over Nepal is The Nepali comment,1,best content nepal nepali comment
158,Very interesting news you are great bro,1,interesting news great bro
159,Wishing u to reach soon 100k subs....,1,wish u reach soon 100k sub
160,"Again we need details information about Nepal to USA illegally…

Only channel to give real content",1,need detail information nepal usa illegally channel give real content
161,Sad reality of every nepali people,1,sad reality every nepali people
162,You are nepali dhruv Rathee️,1,nepali dhruv rathee
163,"One thing us Nepalese don't realize, Nepal ma hepai khayera basda rish uthcha and we don't do work. Ani America uae gayera chain Marne Gari kaam garcha. Messed up cha.",1,one thing u nepalese dont realize nepal hepai khayera basda rish uthcha dont work ani america uae gayera chain marne gari kaam garcha mess cha
164,Good message,1,good message
165,I knew this 10 years ago,1,know 10 year ago
166,I am just curious if they are ready for spent that much money why don't they use legal way to reach usa and others country,0,curious ready spent much money dont use legal way reach usa others country
167,Man i like your videos.,1,man like video
168,Good content,1,good content
169,"Ramro content brother!, Yesari USA naajanuhos. It’s not worth it. Do research.",1,ramro content brother yesari usa naajanuhos it s worth research
170,Thumbs up for the video,1,thumb video
171,Bro Sky SIM ko rise ra downfall ko Barey ma new video paum na plz ️,1,bro sky sim ko rise ra downfall ko barey new video paum na plz
172,"2014 tir ma Schengen country vaner hineko thye 9 month russia ani donkey route hudai estonia samma pugeko thye , paisa ra samay barbad ani jindagi ko mahatopurna umer refugee vayer basnu parne  sabai kura ko yaad , pressure ani torture ajhai nai taja chha.",0,2014 tir schengen country vaner hineko thye 9 month russia ani donkey route hudai estonia samma pugeko thye paisa ra samay barbad ani jindagi ko mahatopurna umer refugee vayer basnu parne sabai kura ko yaad pressure ani torture ajhai nai taja chha
173,The Nepali Comment never miss,1,nepali comment never miss
