,comments,sentiments,clean_comments
36,"Yes,The Content is super. We all Nepali should appreciate it. Also, We viewers should add our opinions, feedback and have some discussion on comment section to the related topic. It would massively boost the assessment and understanding of the audience.

Election is rigged and most population barely aware of this election process. It would be amazing if you'd make an explained video of what this election is about? 

How it dictates countries future?
Etc.",1,yesthe content super nepali appreciate also viewers add opinion feedback discussion comment section relate topic would massively boost assessment understanding audience election rig population barely aware election process would amaze youd make explain video election dictate country future etc
37,"Now it's the turn of the educated one
Share this as much as possible",1,turn educate one share much possible
38,Really appreciate this type content is really needed love you man,1,really appreciate type content really need love man
39,Bro is doing great job. Keep on working. I wish ur channel will get millions of subscribers and supporters.,1,bro great job keep work wish ur channel get million subscriber supporter
40,I have no words for your work love it,1,word work love
41,"Addition: As per the preliminary report of the 2021 census, 2.1 million Nepalese (11% of total voters registered) are working abroad who are eligible to vote but denied voting despite the Supreme Court issuance of a directive ordering the government to draft a law enabling Nepalese abroad to vote (2017).These people did not have or will not have representation, and their fundamental right to vote has been or will be denied. Does our election truly reflect the voice of the people?....",0,addition per preliminary report 2021 census 21 million nepalese 11 total voter register work abroad eligible vote deny vote despite supreme court issuance directive ordering government draft law enable nepalese abroad vote 2017these people representation fundamental right vote deny election truly reflect voice people
42,Need more videos like these ,1,need video like
43,"Everything about your video, voice, music and editing are always Intense.",1,everything video voice music edit always intense
44,"Thanks to god we have now lots of educated youtubers like you, saugat gyawali, etc , Great video 
राइट टु रिजेक्ट अप्सन हुन निक्कै नै जरूरी छ, कसैले त यो विषयमा दमदार तरिका ले आवाज उठाउनु पर्यो ,  युवा हरु घटाइदैन छन्।वृद्ध र  बच्चा हरु बढ्दैछन् मेन पावर को कमी हुँदैछ अब samayyy धेरै कम छ आउने 10 वर्ष भोट नेपाल लाई जसरी पनि बिजनेस, फ्याक्ट्री, एक्सपोर्ट सेक्टर हरुमा हरेक क्षेत्रमा देभलप हुन जरुरी छ, नत्र पछी विश्वकै राम्रो नेता नै आएपनि नेपाली लाई गरिबी को चपेटा मा जान  बाट कसैले बचाउन सक्दै । 
आउने मंसिर मा जसरी पनि चोर घुसखोर बुढो हरु पार्टी र तिनी हरुको पार्टी लाई हटाउनै पर्यो मात्र देशले निक्कै नै खतरनाक मोड लिने छ अहिले पनि समय छ झोले न बनौ  आउने पुस्ताको जिन्दगी बर्बाद न गरौं। अब नयाँ  युवा लाई मौका दिनु पर्यो ।",1,thanks god lot educate youtubers like saugat gyawali etc great video samayyy 10
45,Dai each piece of content you provide blows up my mind. Much more love and grow beyond the limit.,1,dai piece content provide blow mind much love grow beyond limit
46,Keep up man looking forward for more information ️,1,keep man look forward information
47,very informative & to the point .. great content bro.,1,informative point great content bro
48,Hats off to your research bro!!!,1,hat research bro
49,"after watching some of your videos you have earned your subscription, cheers brother",1,watch video earn subscription cheer brother
50,I hope this video act as a whistleblower to nepalese at such upcoming election time.,1,hope video act whistleblower nepalese upcoming election time
51,I love your content bro... whenever i see your notification i instantly click n watch it....lots of love from Darjeeling ️️,1,love content bro whenever see notification instantly click n watch itlots love darjeeling
52,"Dude, I wanna work for your projects. I mean all your videos are too cool.",1,dude wanna work project mean videos cool
53,Your videos are very informative.please extend the duration period of videos.,1,videos informativeplease extend duration period video
54,Let’s share this video!! We can educate nepali!,1,let s share video educate nepali
55,You are doing great bro!Hope nepalese will understand all these thing and vote a perfect candidate who rise voice  on behalf of right to reject and right to recall.,1,great brohope nepalese understand thing vote perfect candidate rise voice behalf right reject right recall
56,"Have been watching each n every videos of yours...
Ur contents are damn ️‍️‍",1,watch n every video ur content damn
57,You are the best creator keep going bro ️ thank you so much ️,1,best creator keep go bro thank much
58,Thank you for being in YouTube ,1,thank youtube
59,Keep providing  these types of contents .,1,keep provide type content
60,"Now its time to change the whole Nepal by giving the vote for proper politician not by party but by their working agendas.
Hope next election will change the map of the  nepal.",0,time change whole nepal give vote proper politician party work agenda hope next election change map nepal
61,"Another huge problem is the exclusion of nepali living abroad. It is a very systematic, thought-provoking move by political parties that are in power. The solution could be at least letting them vote from embassies of respective country or even online voting.",0,another huge problem exclusion nepali live abroad systematic thoughtprovoking move political party power solution could least letting vote embassy respective country even online vote
62,"La dami layo. First time viewing your content. English words haru rakhera, party ko formation dekhako ma derai derai dhanyabad. Cause I was also wonder how our election corelates with election in US, in other nations.

At this rate, in future I will subscribe you in near future. 
""Johnny Harris"", ko jasto editing and represatition ko dekdai xu. Dami.
Keep rolling.",1,la dami layo first time view content english word haru rakhera party ko formation dekhako derai derai dhanyabad cause also wonder election corelates election u nation rate future subscribe near future johnny harris ko jasto edit represatition ko dekdai xu dami keep rolling
63,"thankyou brother for such content 
still underrated",1,thankyou brother content still underrate
64,"The Thumbnail and the title always attract me>
And the content is soooooooooooooooo good>",1,thumbnail title always attract content soooooooooooooooo good
65,Thank you so much for this!!,1,thank much
66,Your content is always damne ️ brother keep uploading,1,content always damne brother keep uploading
67,Huge appreciation dai,1,huge appreciation dai
68,"A finest video 
Thanks and aprreciated!",1,fine video thanks aprreciated
69,"No Not Again 
Please Tell Your Family ️

#जयनेपाल",1,please tell family
70,you doing good bro. Keep up the work,1,good bro keep work
71,"Soon 100k️
Wish you all the best ",1,soon 100k wish best
72,"Everyone Lets Share This , Lets Trend this VIDEO #Trending",1,everyone let share let trend video trend
73,"Hats off bro, keep making this kind of videos.",1,hat bro keep make kind video
74,"Bro, loved this video, full support!",1,bro love video full support
75,Bro cheers this kind of content is needed. dammo yar,1,bro cheer kind content need dammo yar
76,"If you think EVM solves the problem of ballot paper and makes the vote counting process easier then I would recommend you to watch ""Why Electronic Voting Is Still A Bad Idea"" by Tom scott, In this video he expalines why EVM might not work in case of real election and how the system can be rigged.",1,think evm solves problem ballot paper make vote count process easy would recommend watch electronic voting still bad idea tom scott video expalines evm might work case real election system rig
77,Brother please please please please make video on the topic : Nepal ma IT startup garda ramroo ki abroad ma garda ramro ?? Any suggestions ???,0,brother please please please please make video topic nepal startup garda ramroo ki abroad garda ramro suggestion
78,"Best video  with best answer , logic , explanation and animation.",1,best video best answer logic explanation animation
79,Share it. People must know this.,1,share people must know
80,need mroe content creators like him,1,need mroe content creator like
81,We need this type of youths in policymaker,0,need type youth policymaker
82,"Can you make the vedio about the scandals during voting in Nepal?
Maile yo patak 1st time vote garya  and I was so shocked about the situation I saw there. Kati dherai ghotala vako thiyo  ani dikka lagherw aathiyo aafno desh ko situation dekherw. Esto ghotala hudo raixa ani right manxe haru higher political position ma pughnai nasakne even policele pani khi nagarne tyo situation ma. They just kept looking and did nothing.",1,make vedio scandal vote nepal maile yo patak 1st time vote garya shock situation saw kati dherai ghotala vako thiyo ani dikka lagherw aathiyo aafno desh ko situation dekherw esto ghotala hudo raixa ani right manxe haru high political position pughnai nasakne even policele pani khi nagarne tyo situation keep look nothing
83,"Two other major problems: 
1. Voting right of Nepalese migrant workers or living abroad still with Nepali citizenship 
2. Federal and Provincial level candidates begging for votes bring the agendas of local infrastructure development, which are clearly under the jurisdiction of local units. People are still not aware of the duties and responsibilities of different tiers of government under the provincial model.",1,two major problem 1 vote right nepalese migrant worker live abroad still nepali citizenship 2 federal provincial level candidate beg vote bring agendas local infrastructure development clearly jurisdiction local unit people still aware duty responsibility different tier government provincial model
84,"@thenepalicomment please make a video on how to
vote.Basically the voting rules and regulations…… i
wanna vote and the voting system is very
confusing.. it will be of great help.",1,thenepalicomment please make video votebasically vote rule regulation wanna vote voting system confuse great help
85,I pray for my nation  oh dear god please bless my nation . Let people be conscious and aware about voting system.  Our future depends upon 2022 Nepal election.,1,pray nation oh dear god please bless nation let people conscious aware voting system future depend upon 2022 nepal election
86,"Could you also shed some light on the mass exodus of skilled manpower, like doctors, engineers, nurses, etc. ? Also how the Nepal government is willingly propagating this exodus of youth abroad, just so they can get a taste of that ""remittance tax"".. 
 
P.S. Nepal is going to face a huge shortage of doctors and nurses in the coming 5-8 years. Even, reputed and established doctors are flocking abroad..... all the while, the policy makers do nothing to encourage the retention of this skilled man-power... Sahujis and influential doctors are themselves the policy makers and make policies that helps them gain their personal benefits....",0,could also shed light mass exodus skilled manpower like doctor engineer nurse etc also nepal government willingly propagate exodus youth abroad get taste remittance tax p nepal go face huge shortage doctor nurse come 58 year even repute establish doctor flock abroad policy maker nothing encourage retention skilled manpower sahujis influential doctor policy maker make policy help gain personal benefit
87,Great Work. I will share this video.,1,great work share video
88,"Your Vote is your investment that will surely  pay you and yours loved once in the future with interest ofcourse.
Just Imagine this beautiful country getting developed where u get quality education good health facilities where u don't have to struggle for the job.
No more long lines in government offices No corruption No nepotism 
where the country runs under rule of law .
Each and every once is treated equally from East to far west.
Vote for change 
Vote for the better future 
We deserve better

No not again 
We want change !!",1,vote investment surely pay loved future interest ofcourse imagine beautiful country get develop u get quality education good health facility u dont struggle job long line government office corruption nepotism country run rule law every treat equally east far west vote change vote well future deserve well want change
89,My vote for SAGAR DHAKAL… need such kind of a person as PM for the country… hope he wins,1,vote sagar dhakal need kind person pm country hope win
90,Nicely done without being biased politically. Great!,1,nicely do without bias politically great
91,Very Informative Video.,1,informative video
92,amazing work/content,1,amazing workcontent
93,"One of the best YouTube chanel in Nepal🇳🇵
Keep going brooo
Best wishes",1,one best youtube chanel nepal keep go brooo best wish
94,"Brother, don't just scratch the surface.
You now have an audience, go a little bit deeper.",1,brother dont scratch surface audience go little bit deep
95,underrated channel,1,underrated channel
96,Finally someone is talking about it,0,finally someone talk
97,"Brother..
Summary the role of Nepal in WW1&WW2 in next video.",1,brother summary role nepal ww1ww2 next video
98,You r nepali dhruv rathee keep it up bro,1,r nepali dhruv rathee keep bro
99,"you are right about unfair voter population in constituencies...
manang has about 2 thousand population and morang/sunsari/sarlahi/rupandehi has about 1.5 lakh population...
election constituencies is not according to population in Nepal...",1,right unfair voter population constituency manang 2 thousand population morangsunsarisarlahirupandehi 15 lakh population election constituency accord population nepal
